"","x"
"1105","""CALB1"""
"1106","""AC002310.12"""
"1107","""WBSCR28"""
"1108","""RP11-166O4.4"""
"1109","""RPS6KC1"""
"1110","""PKMP3"""
"1111","""RP11-977G19.12"""
"1112","""RP11-445O16.3"""
"1113","""RP11-333O1.1"""
"1114","""BTBD6"""
"1115","""RN7SL208P"""
"1116","""ERGIC3"""
"1117","""VASP"""
"1118","""PKP3"""
"1119","""MYOM1"""
"1120","""RP11-96D1.3"""
"1121","""TPRN"""
"1122","""KB-431C1.5"""
"1123","""ATP5E"""
"1124","""TPM4"""
"1125","""PLXNC1"""
"1126","""PLA2G16"""
"1127","""SMARCA2"""
"1128","""SUMO2"""
"1129","""CTB-102L5.7"""
"1130","""AC100830.5"""
"1131","""C11orf31"""
"1132","""GPN2"""
"1133","""ZFAND2B"""
"1134","""LINC00935"""
"1135","""ZNRF2"""
"1136","""CGB8"""
"1137","""RP11-53O19.3"""
"1138","""RP11-789C17.1"""
"1139","""CDHR4"""
"1140","""WDR34"""
"1141","""COL6A3"""
"1142","""HDDC3"""
"1143","""COMMD1"""
"1144","""EIF4E2"""
"1145","""SLC35D3"""
"1146","""GAST"""
"1147","""XXbac-BPG308K3.5"""
"1148","""ANKRD13A"""
"1149","""OLFML3"""
"1150","""POC5"""
"1151","""B4GALT6"""
"1152","""VAV1"""
"1153","""OSTF1"""
"1154","""RP11-540O11.4"""
"1155","""TRIML2"""
"1156","""TLX2"""
"1157","""RFTN2"""
"1158","""RP11-159L20.2"""
"1159","""FBP1"""
"1160","""CYBA"""
"1161","""ANKFN1"""
"1162","""MIR6784"""
"1163","""PROS1"""
"1164","""BAZ1A"""
"1165","""CPNE2"""
"1166","""YWHAH"""
"1167","""PSMC3IP"""
"1168","""RP11-356I18.1"""
"1169","""CTD-2562J17.6"""
"1170","""RP11-1C8.5"""
"1171","""RP11-17P16.2"""
"1172","""RP11-452L6.1"""
"1173","""CHI3L2"""
"1174","""DVL2"""
"1175","""EVI2B"""
"1176","""N4BP2L2-IT2"""
"1177","""FGF18"""
"1178","""ARMCX6"""
"1179","""BTF3L4"""
"1180","""CTD-2012K14.6"""
"1181","""RP11-429J17.2"""
"1182","""RP11-996F15.5"""
"1183","""AIM1L"""
"1184","""NEDD8"""
"1185","""EAF1-AS1"""
"1186","""RN7SL368P"""
"1187","""AVPR2"""
"1188","""TCEA3"""
"1189","""MUM1L1"""
"1190","""PTPN22"""
"1191","""TEX264"""
"1192","""ZCRB1"""
"1193","""RP11-587D21.1"""
"1194","""REP15"""
"1195","""TAGLN2"""
"1196","""PLA2G10"""
"1197","""METTL25"""
"1198","""CD160"""
"1199","""IGSF3"""
"1200","""HSPA12A"""
"1201","""NMNAT2"""
"1202","""AC068641.1"""
"1203","""EPB41L4A"""
"1204","""CASZ1"""
"1205","""UGP2"""
"1206","""ANO1"""
"1207","""AIFM2"""
"1208","""FBXO36"""
"1209","""LCT"""
"1210","""TAF4"""
"1211","""RAC1"""
"1212","""UBAP1"""
"1213","""EIF1B-AS1"""
"1214","""OSGIN1"""
"1215","""RP11-452L6.5"""
"1216","""EAPP"""
"1217","""TPD52L1"""
"1218","""PYROXD1"""
"1219","""NEK10"""
"1220","""RNU12"""
"1221","""NBPF1"""
"1222","""COX6B2"""
"1223","""SHBG"""
"1224","""CTD-2587H24.14"""
"1225","""NCF2"""
"1226","""CNOT11"""
"1227","""SMIM22"""
"1228","""RN7SKP16"""
"1229","""MED15"""
"1230","""CTB-58E17.5"""
"1231","""FAM43A"""
"1232","""LHPP"""
"1233","""RP11-511H9.3"""
"1234","""CGB5"""
"1235","""AC004448.5"""
"1236","""RP11-295M3.4"""
"1237","""GADD45G"""
"1238","""S1PR5"""
"1239","""TNFAIP8L3"""
"1240","""SUN1"""
"1241","""NAALADL2"""
"1242","""STMND1"""
"1243","""MESDC1"""
"1244","""IL27RA"""
"1245","""C8orf82"""
"1246","""DEF6"""
"1247","""LINC01589"""
"1248","""KPNA5"""
"1249","""POF1B"""
"1250","""GOLPH3"""
"1251","""ZFYVE28"""
"1252","""LINC00491"""
"1253","""SH3D19"""
"1254","""CPEB2"""
"1255","""SPPL3"""
"1256","""TMEM258"""
"1257","""SLC38A9"""
"1258","""BRE"""
"1259","""PRSS35"""
"1260","""SIX3"""
"1261","""FOXH1"""
"1262","""FXYD4"""
"1263","""NTPCR"""
"1264","""AGTPBP1"""
"1265","""NELL2"""
"1266","""ATF7"""
"1267","""SOAT2"""
"1268","""WDR73"""
"1269","""UNC13D"""
"1270","""CORO1B"""
"1271","""MAFA"""
"1272","""RAP2B"""
"1273","""TJP2"""
"1274","""ATL3"""
"1275","""ALDH3B1"""
"1276","""SAYSD1"""
"1277","""TMEM190"""
"1278","""BANF1P3"""
"1279","""RP11-212I21.4"""
"1280","""TAF8"""
"1281","""LRRC14"""
"1282","""AMZ2"""
"1283","""PPP1CB"""
"1284","""VASH1"""
"1285","""YBX1P2"""
"1286","""ACRC"""
"1287","""MXRA7"""
"1288","""RP3-467K16.7"""
"1289","""ANKS6"""
"1290","""RP3-388N13.3"""
"1291","""SLC25A43"""
"1292","""GGACT"""
"1293","""AC000068.5"""
"1294","""UXT"""
"1295","""TBCAP1"""
"1296","""UBAC2"""
"1297","""FAR1"""
"1298","""TBC1D7"""
"1299","""CTD-2184D3.7"""
"1300","""SNORA66"""
"1301","""PTGDR2"""
"1302","""MPZL3"""
"1303","""IFI27"""
"1304","""WASF1"""
"1305","""CTD-3148I10.15"""
"1306","""SLC13A4"""
"1307","""BEST3"""
"1308","""ZNF525"""
"1309","""CHCHD5"""
"1310","""CTC-429P9.2"""
"1311","""BTBD10"""
"1312","""CTD-2587H19.3"""
"1313","""RP11-569G9.7"""
"1314","""FBXW5"""
"1315","""ATP11B"""
"1316","""MIR4258"""
"1317","""OR7E7P"""
"1318","""PAGE2"""
"1319","""WFDC13"""
"1320","""SEPP1"""
"1321","""CROCCP2"""
"1322","""RAB25"""
"1323","""RP11-342K6.3"""
"1324","""COMMD6"""
"1325","""KB-1460A1.5"""
"1326","""CTD-3035D6.2"""
"1327","""CCAR2"""
"1328","""WDR26"""
"1329","""ASB6"""
"1330","""MSANTD4"""
"1331","""ZNF624"""
"1332","""ZDHHC14"""
"1333","""CLTA"""
"1334","""RP11-554I8.2"""
"1335","""LMO3"""
"1336","""TRIM16L"""
"1337","""ZNF438"""
"1338","""AC004237.1"""
"1339","""COPS7B"""
"1340","""CHRNA3"""
"1341","""STX19"""
"1342","""KIAA2026"""
"1343","""MORC2-AS1"""
"1344","""ATP5A1P10"""
"1345","""ARPC1B"""
"1346","""BRF1"""
"1347","""SLC29A3"""
"1348","""ZNF696"""
"1349","""CYP2J2"""
"1350","""TNIP2"""
"1351","""PIGA"""
"1352","""HMBS"""
"1353","""RP11-1060J15.4"""
"1354","""ZNF572"""
"1355","""RER1"""
"1356","""CA5BP1"""
"1357","""RPL3P2"""
"1358","""STX18"""
"1359","""PLEKHF1"""
"1360","""PAX9"""
"1361","""SRPX2"""
"1362","""SURF1"""
"1363","""BCL2L15"""
"1364","""PDE10A"""
"1365","""NPNT"""
"1366","""FSIP1"""
"1367","""THRB"""
"1368","""RN7SL608P"""
"1369","""CASP8"""
"1370","""PRICKLE3"""
"1371","""NEMP2"""
"1372","""MTX2"""
"1373","""RP5-890O3.9"""
"1374","""RP11-411B10.8"""
"1375","""ADAMTS15"""
"1376","""MYLPF"""
"1377","""ANXA3"""
"1378","""RBBP8NL"""
"1379","""PIR"""
"1380","""SUSD4"""
"1381","""TC2N"""
"1382","""SGCZ"""
"1383","""ZNF887P"""
"1384","""RPL5P4"""
"1385","""RP11-73M7.1"""
"1386","""LINC01133"""
"1387","""FCF1P7"""
"1388","""AC016723.4"""
"1389","""KLHL30-AS1"""
"1390","""CTC-287O8.1"""
"1391","""RP11-950K24.2"""
"1392","""DCDC2"""
"1393","""MSH5-SAPCD1"""
"1394","""KPNA7"""
"1395","""BUD31P2"""
"1396","""RP11-347C18.1"""
"1397","""BNC2"""
"1398","""RP11-135A24.4"""
"1399","""PCED1B-AS1"""
"1400","""RP11-354M1.2"""
"1401","""CTD-2104P17.2"""
"1402","""RP5-1029K10.2"""
"1403","""AC104532.3"""
"1404","""AF038458.4"""
