"Name"	"Score"	"freq_dw"
"PEG10"	"PEG10"	0.0796160706636821	1
"NTRK1"	"NTRK1"	0.0804564911010178	1
"RP11-983P16.2"	"RP11-983P16.2"	0.0804564911010178	1
"TRIB1"	"TRIB1"	0.0821534201938562	2
"ITPR1"	"ITPR1"	0.0821534201938562	1
"RP3-523K23.2"	"RP3-523K23.2"	0.0824906417780475	1
"RP11-478C19.2"	"RP11-478C19.2"	0.0824906417780475	1
"FERP1"	"FERP1"	0.0824906417780475	2
"ITGB1P1"	"ITGB1P1"	0.0824906417780475	1
"WASF3"	"WASF3"	0.0824906417780475	1
"DUSP2"	"DUSP2"	0.0833168795749152	5
"RP11-295D4.4"	"RP11-295D4.4"	0.0856118957375298	2
"LRRC37A5P"	"LRRC37A5P"	0.0869820222060885	2
"RP11-70L8.5"	"RP11-70L8.5"	0.088841447476643	1
"MKX"	"MKX"	0.0888566471398493	1
"RIMS2"	"RIMS2"	0.0906543727965911	3
"NAV3"	"NAV3"	0.0907187002238808	3
"RP11-70L8.4"	"RP11-70L8.4"	0.0909622597731159	3
"RP11-284M14.1"	"RP11-284M14.1"	0.0927893757926081	1
"RP5-1061H20.4"	"RP5-1061H20.4"	0.0937111598085646	3
"RP5-984P4.6"	"RP5-984P4.6"	0.0945264632713999	1
"MIOX"	"MIOX"	0.0961577459446627	1
"SNHG4"	"SNHG4"	0.0961577459446627	4
"CTD-2636A23.2"	"CTD-2636A23.2"	0.0961577459446627	1
"FOXO1"	"FOXO1"	0.0961577459446627	2
"KLHL11"	"KLHL11"	0.0961577459446627	2
"ADCK2"	"ADCK2"	0.0961577459446627	1
"RP11-106M3.2"	"RP11-106M3.2"	0.0961577459446627	1
"TMIE"	"TMIE"	0.0964568613839656	1
"MCTS2P"	"MCTS2P"	0.0964568613839656	2
"OR51B5"	"OR51B5"	0.0965095188578582	1
"RP11-74C1.2"	"RP11-74C1.2"	0.0967815424729416	1
"NLRP4"	"NLRP4"	0.0984026818973099	2
"TOMM20L"	"TOMM20L"	0.0993139390626126	2
"SPP1"	"SPP1"	0.100370411068547	3
"SLC25A21"	"SLC25A21"	0.102353451053255	1
"RPS20P4"	"RPS20P4"	0.102542599418241	1
"PTGS1"	"PTGS1"	0.104353926907737	3
"MAST4"	"MAST4"	0.104353926907737	3
"RP5-1142J19.2"	"RP5-1142J19.2"	0.106197482121337	1
"FOSB"	"FOSB"	0.106908177360564	1
"ABHD11-AS1"	"ABHD11-AS1"	0.108406964148455	4
"MYO5A"	"MYO5A"	0.109801698614046	5
"KLRC3"	"KLRC3"	0.109801698614046	2
"ACAT1"	"ACAT1"	0.109801698614046	2
"RP11-345J4.5"	"RP11-345J4.5"	0.109801698614046	6
"KLF15"	"KLF15"	0.109801698614046	1
"FLNA"	"FLNA"	0.109801698614046	2
"RP11-589F5.4"	"RP11-589F5.4"	0.111251016712885	2
"RP4-814D15.2"	"RP4-814D15.2"	0.111635813475447	1
"SCML2"	"SCML2"	0.112529079630252	1
"PCAT2"	"PCAT2"	0.112656716524826	3
"C15orf59"	"C15orf59"	0.113311852285894	1
"AC026954.6"	"AC026954.6"	0.116445527642418	1
"DHRS2"	"DHRS2"	0.120978780615976	4
"RP11-598P20.3"	"RP11-598P20.3"	0.120978780615976	1
"C3"	"C3"	0.123422532476812	4
"PLAT"	"PLAT"	0.123422532476812	1
"SNORD94"	"SNORD94"	0.123422532476812	2
"TRHDE-AS1"	"TRHDE-AS1"	0.123422532476812	1
"RP11-367J11.2"	"RP11-367J11.2"	0.123422532476812	2
"RP11-95P13.1"	"RP11-95P13.1"	0.127261065353866	1
"TUBB8P1"	"TUBB8P1"	0.127261065353866	2
"CTB-186G2.4"	"CTB-186G2.4"	0.128374097812488	1
"RP11-532M24.1"	"RP11-532M24.1"	0.128374097812488	2
"RP11-338K17.5"	"RP11-338K17.5"	0.1294484274558	1
"RAET1E-AS1"	"RAET1E-AS1"	0.129699516291693	3
"AC008268.2"	"AC008268.2"	0.129699516291693	1
"HMGN2P41"	"HMGN2P41"	0.131921640039267	6
"RNU2-27P"	"RNU2-27P"	0.132883788633915	1
"RP11-383G6.3"	"RP11-383G6.3"	0.134160431052262	1
"LAP3"	"LAP3"	0.134160431052262	2
"RP11-446N19.1"	"RP11-446N19.1"	0.135173258579226	1
"CXCL8"	"CXCL8"	0.137020280186634	1
"DDX50P1"	"DDX50P1"	0.137020280186634	1
"TRAP1"	"TRAP1"	0.137020280186634	1
"TMEM140"	"TMEM140"	0.137020280186634	1
"RAD23B"	"RAD23B"	0.137020280186634	1
"RP11-30L15.4"	"RP11-30L15.4"	0.137020280186634	2
"NOP56P3"	"NOP56P3"	0.138650882109714	1
"OR51M1"	"OR51M1"	0.1388457808944	4
"RP11-447D11.3"	"RP11-447D11.3"	0.140976266559641	5
"SYT13"	"SYT13"	0.143281185999256	3
"HAS3"	"HAS3"	0.14456309904339	2
"NR5A2"	"NR5A2"	0.145602502875423	5
"OMG"	"OMG"	0.146187815482301	1
"SSFA2"	"SSFA2"	0.146968782017936	1
"CLDN9"	"CLDN9"	0.146968782017936	1
"FAM135A"	"FAM135A"	0.147940163515163	2
"DLC1"	"DLC1"	0.148180387869647	2
"NOV"	"NOV"	0.149397843895094	4
"SLC2A4"	"SLC2A4"	0.15059497436028	2
"ZNF485"	"ZNF485"	0.15059497436028	2
"RP11-35G9.5"	"RP11-35G9.5"	0.15059497436028	1
"PCDHAC2"	"PCDHAC2"	0.15059497436028	1
"KHK"	"KHK"	0.15059497436028	1
"MIR3648-1"	"MIR3648-1"	0.152929160803495	2
"RP11-417O11.5"	"RP11-417O11.5"	0.153085366471647	4
"FGF14"	"FGF14"	0.154646462562818	1
"TNFRSF11A"	"TNFRSF11A"	0.155050672745241	3
"SUGCT"	"SUGCT"	0.155050672745241	1
"RP11-426K3.1"	"RP11-426K3.1"	0.155573062711879	1
"BMP5"	"BMP5"	0.157376677913727	1
"RP11-566K19.8"	"RP11-566K19.8"	0.157453173654294	2
"CRYBA1"	"CRYBA1"	0.159871751419626	1
