"Name" "Score" "freq_up"
"GJB4" "GJB4" 1 1
"AC093673.5" "AC093673.5" 1 1
"LRRN4" "LRRN4" 1 1
"KCNG3" "KCNG3" 1 1
"CNNM2" "CNNM2" 1 1
"RP11-887P2.3" "RP11-887P2.3" 1 1
"NDE1" "NDE1" 1 2
"GSR" "GSR" 1 1
"HNRNPLP2" "HNRNPLP2" 1 1
"CEBPA" "CEBPA" 1 1
"CYFIP2" "CYFIP2" 1 1
"B4GALT1" "B4GALT1" 1 2
"NOMO2" "NOMO2" 1 1
"TAGLN2" "TAGLN2" 1 2
"RP11-120K18.2" "RP11-120K18.2" 1 1
"ZCCHC24" "ZCCHC24" 1 2
"CAPN6" "CAPN6" 1 1
"NLRP5" "NLRP5" 1 1
"CCDC80" "CCDC80" 1 1
"NOG" "NOG" 1 1
"LDLRAD4" "LDLRAD4" 1 1
"MAFB" "MAFB" 1 2
"FRMPD1" "FRMPD1" 1 2
"RP5-1021I20.1" "RP5-1021I20.1" 1 2
"HLA-DRA" "HLA-DRA" 1 1
"RP11-172H24.4" "RP11-172H24.4" 1 2
"AC090587.5" "AC090587.5" 1 2
"BEND3P1" "BEND3P1" 1 2
"AK8" "AK8" 1 3
"HIST1H2BJ" "HIST1H2BJ" 1 1
"CMPK2" "CMPK2" 1 1
"SMIM14" "SMIM14" 1 3
"HIST1H1C" "HIST1H1C" 1 2
"RP11-585P4.6" "RP11-585P4.6" 1 1
"CTD-2134A5.4" "CTD-2134A5.4" 1 2
"SECTM1" "SECTM1" 1 1
"AC004987.9" "AC004987.9" 1 3
"DNAH3" "DNAH3" 1 1
"LAMP3" "LAMP3" 1 2
"CITED1" "CITED1" 1 2
"HEY1" "HEY1" 1 1
"NWD1" "NWD1" 1 2
"GS1-124K5.4" "GS1-124K5.4" 1 1
"ATRNL1" "ATRNL1" 1 1
"RP11-791G15.2" "RP11-791G15.2" 1 1
"RP11-46D6.1" "RP11-46D6.1" 1 3
"RP11-467L13.5" "RP11-467L13.5" 1 1
"HRNR" "HRNR" 1 1
"SEMA3E" "SEMA3E" 1 1
"PTCHD2" "PTCHD2" 1 2
"SNX29" "SNX29" 1 1
"ZBED1" "ZBED1" 1 1
"RP11-327P2.5" "RP11-327P2.5" 1 1
"GAS7" "GAS7" 1 3
"JMJD1C-AS1" "JMJD1C-AS1" 1 1
"RP11-51F16.9" "RP11-51F16.9" 1 1
"LAMA4" "LAMA4" 1 1
"CYS1" "CYS1" 1 2
"ZSWIM5" "ZSWIM5" 1 3
"AMOT" "AMOT" 1 2
"CTB-131B5.5" "CTB-131B5.5" 1 2
"PIGZ" "PIGZ" 1 1
"OASL" "OASL" 1 2
"RP11-16E12.1" "RP11-16E12.1" 1 1
"MORN3" "MORN3" 1 3
"NR2F1" "NR2F1" 1 2
"TRANK1" "TRANK1" 1 1
"PLLP" "PLLP" 1 3
"FTCDNL1" "FTCDNL1" 1 2
"FZD9" "FZD9" 1 3
"HIST1H2AC" "HIST1H2AC" 1 1
"ICAM1" "ICAM1" 1 2
"STEAP4" "STEAP4" 1 1
"SSR4P1" "SSR4P1" 1 2
"TTLL1" "TTLL1" 1 3
"AXIN2" "AXIN2" 1 2
"TPBGL" "TPBGL" 1 2
"RP5-1139B12.2" "RP5-1139B12.2" 1 1
"WNT3A" "WNT3A" 1 1
"CHST1" "CHST1" 1 2
"HRCT1" "HRCT1" 1 1
"RP11-982M15.6" "RP11-982M15.6" 1 1
"ZNF703" "ZNF703" 1 2
"CLDN3" "CLDN3" 1 1
"SPHK1" "SPHK1" 1 1
"FAM198A" "FAM198A" 1 1
"PLXNA2" "PLXNA2" 1 1
"C2orf50" "C2orf50" 1 2
"CNIH3" "CNIH3" 1 2
"SLC7A8" "SLC7A8" 1 2
"RP5-1063M23.1" "RP5-1063M23.1" 1 2
"IGF2-AS" "IGF2-AS" 1 2
"RP11-160O5.1" "RP11-160O5.1" 1 2
"RASGEF1C" "RASGEF1C" 1 1
"MOB3B" "MOB3B" 1 1
"MMP11" "MMP11" 1 3
"HES2" "HES2" 1 1
"CTD-2194D22.3" "CTD-2194D22.3" 1 1
"EML1" "EML1" 1 2
"RP5-994D16.9" "RP5-994D16.9" 1 4
"JAG1" "JAG1" 1 3
"NKAIN1" "NKAIN1" 1 2
"FAM129A" "FAM129A" 1 3
"FAM86JP" "FAM86JP" 1 3
"RBM24" "RBM24" 1 2
"CEACAM1" "CEACAM1" 1 2
"PCDHAC2" "PCDHAC2" 1 2
"ACTBP13" "ACTBP13" 1 2
"VSNL1" "VSNL1" 1 1
"ST3GAL3" "ST3GAL3" 1 2
"CR2" "CR2" 1 2
"MTX1P1" "MTX1P1" 1 1
"LMCD1" "LMCD1" 1 2
"ATP9A" "ATP9A" 1 3
"SKIDA1" "SKIDA1" 1 1
"FAM21FP" "FAM21FP" 1 2
"TCN2" "TCN2" 1 1
"ANTXR1" "ANTXR1" 1 3
"GSN" "GSN" 1 3
"RP11-351J23.1" "RP11-351J23.1" 1 1
"HIST1H2BK" "HIST1H2BK" 1 2
"MNX1-AS1" "MNX1-AS1" 1 1
"RP3-439F8.1" "RP3-439F8.1" 1 2
"C1R" "C1R" 1 2
"GRB10" "GRB10" 1 1
"MYLK4" "MYLK4" 1 2
"E2F2" "E2F2" 1 1
"UQCRFS1P1" "UQCRFS1P1" 1 2
"TMOD1" "TMOD1" 1 2
"SSBP2" "SSBP2" 1 2
"RUNDC3A-AS1" "RUNDC3A-AS1" 1 2
"RHBDL3" "RHBDL3" 1 1
"HIST1H4I" "HIST1H4I" 1 1
"WLS" "WLS" 1 1
"ETV7" "ETV7" 1 1
"MAFG-AS1" "MAFG-AS1" 1 2
"BMP7" "BMP7" 1 1
"TBC1D16" "TBC1D16" 1 2
"CD82" "CD82" 1 1
"GPRC5B" "GPRC5B" 1 1
"RANGRF" "RANGRF" 1 1
"PHOSPHO1" "PHOSPHO1" 1 1
"KCNQ1" "KCNQ1" 1 2
"GSAP" "GSAP" 1 2
"EIF4EBP2" "EIF4EBP2" 1 3
"RGS9" "RGS9" 1 1
"RP11-112L6.3" "RP11-112L6.3" 1 1
"CADM4" "CADM4" 1 2
"CPT2" "CPT2" 1 1
"PXMP4" "PXMP4" 1 2
"LZTS1" "LZTS1" 1 2
"EXOC3-AS1" "EXOC3-AS1" 1 1
"SLC5A1" "SLC5A1" 1 2
"SNCA" "SNCA" 1 2
"RBFOX3" "RBFOX3" 1 2
"ATP6V0A4" "ATP6V0A4" 1 1
"FAM26E" "FAM26E" 1 1
"RP11-10A14.5" "RP11-10A14.5" 1 1
"RP11-347E10.1" "RP11-347E10.1" 1 2
"CTC-281M20.1" "CTC-281M20.1" 1 2
"PDLIM4" "PDLIM4" 1 1
"NCAN" "NCAN" 1 1
"SORBS1" "SORBS1" 1 2
"KLK5" "KLK5" 1 1
"AC004540.5" "AC004540.5" 1 3
"NFE2" "NFE2" 1 2
"SP8" "SP8" 1 1
"TMPRSS4" "TMPRSS4" 1 1
"PCDHGA8" "PCDHGA8" 1 1
"TSPAN13" "TSPAN13" 1 2
"RP11-480I12.5" "RP11-480I12.5" 1 2
"CREB3L1" "CREB3L1" 1 1
"CCNJL" "CCNJL" 1 3
"SERPINA3" "SERPINA3" 1 2
"ARSJ" "ARSJ" 1 1
"VTCN1" "VTCN1" 1 1
"SERPINF2" "SERPINF2" 1 1
"CHI3L1" "CHI3L1" 1 1
"RP11-187C18.3" "RP11-187C18.3" 1 2
"LINC01170" "LINC01170" 1 1
"CXXC5" "CXXC5" 1 3
"AC068580.7" "AC068580.7" 1 2
"SEL1L3" "SEL1L3" 1 2
"APOBEC3G" "APOBEC3G" 1 1
"XKRX" "XKRX" 1 3
"DUSP6" "DUSP6" 1 2
"AP000695.6" "AP000695.6" 1 2
"LCTL" "LCTL" 1 1
"PLEKHO1" "PLEKHO1" 1 2
"BTBD11" "BTBD11" 1 2
"RUNX1" "RUNX1" 1 2
"CH17-340M24.3" "CH17-340M24.3" 1 3
"CYP1B1" "CYP1B1" 1 1
"RP11-1029J19.5" "RP11-1029J19.5" 1 1
"SAP30L-AS1" "SAP30L-AS1" 1 3
"SPATA32" "SPATA32" 1 3
"RP11-277P12.20" "RP11-277P12.20" 1 2
"SBK1" "SBK1" 1 2
"ITPKA" "ITPKA" 1 1
"RN7SKP16" "RN7SKP16" 1 3
"IFNWP19" "IFNWP19" 1 2
"APOLD1" "APOLD1" 1 1
"PLA2G7" "PLA2G7" 1 2
"RP11-757G1.6" "RP11-757G1.6" 1 2
"KIAA0556" "KIAA0556" 1 2
"KIAA1211" "KIAA1211" 1 2
"RP11-319G6.1" "RP11-319G6.1" 1 2
"CTNNBIP1" "CTNNBIP1" 1 2
"PPP1R1B" "PPP1R1B" 1 2
"MSX2" "MSX2" 1 2
"CTD-2562J17.6" "CTD-2562J17.6" 1 1
"SGMS1-AS1" "SGMS1-AS1" 1 2
"THAP7-AS1" "THAP7-AS1" 1 2
"NTSR1" "NTSR1" 1 2
"PRDM1" "PRDM1" 1 2
"SLC1A1" "SLC1A1" 1 2
"HOXA9" "HOXA9" 1 2
"CTC-523E23.1" "CTC-523E23.1" 1 2
"TMEM45A" "TMEM45A" 1 1
"TMEM59L" "TMEM59L" 1 3
"RP11-480I12.9" "RP11-480I12.9" 1 1
"NYNRIN" "NYNRIN" 1 2
"APOBEC3C" "APOBEC3C" 1 1
"RP13-20L14.6" "RP13-20L14.6" 1 1
"BAALC-AS1" "BAALC-AS1" 1 2
"SPAG1" "SPAG1" 1 1
"KREMEN1" "KREMEN1" 1 2
"DPYSL2" "DPYSL2" 1 2
"NAALADL2" "NAALADL2" 1 1
"LEMD1-AS1" "LEMD1-AS1" 1 1
"RP11-420L9.5" "RP11-420L9.5" 1 1
"HIPK2" "HIPK2" 1 2
"KCNMB4" "KCNMB4" 1 3
"DDIT4L" "DDIT4L" 1 3
"ZFPM1" "ZFPM1" 1 2
"IQGAP2" "IQGAP2" 1 2
"CHN1" "CHN1" 1 1
"GSN-AS1" "GSN-AS1" 1 2
"TMTC1" "TMTC1" 1 2
"RHCE" "RHCE" 1 1
"TBXAS1" "TBXAS1" 1 2
"TUBA1A" "TUBA1A" 1 2
"RP11-712L6.5" "RP11-712L6.5" 1 1
"PPP1R10" "PPP1R10" 1 1
"PLEKHB1" "PLEKHB1" 1 2
"FUT8" "FUT8" 1 1
"PMEPA1" "PMEPA1" 1 2
"EEPD1" "EEPD1" 1 1
"NREP" "NREP" 1 2
"ABTB2" "ABTB2" 1 2
"RP11-694I15.7" "RP11-694I15.7" 1 2
"ZNF837" "ZNF837" 1 2
"RP11-212P7.2" "RP11-212P7.2" 1 2
"NOTCH2NL" "NOTCH2NL" 1 1
"CXXC4" "CXXC4" 1 1
"PPM1H" "PPM1H" 1 2
"TNFRSF21" "TNFRSF21" 1 2
"CSF2" "CSF2" 1 1
"VASH2" "VASH2" 1 2
"ARL4A" "ARL4A" 1 2
"NCKAP1L" "NCKAP1L" 1 2
"CRABP2" "CRABP2" 1 1
"GPR55" "GPR55" 1 2
"TRIB2" "TRIB2" 1 2
"RP11-458J1.1" "RP11-458J1.1" 1 3
"LIPT2" "LIPT2" 1 1
"NEDD9" "NEDD9" 1 2
"ZNF425" "ZNF425" 1 1
"TBX4" "TBX4" 1 1
"MT-TV" "MT-TV" 1 1
"MAP3K14-AS1" "MAP3K14-AS1" 1 1
"B3GNT2" "B3GNT2" 1 1
"ART5" "ART5" 1 1
"LINC01338" "LINC01338" 1 1
"RNF157" "RNF157" 1 2
"BCL9" "BCL9" 1 3
"RP5-1039K5.12" "RP5-1039K5.12" 1 1
"RP11-1055B8.1" "RP11-1055B8.1" 1 3
"KLRC2" "KLRC2" 1 2
"SPRED3" "SPRED3" 1 1
"RP11-68I18.10" "RP11-68I18.10" 1 3
"ORAI2" "ORAI2" 1 3
"CCDC71L" "CCDC71L" 1 2
"AC005592.2" "AC005592.2" 1 1
"CTSO" "CTSO" 1 1
"AC009506.1" "AC009506.1" 1 2
"ACTN2" "ACTN2" 1 1
"SLC16A4" "SLC16A4" 1 1
"IGF1R" "IGF1R" 1 3
"SGK1" "SGK1" 1 3
"HECW2" "HECW2" 1 2
"ARHGEF38" "ARHGEF38" 1 1
"MID1" "MID1" 1 2
"TMEM19" "TMEM19" 1 1
"BFSP1" "BFSP1" 1 1
"AKAP3" "AKAP3" 1 2
"PRKCH" "PRKCH" 1 1
"LIMD2" "LIMD2" 1 1
"LINC01521" "LINC01521" 1 2
"RHOU" "RHOU" 1 3
"PCSK6-AS1" "PCSK6-AS1" 1 2
"LINC00239" "LINC00239" 1 2
"KLK7" "KLK7" 1 2
"CITF22-92A6.1" "CITF22-92A6.1" 1 2
"ADAM19" "ADAM19" 1 2
"SOWAHB" "SOWAHB" 1 2
"HOMER2" "HOMER2" 1 2
"SPRY4-IT1" "SPRY4-IT1" 1 3
"KCNK3" "KCNK3" 1 3
"HOXA-AS2" "HOXA-AS2" 1 2
"CTD-3010D24.3" "CTD-3010D24.3" 1 2
"SIK2" "SIK2" 1 1
"C2orf16" "C2orf16" 1 2
"ETV6" "ETV6" 1 1
"ZNF554" "ZNF554" 1 2
"FAM168A" "FAM168A" 1 1
"IL23A" "IL23A" 1 2
"COL18A1" "COL18A1" 1 2
"SERPINB9P1" "SERPINB9P1" 1 1
"IGSF3" "IGSF3" 1 1
"EFCAB6" "EFCAB6" 1 1
"FEZ1" "FEZ1" 1 1
"CTD-2336O2.1" "CTD-2336O2.1" 1 2
"CHST2" "CHST2" 1 3
"CSRP2" "CSRP2" 1 2
"IER3" "IER3" 1 2
"SCN4A" "SCN4A" 1 3
"LYPD3" "LYPD3" 1 1
"CASP10" "CASP10" 1 1
"GDE1" "GDE1" 1 1
"RALY-AS1" "RALY-AS1" 1 1
"RGS6" "RGS6" 1 1
"MMP14" "MMP14" 1 1
"PI16" "PI16" 1 1
"MT-ND2" "MT-ND2" 1 2
"C9orf9" "C9orf9" 1 3
"ZNF688" "ZNF688" 1 2
"HOXC4" "HOXC4" 1 2
"GPM6A" "GPM6A" 1 1
"SUSD1" "SUSD1" 1 1
"RAB7B" "RAB7B" 1 2
"TTC9" "TTC9" 1 1
"APOBEC3F" "APOBEC3F" 1 1
"FZD2" "FZD2" 1 3
"SYT5" "SYT5" 1 2
"OPHN1" "OPHN1" 1 2
"PTPN14" "PTPN14" 1 1
"ECE1" "ECE1" 1 2
"ZNF561-AS1" "ZNF561-AS1" 1 3
"VMAC" "VMAC" 1 2
"SYNPO" "SYNPO" 1 2
"WNT7B" "WNT7B" 1 2
"C2orf15" "C2orf15" 1 1
"HGSNAT" "HGSNAT" 1 1
"MCF2L2" "MCF2L2" 1 2
"LDB3" "LDB3" 1 2
"C9orf116" "C9orf116" 1 1
"FAM63A" "FAM63A" 1 3
"TNFRSF10D" "TNFRSF10D" 1 1
"TMTC2" "TMTC2" 1 1
"GPER1" "GPER1" 1 2
"DLX2" "DLX2" 1 2
"MT-ND1" "MT-ND1" 1 3
"SNRPGP15" "SNRPGP15" 1 2
"ST6GALNAC3" "ST6GALNAC3" 1 1
"ZNF416" "ZNF416" 1 2
"XXYLT1" "XXYLT1" 1 2
"TMC8" "TMC8" 1 1
"PIK3R3" "PIK3R3" 1 2
"IGF2BP1" "IGF2BP1" 1 1
"TEAD2" "TEAD2" 1 2
"GPR161" "GPR161" 1 1
"APOD" "APOD" 1 1
"GGT5" "GGT5" 1 1
"PDE3A" "PDE3A" 1 1
"CXCL8" "CXCL8" 1 1
"CDKN2B" "CDKN2B" 1 1
"KRT35" "KRT35" 1 1
"XRCC4" "XRCC4" 1 1
"HS3ST3B1" "HS3ST3B1" 1 1
"ZC3H11B" "ZC3H11B" 1 1
"SPARC" "SPARC" 1 1
"SOBP" "SOBP" 1 1
"NUTM2B" "NUTM2B" 1 1
"CCDC148" "CCDC148" 1 1
"CLDN2" "CLDN2" 1 1
"HOXA4" "HOXA4" 1 2
"SLC16A2" "SLC16A2" 1 1
"MEX3A" "MEX3A" 1 1
"LONRF2" "LONRF2" 1 1
"VIM-AS1" "VIM-AS1" 1 1
"RASGRF1" "RASGRF1" 1 1
"RP11-796E10.1" "RP11-796E10.1" 1 2
"RCBTB2" "RCBTB2" 1 1
"GPR162" "GPR162" 1 1
"WDR93" "WDR93" 1 1
"NGFR" "NGFR" 1 1
"GPCPD1" "GPCPD1" 1 1
"LCK" "LCK" 1 1
"TMEM88" "TMEM88" 1 1
"IGDCC3" "IGDCC3" 1 1
"PCDHGA9" "PCDHGA9" 1 2
"IGFL4" "IGFL4" 1 1
"FOXN4" "FOXN4" 1 1
"SLC5A2" "SLC5A2" 1 1
"NOVA2" "NOVA2" 1 1
"PKP4" "PKP4" 1 1
"REEP2" "REEP2" 1 1
"ORM2" "ORM2" 1 2
"HIF3A" "HIF3A" 1 1
"TRPM5" "TRPM5" 1 1
"RASSF8-AS1" "RASSF8-AS1" 1 1
"KCNN1" "KCNN1" 1 1
"NHS" "NHS" 1 1
"MIR635" "MIR635" 1 1
"KISS1R" "KISS1R" 1 1
"SH3TC1" "SH3TC1" 1 1
"LAMC1" "LAMC1" 1 1
"FLJ22447" "FLJ22447" 1 1
"CNTN2" "CNTN2" 1 1
"WNT5B" "WNT5B" 1 1
"MMD" "MMD" 1 2
"HOXA10-AS" "HOXA10-AS" 1 1
"SAMD11" "SAMD11" 1 2
"PTCH1" "PTCH1" 1 1
"RP11-458D21.1" "RP11-458D21.1" 1 1
"HOXA-AS3" "HOXA-AS3" 1 1
"KIAA0040" "KIAA0040" 1 1
"KLRC3" "KLRC3" 1 1
"FOXL2NB" "FOXL2NB" 1 2
"HOXA10" "HOXA10" 1 2
"BCYRN1" "BCYRN1" 1 1
"DNAJC18" "DNAJC18" 1 1
"SLC6A16" "SLC6A16" 1 1
"RP4-740C4.5" "RP4-740C4.5" 1 2
"NUTM2D" "NUTM2D" 1 1
"HOXA2" "HOXA2" 1 1
"ZNF426" "ZNF426" 1 1
"ZNF713" "ZNF713" 1 1
"RP11-120M18.2" "RP11-120M18.2" 1 1
"TMEM167A" "TMEM167A" 1 1
"FKBP7" "FKBP7" 1 1
"TPRG1" "TPRG1" 1 1
"SPRY3" "SPRY3" 1 1
"DKFZp434J0226" "DKFZp434J0226" 1 1
"LINC01426" "LINC01426" 1 2
"FIGNL2" "FIGNL2" 1 1
"FRMPD3" "FRMPD3" 1 1
"FMNL3" "FMNL3" 1 1
"ABLIM1" "ABLIM1" 1 1
"HPD" "HPD" 1 2
"PEAK1" "PEAK1" 1 1
"RP11-608O21.1" "RP11-608O21.1" 1 1
"PIK3R1" "PIK3R1" 1 1
"PLEKHA4" "PLEKHA4" 1 1
"CASC10" "CASC10" 1 1
"CD37" "CD37" 1 1
"RP11-734K2.4" "RP11-734K2.4" 1 1
"ZSCAN2" "ZSCAN2" 1 1
"GALNT4" "GALNT4" 1 1
"RP11-119F7.5" "RP11-119F7.5" 1 1
"EDAR" "EDAR" 1 1
"CMTM3" "CMTM3" 1 2
"CPE" "CPE" 1 2
"ERICD" "ERICD" 1 1
"AC104655.3" "AC104655.3" 1 1
"CSF2RA" "CSF2RA" 1 1
"ZFHX2" "ZFHX2" 1 1
"LINC00243" "LINC00243" 1 1
"LSM12P1" "LSM12P1" 1 1
"SEMA6A" "SEMA6A" 1 1
"FOXP1" "FOXP1" 1 1
"SHANK1" "SHANK1" 1 1
"LGI3" "LGI3" 1 1
"BDH2" "BDH2" 1 1
"RP11-345P4.7" "RP11-345P4.7" 1 1
"ITGAX" "ITGAX" 1 1
"PDE7B" "PDE7B" 1 2
"LAMB1" "LAMB1" 1 1
"LINC01411" "LINC01411" 1 1
"DDAH2" "DDAH2" 1 1
"WEE2-AS1" "WEE2-AS1" 1 1
"ETV4" "ETV4" 1 2
"PODNL1" "PODNL1" 1 1
"CFAP57" "CFAP57" 1 1
"CAT" "CAT" 1 1
"RP11-159N11.4" "RP11-159N11.4" 1 1
"CFHR1" "CFHR1" 1 1
"RP11-566E18.1" "RP11-566E18.1" 1 1
"PNMA2" "PNMA2" 1 1
"DCDC1" "DCDC1" 1 1
"EFNA2" "EFNA2" 1 1
"LINC01137" "LINC01137" 1 2
"ZNF362" "ZNF362" 1 2
"SHC2" "SHC2" 1 1
"FAM107B" "FAM107B" 1 1
"ROR1" "ROR1" 1 1
"EPS8L3" "EPS8L3" 1 1
"HES1" "HES1" 1 1
"APH1B" "APH1B" 1 1
"RP11-4O1.2" "RP11-4O1.2" 1 1
"IGSF9" "IGSF9" 1 1
"MORC4" "MORC4" 1 1
"DFNA5" "DFNA5" 1 1
"ZNF532" "ZNF532" 1 2
"C1orf54" "C1orf54" 1 1
"RP11-48B3.4" "RP11-48B3.4" 1 1
"PAX2" "PAX2" 1 1
"SLC43A2" "SLC43A2" 1 1
"DNALI1" "DNALI1" 1 1
"VWF" "VWF" 1 1
"YPEL4" "YPEL4" 1 1
"FMN1" "FMN1" 1 1
"FBP2" "FBP2" 1 1
"MATN2" "MATN2" 1 1
"KRBA2" "KRBA2" 1 1
"HHAT" "HHAT" 1 1
"BEAN1" "BEAN1" 1 1
"ATP7B" "ATP7B" 1 1
"HIST1H3E" "HIST1H3E" 1 1
"ZMIZ1-AS1" "ZMIZ1-AS1" 1 1
"HIST1H2BE" "HIST1H2BE" 1 1
"CTC-429P9.5" "CTC-429P9.5" 1 2
"MSRB2" "MSRB2" 1 1
"TMEM221" "TMEM221" 1 1
"BTC" "BTC" 1 1
"MIR31HG" "MIR31HG" 1 1
"FAM71E1" "FAM71E1" 1 1
"ZNF792" "ZNF792" 1 1
"PKIA" "PKIA" 1 1
"CHN2" "CHN2" 1 1
"GLI2" "GLI2" 1 1
"AC145124.2" "AC145124.2" 1 2
"SPRED2" "SPRED2" 1 1
"H6PD" "H6PD" 1 2
"RP11-541N10.3" "RP11-541N10.3" 1 2
"MEX3B" "MEX3B" 1 1
"SSBP3" "SSBP3" 1 1
"ZNF155" "ZNF155" 1 1
"ZNF821" "ZNF821" 1 1
"CTC-490E21.11" "CTC-490E21.11" 1 1
"RAB15" "RAB15" 1 1
"CMTM6" "CMTM6" 1 1
"LCMT1-AS2" "LCMT1-AS2" 1 2
"RP11-83N9.6" "RP11-83N9.6" 1 1
"RP11-690I21.2" "RP11-690I21.2" 1 1
"ZNF608" "ZNF608" 1 1
"LYRM9" "LYRM9" 1 1
"ADAMTS7" "ADAMTS7" 1 1
"SAMD15" "SAMD15" 1 1
"HOXA5" "HOXA5" 1 1
"MAN1A1" "MAN1A1" 1 1
"GRIN2B" "GRIN2B" 1 2
"SLC16A6" "SLC16A6" 1 1
"RP11-324O2.3" "RP11-324O2.3" 1 1
"PDE10A" "PDE10A" 1 1
"METTL9" "METTL9" 1 1
"THRB" "THRB" 1 1
"PSAT1" "PSAT1" 1 1
"PALLD" "PALLD" 1 1
"SEMA3C" "SEMA3C" 1 1
"ATF3" "ATF3" 1 1
"RPL12P14" "RPL12P14" 1 1
"YBX1P10" "YBX1P10" 1 1
"EFNB2" "EFNB2" 1 1
"GALNT5" "GALNT5" 1 1
"CACNB4" "CACNB4" 1 1
"SOCS2" "SOCS2" 1 1
"LRG1" "LRG1" 1 1
"PTP4A1" "PTP4A1" 1 1
"CH507-24F1.2" "CH507-24F1.2" 1 1
"VGLL3" "VGLL3" 1 1
"SOCS2-AS1" "SOCS2-AS1" 1 1
"CD44" "CD44" 1 2
"AKT3" "AKT3" 1 1
"NEK10" "NEK10" 1 1
"MRAP2" "MRAP2" 1 1
"MAGI1" "MAGI1" 1 1
"PDK4" "PDK4" 1 1
"ODC1" "ODC1" 1 1
"USP46-AS1" "USP46-AS1" 1 2
"ZIC2" "ZIC2" 1 1
"FGF2" "FGF2" 1 1
"ANXA5" "ANXA5" 1 1
"DACT1" "DACT1" 1 1
"NT5E" "NT5E" 1 1
"STAMBPL1" "STAMBPL1" 1 1
"CCDC3" "CCDC3" 1 1
"RP11-586D19.1" "RP11-586D19.1" 1 1
"SPSB4" "SPSB4" 1 1
"AC008268.2" "AC008268.2" 1 1
"MT-TL1" "MT-TL1" 1 2
"DEPTOR" "DEPTOR" 1 1
"SAMD13" "SAMD13" 1 1
"GNAI1" "GNAI1" 1 1
"RP11-874J12.4" "RP11-874J12.4" 1 1
"ASNS" "ASNS" 1 1
"B3GALT1" "B3GALT1" 1 1
"AC016831.7" "AC016831.7" 1 1
"VGF" "VGF" 1 1
"EDNRA" "EDNRA" 1 1
"BZW1P2" "BZW1P2" 1 1
"FAM86C1" "FAM86C1" 1 2
"DDN" "DDN" 1 1
"PRCP" "PRCP" 1 1
"SUGCT" "SUGCT" 1 1
"DDAH1" "DDAH1" 1 1
"RMI2" "RMI2" 1 2
"UNG" "UNG" 1 1
"ENC1" "ENC1" 1 1
"RNF141" "RNF141" 1 1
"CA12" "CA12" 1 1
"NAT16" "NAT16" 1 1
"STRA6" "STRA6" 1 1
"LINC01347" "LINC01347" 1 1
"RP11-178L8.9" "RP11-178L8.9" 1 1
"WNT16" "WNT16" 1 1
"GAS6" "GAS6" 1 1
"TOX2" "TOX2" 1 1
"MSRA" "MSRA" 1 1
"PRAF2" "PRAF2" 1 1
"ZFYVE28" "ZFYVE28" 1 1
"PCED1B" "PCED1B" 1 1
"KAZALD1" "KAZALD1" 1 1
"MAMDC2" "MAMDC2" 1 1
"FTCD" "FTCD" 1 1
"SUFU" "SUFU" 1 1
"LAMA3" "LAMA3" 1 1
"VEGFA" "VEGFA" 1 1
"FAM66C" "FAM66C" 1 1
"FAM86B2" "FAM86B2" 1 1
"LARGE" "LARGE" 1 1
"SERPINE2" "SERPINE2" 1 1
"BHLHE41" "BHLHE41" 1 1
"ARHGAP24" "ARHGAP24" 1 1
"SLC6A20" "SLC6A20" 1 1
"RP11-49I11.1" "RP11-49I11.1" 1 1
"CALB2" "CALB2" 1 1
"RP11-1275H24.1" "RP11-1275H24.1" 1 1
"FAM43A" "FAM43A" 1 1
"CTD-2207P18.2" "CTD-2207P18.2" 1 1
"HLA-A" "HLA-A" 1 1
"PTHLH" "PTHLH" 1 1
"RP11-525A16.4" "RP11-525A16.4" 1 1
"CHPF" "CHPF" 1 1
"NFIX" "NFIX" 1 1
"TMEM61" "TMEM61" 1 1
"GLIS3" "GLIS3" 1 1
"C6orf1" "C6orf1" 1 1
"ABCA3" "ABCA3" 1 1
"ABLIM3" "ABLIM3" 1 1
"C1QTNF1" "C1QTNF1" 1 1
"RP4-758J18.10" "RP4-758J18.10" 1 1
"MSNP1" "MSNP1" 1 1
"IER5L" "IER5L" 1 1
"FURIN" "FURIN" 1 1
"RPH3AL" "RPH3AL" 1 1
"PCDHGA10" "PCDHGA10" 1 1
"B3GALT6" "B3GALT6" 1 1
"CTBP1-AS2" "CTBP1-AS2" 1 1
"FOSL1" "FOSL1" 1 1
"TSC22D1" "TSC22D1" 1 1
"LAMC2" "LAMC2" 1 1
"SNX21" "SNX21" 1 1
"LINC00886" "LINC00886" 1 1
"AC115522.3" "AC115522.3" 1 1
"RP3-323A16.1" "RP3-323A16.1" 1 1
"TRNP1" "TRNP1" 1 1
"TSPEAR-AS1" "TSPEAR-AS1" 1 1
"HMGA1" "HMGA1" 1 1
"WDTC1" "WDTC1" 1 1
"CGB2" "CGB2" 1 1
"SDC4" "SDC4" 1 1
"CST6" "CST6" 1 1
"CST3" "CST3" 1 1
"ITGB5" "ITGB5" 1 1
"LINCR-0001" "LINCR-0001" 1 1
"PHC2" "PHC2" 1 1
"VWA1" "VWA1" 1 1
"WNT10A" "WNT10A" 1 1
"C6orf223" "C6orf223" 1 1
"MT-ND3" "MT-ND3" 1 1
"CYSRT1" "CYSRT1" 1 1
"GPR153" "GPR153" 1 1
"HRAT92" "HRAT92" 1 1
"AMIGO2" "AMIGO2" 1 1
