"","x"
"1301","ZNF416"
"1302","MST1P2"
"1303","FKBP10"
"1304","SETD1B"
"1305","C10orf82"
"1306","BAZ2B"
"1307","PHIP"
"1308","DFNB59"
"1309","IGFLR1"
"1310","RP11-429D19.1"
"1311","NANS"
"1312","CRIPT"
"1313","NPIPA5"
"1314","SLC26A2"
"1315","STAC3"
"1316","DYRK3"
"1317","AC144831.3"
"1318","TBX4"
"1319","LSMEM1"
"1320","CYP46A1"
"1321","SNED1"
"1322","AC005618.6"
"1323","ARID2"
"1324","HEXA"
"1325","KIF9-AS1"
"1326","ALDH2"
"1327","RP11-1012E15.2"
"1328","BTBD11"
"1329","RP11-274B21.12"
"1330","KBTBD2"
"1331","FAM180A"
"1332","OXCT2P1"
"1333","REEP2"
"1334","CTD-2527I21.14"
"1335","GRK6"
"1336","ZNF585A"
"1337","DKK4"
"1338","IGDCC3"
"1339","AHCYL1"
"1340","GK5"
"1341","RP11-923I11.6"
"1342","VPS37B"
"1343","RP11-775D22.3"
"1344","CES3"
"1345","ZMYM2"
"1346","SLC26A10"
"1347","TECRP1"
"1348","MPHOSPH8"
"1349","DLST"
"1350","LINC01554"
"1351","DMRTA2"
"1352","C16orf72"
"1353","N4BP2L2"
"1354","FAM160A2"
"1355","AC005009.2"
"1356","RP11-263K19.4"
"1357","IDH3G"
"1358","FBXO9"
"1359","DUSP11"
"1360","RP11-326E7.1"
"1361","MSANTD1"
"1362","RP11-134L10.1"
"1363","PI4K2A"
"1364","ERMN"
"1365","RP11-408A13.4"
"1366","TVP23C"
"1367","ELL"
"1368","CTA-390C10.10"
"1369","MAP4K1"
"1370","CTD-2240J17.2"
"1371","KCTD13"
"1372","RNF26"
"1373","LRRC46"
"1374","RP11-673C5.1"
"1375","TMEM110-MUSTN1"
"1376","KCNT1"
"1377","ZNF251"
"1378","CTD-2047H16.2"
"1379","MAN2C1"
"1380","PIM3"
"1381","RGAG4"
"1382","GCK"
"1383","CCNYL2"
"1384","HERC2P3"
"1385","BRCC3"
"1386","TCF21"
"1387","BRF2"
"1388","AC007461.2"
"1389","PRAM1"
"1390","SLC7A9"
"1391","GAPDHP65"
"1392","ZNF274"
"1393","CYP2B7P"
"1394","C11orf80"
"1395","HEYL"
"1396","C7orf50"
"1397","GAS2"
"1398","WDR19"
"1399","CNDP2"
"1400","NHEJ1"
"1401","RP11-488C13.6"
"1402","BOD1L1"
"1403","B4GALT2"
"1404","RHOXF1-AS1"
"1405","SEMA3D"
"1406","SMARCAD1"
"1407","HIST2H2AC"
"1408","LYSMD2"
"1409","PACSIN3"
"1410","KIFC2"
"1411","LINC01402"
"1412","SLC5A3"
"1413","MT-ND4L"
"1414","PAGR1"
"1415","PPP2R2D"
"1416","LINC00665"
"1417","CLDN2"
"1418","CTD-2561J22.5"
"1419","C12orf65"
"1420","PTX3"
"1421","CTD-2047H16.5"
"1422","ZFYVE21"
"1423","RNF187"
"1424","DHRS3"
"1425","SH3YL1"
"1426","TMEM8A"
"1427","SKOR1"
"1428","KLK13"
"1429","SLC4A5"
"1430","ERCC5"
"1431","RP11-182J23.1"
"1432","GRIA4"
"1433","NME5"
"1434","ZNF404"
"1435","CDK3"
"1436","AC114498.1"
"1437","EMSY"
"1438","TNIK"
"1439","AC008781.7"
"1440","BZRAP1-AS1"
"1441","MYCBPAP"
"1442","ZUFSP"
"1443","CKS1B"
"1444","EBLN3"
"1445","ZKSCAN8"
"1446","TMEM126A"
"1447","PARP6"
"1448","CLCN7"
"1449","C9orf69"
"1450","ALG1L13P"
"1451","AC018463.4"
"1452","RNF166"
"1453","SLC10A4"
"1454","HTATIP2"
"1455","RP13-890H12.2"
"1456","AXIN1"
"1457","CHCHD6"
"1458","RP11-15A1.9"
"1459","THSD7A"
"1460","RTN3P1"
"1461","AC012360.6"
"1462","CTD-2369P2.10"
"1463","AC090945.1"
"1464","XXYLT1"
"1465","TBR1"
"1466","ALAS1"
"1467","NRG1"
"1468","AL136419.6"
"1469","MIR1255A"
"1470","UCK1"
"1471","USP5"
"1472","ZBTB49"
"1473","FAM134A"
"1474","PDXP"
"1475","CDKL1"
"1476","ELOVL6"
"1477","BFAR"
"1478","RP11-428P16.2"
"1479","PIP4K2B"
"1480","MIR6859-1"
"1481","SLC35F6"
"1482","RP11-715F3.2"
"1483","DBH"
"1484","TSC1"
"1485","FAM46C"
"1486","HES6"
"1487","WDPCP"
"1488","TNS2"
"1489","ANAPC4"
"1490","ING3"
"1491","CWC25"
"1492","SLC26A11"
"1493","TSPAN14"
"1494","RP11-295P9.3"
"1495","RP11-516A11.1"
"1496","AP3B2"
"1497","RP11-131L12.3"
"1498","PHF20L1"
"1499","NXPH1"
"1500","AGAP7P"
"1501","COL12A1"
"1502","FLJ22447"
"1503","GNB3"
"1504","CTB-89H12.4"
"1505","AC007365.3"
"1506","HNRNPA1P27"
"1507","MAPK10"
"1508","CD2AP"
"1509","NPIPA8"
"1510","RP11-303E16.8"
"1511","UBE2Q1-AS1"
"1512","MUC20"
"1513","RP11-158L12.4"
"1514","PPP2R2C"
"1515","ACTBP7"
"1516","RP11-783K16.14"
"1517","TMC8"
"1518","C2orf47"
"1519","RP11-981G7.6"
"1520","KIZ-AS1"
"1521","ZNF518A"
"1522","ZNF781"
"1523","MTG1"
"1524","IFT46"
"1525","XCL1"
"1526","HMBOX1"
"1527","XXbac-BPGBPG55C20.2"
"1528","ZDHHC11B"
"1529","DRG2"
"1530","RP11-426D19.1"
"1531","HSPBAP1"
"1532","RP1-193H18.2"
"1533","RP11-849F2.5"
"1534","RP5-1050D4.4"
"1535","AMT"
"1536","POLA2"
"1537","PPFIBP2"
"1538","TDG"
"1539","RP11-196G11.3"
"1540","SNX1"
"1541","RP11-44F21.3"
"1542","RP11-506M12.1"
"1543","TMEM25"
"1544","MTF2"
"1545","ARMC2"
"1546","RP11-345P4.6"
"1547","INE1"
"1548","CTB-13F3.1"
"1549","TMEM41A"
"1550","AC005104.3"
"1551","RP11-999E24.3"
"1552","RP11-49K24.3"
"1553","IWS1"
"1554","CHRNE"
"1555","ASTE1"
"1556","RP11-434E6.4"
"1557","RP5-915N17.11"
"1558","TMEM167B"
"1559","CFAP20"
"1560","TPPP3"
"1561","RP5-919F19.5"
"1562","RP3-425C14.4"
"1563","PLPP1"
"1564","SH3TC1"
"1565","PCBP2"
"1566","MSI2"
"1567","RP11-283I3.6"
"1568","USP47"
"1569","PPP1R21"
"1570","FAM69A"
"1571","KLHDC2"
"1572","CLASP2"
"1573","AC005592.1"
"1574","CXCR4"
"1575","INTS4P1"
"1576","AC090954.5"
"1577","RP11-640N20.4"
"1578","ZNF527"
"1579","NKX2-1"
"1580","RP11-85K15.3"
"1581","CXorf36"
"1582","SPAG8"
"1583","COLGALT1"
"1584","TRIM59"
"1585","CEP350"
"1586","RBFOX3"
"1587","PPP1R8P1"
"1588","PRIMPOL"
"1589","PSMC3"
"1590","PIDD1"
"1591","FAM219B"
"1592","RP1-249I4.2"
"1593","AC074286.1"
"1594","OPA3"
"1595","BAHCC1"
"1596","SLC25A36"
"1597","RP11-20E24.1"
"1598","COMMD10"
"1599","ABCA4"
"1600","MYH3"
"1601","NFATC1"
"1602","MAATS1"
"1603","PIGG"
"1604","RFPL2"
"1605","THAP11"
"1606","THBS2"
"1607","ZC3H4"
"1608","NSMCE1"
"1609","EML4"
"1610","AC004067.5"
"1611","DOLPP1"
"1612","MARK3"
"1613","NUDT12"
"1614","FOXM1"
"1615","KB-208E9.1"
"1616","SLC30A10"
"1617","CACNA1D"
"1618","SLC30A5"
"1619","RPP21"
"1620","UCP3"
"1621","PASK"
"1622","ASS1P10"
"1623","PPP1R11"
"1624","LINC00923"
"1625","MAST1"
"1626","C19orf60"
"1627","RP1-283K11.2"
"1628","ZNF750"
"1629","LINC00282"
"1630","CTD-2013N24.2"
"1631","CTBP2P8"
"1632","RP11-203J24.9"
"1633","RP11-583F2.1"
"1634","IL4"
"1635","TMX2"
"1636","GOLGA8A"
"1637","ARAP3"
"1638","LRWD1"
"1639","TBCD"
"1640","RP11-33E12.2"
"1641","PPT2-EGFL8"
"1642","RP11-762I7.4"
"1643","MAPT-IT1"
"1644","RP11-642C5.1"
"1645","CPT1C"
"1646","MTCO1P12"
"1647","UGGT2"
"1648","CYB5A"
"1649","MYO5BP2"
"1650","RP11-714G18.1"
"1651","DHRS4"
"1652","LILRB3"
"1653","RP11-844P9.2"
"1654","EHMT1"
"1655","PON3"
"1656","ALG5"
"1657","GPKOW"
"1658","RP11-585F1.6"
"1659","SLC28A1"
"1660","RP11-363J20.2"
"1661","NEK5"
"1662","PPP2R4"
"1663","CHMP7"
"1664","PDIA2"
"1665","PUS10"
"1666","ANKRD18CP"
"1667","SALRNA1"
"1668","ADHFE1"
"1669","HNRNPA3P5"
"1670","RP11-358B23.5"
"1671","RP11-48B3.4"
"1672","RP11-83N9.6"
"1673","RP11-430C7.5"
"1674","RP11-17E13.2"
"1675","STAT5B"
"1676","ANAPC2"
"1677","TGM1"
"1678","SENP5"
"1679","ZNF548"
"1680","IGBP1-AS1"
"1681","MED23"
"1682","MAST2"
"1683","PWWP2B"
"1684","SLC44A4"
"1685","AC130469.2"
"1686","RFNG"
"1687","RP11-155O18.6"
"1688","RPL5P23"
"1689","ONECUT2"
"1690","AIMP1"
"1691","AS3MT"
"1692","NBPF15"
"1693","MRPL46"
"1694","MPG"
"1695","CCDC97"
"1696","RP11-1060G2.2"
"1697","BLZF1"
"1698","VPS35"
"1699","SLC22A5"
"1700","AKR7L"
"1701","NDOR1"
"1702","CTC-498M16.2"
"1703","RP11-486B10.3"
"1704","CSAD"
"1705","TPM3P9"
"1706","COL28A1"
"1707","FAM157A"
"1708","PSMC2"
"1709","RP11-493E12.3"
"1710","CIT"
"1711","MTND5P11"
"1712","USP21"
"1713","HEY1"
"1714","P2RX5-TAX1BP3"
"1715","PQBP1"
"1716","SMPDL3A"
"1717","LYRM9"
"1718","RP11-34A14.3"
"1719","KLRC4-KLRK1"
"1720","RP11-449J21.3"
"1721","XXbac-B562F10.11"
"1722","ARL6IP4"
"1723","CORIN"
"1724","RHBDL1"
"1725","RP3-508I15.10"
"1726","RP11-1246C19.1"
"1727","RBM12B-AS1"
"1728","IER5"
"1729","B3GAT2"
"1730","ZNF32-AS1"
"1731","WTAP"
"1732","KIF3A"
"1733","JADE1"
"1734","RP11-5A19.5"
"1735","OGFOD2"
"1736","RP4-798P15.3"
"1737","PRRT4"
"1738","RNU6-1053P"
"1739","ADPRH"
"1740","SIX4"
"1741","DGCR11"
"1742","RP11-144F15.1"
"1743","RP11-20G13.5"
"1744","NAAA"
"1745","LINC01312"
"1746","DZIP3"
"1747","POMT1"
"1748","CHRM5"
"1749","VIM"
"1750","GFM2"
"1751","CCDC93"
"1752","RP11-690I21.1"
"1753","RP11-258F1.1"
"1754","EVPL"
"1755","TRIM74"
"1756","AUP1"
"1757","MAPK12"
"1758","MSRB3"
"1759","MTND2P28"
"1760","AC024937.1"
"1761","CTC-308K20.3"
"1762","H6PD"
"1763","RP13-554M15.2"
"1764","SELT"
"1765","SEMA3A"
"1766","DISC1"
"1767","RP11-468E2.5"
"1768","IL10"
"1769","CEP126"
"1770","OTX1"
"1771","TMEM102"
"1772","RP11-148B6.1"
"1773","RP11-506H20.1"
"1774","RP11-848G14.5"
"1775","BLOC1S3"
"1776","CTD-3035K23.3"
"1777","TMEM101"
"1778","DOCK11"
"1779","PHC1P1"
"1780","LINC00158"
"1781","RP11-172H24.4"
"1782","C14orf93"
"1783","CCDC57"
"1784","CFTR"
"1785","SOWAHA"
"1786","MNX1-AS2"
"1787","OTUD3"
"1788","AC010524.2"
"1789","TTLL6"
"1790","ZNF23"
"1791","TRAPPC12"
"1792","CLASRP"
"1793","DECR2"
"1794","PSD2"
"1795","RP11-907D1.3"
"1796","CASS4"
"1797","ZFP37"
"1798","ZC3H7A"
"1799","GFER"
"1800","PSMB2"
"1801","MRPL9"
"1802","AC005077.14"
"1803","UBE3B"
"1804","TMEM187"
"1805","LINC01301"
"1806","AC073130.2"
"1807","RP11-383C6.2"
"1808","COG7"
"1809","GAS8-AS1"
"1810","GOLGA6L17P"
"1811","ADA"
"1812","PKD1P5"
"1813","FAIM"
"1814","KB-1208A12.3"
"1815","AGA"
"1816","PYY2"
"1817","DCAF8"
"1818","KLK14"
"1819","DIS3L2"
"1820","PRICKLE4"
"1821","PHF10"
"1822","AC012314.8"
"1823","TAF6L"
"1824","NDUFA13"
"1825","BET1"
"1826","UFD1L"
"1827","PIGO"
"1828","TMEM11"
"1829","MFSD3"
"1830","CTAGE5"
"1831","C1GALT1C1"
"1832","PHLDB3"
"1833","SMARCE1P6"
"1834","WDR45BP1"
"1835","RP11-603J24.21"
"1836","SYF2"
"1837","GPRIN1"
"1838","CTC-575D19.1"
"1839","KAT7"
"1840","RP11-611L7.2"
"1841","POLR2L"
"1842","RP11-497H17.1"
"1843","EOGT"
"1844","RP11-488L18.3"
"1845","CTD-2366F13.2"
"1846","MLH1"
"1847","SSPO"
"1848","RP11-506H21.5"
"1849","CTD-2349P21.12"
"1850","DXO"
"1851","AGAP9"
"1852","RP11-96K19.2"
"1853","AC093642.1"
"1854","PSMD9"
"1855","RP11-248J18.3"
"1856","RP11-347I19.7"
"1857","SEMA3E"
"1858","ATP6V0D1"
"1859","SLC15A2"
"1860","TRO"
"1861","RP11-159F24.3"
"1862","CTC-444N24.11"
"1863","RNF157"
"1864","POC1A"
"1865","RBM39"
"1866","ZNF283"
"1867","MERTK"
"1868","SAMD14"
"1869","ABCG4"
"1870","ZNF25"
"1871","AC005592.3"
"1872","BARX2"
"1873","CEP76"
"1874","RP11-627K11.1"
"1875","EXOC4"
"1876","PITX2"
"1877","SRSF8"
"1878","E2F1"
"1879","RNU6-312P"
"1880","RP11-396B14.2"
"1881","RP11-849H4.4"
"1882","PSMA6P1"
"1883","NTMT1"
"1884","RP5-1024N4.4"
"1885","RP5-1159O4.2"
"1886","CCDC74B"
"1887","PHBP7"
"1888","CTC-529I10.2"
"1889","LEAP2"
"1890","TPTE2P5"
"1891","UBQLNL"
"1892","DENND1A"
"1893","RP11-100G15.7"
"1894","ADCY4"
"1895","RP11-691N7.6"
"1896","C14orf166"
"1897","SMPX"
"1898","ADAM32"
"1899","ZNF597"
"1900","RP11-328J14.1"
"1901","SLC38A3"
"1902","EEFSEC"
"1903","ARMC3"
"1904","PPP2CA"
"1905","TSPYL2"
"1906","TMEM56-RWDD3"
"1907","DLX2"
"1908","GTF3C5"
"1909","C3orf35"
"1910","RBMXP4"
"1911","BEST2"
"1912","GPR179"
"1913","ZMYND8"
"1914","CFAP77"
"1915","RP11-644F5.10"
"1916","NPIPB5"
"1917","ZBBX"
"1918","RP11-552F3.10"
"1919","WDR60"
"1920","PMFBP1"
"1921","MT-TH"
"1922","DCST1"
"1923","RWDD4P2"
"1924","LHX5"
"1925","RP11-282I1.1"
"1926","SOCS1"
"1927","RP11-574K11.32"
"1928","KLRC4"
"1929","WNT2B"
"1930","SLC10A3"
"1931","CTC-204F22.1"
"1932","NRSN2"
"1933","HSD17B6"
"1934","CCL25"
"1935","AC093375.1"
"1936","RNU7-40P"
"1937","WHAMM"
"1938","DCDC2B"
"1939","RP11-568K15.1"
"1940","COL4A3BP"
"1941","TEX261"
"1942","ARHGEF3"
"1943","OR2A20P"
"1944","AGAP12P"
"1945","HSD17B7P2"
"1946","SCARNA9"
"1947","TSSC4"
"1948","RP11-1379J22.2"
"1949","KRTCAP3"
"1950","RAB28P5"
"1951","RP11-481A20.10"
"1952","MFSD5"
"1953","TRIM62"
"1954","COQ5"
"1955","SHANK3"
"1956","KPTN"
"1957","HEXDC-IT1"
"1958","RP5-1159O4.1"
"1959","EIF3FP3"
"1960","GTF2B"
"1961","BTF3L4P2"
"1962","RP11-383C5.3"
"1963","CFAP65"
"1964","ASB2"
"1965","POU6F1"
"1966","HSPE1P21"
"1967","FTX"
"1968","CTD-2207P18.2"
"1969","CEP152"
"1970","RP11-557N21.1"
"1971","AP001469.5"
"1972","PCM1"
"1973","GGA2"
"1974","FRAS1"
"1975","PHLPP1"
"1976","USP2"
"1977","SETD4"
"1978","RHOXF1"
"1979","ZC3H14"
"1980","RP11-755F10.1"
"1981","SLF2"
"1982","RP13-582O9.7"
"1983","AC018766.6"
"1984","RP11-278C7.1"
"1985","RP11-114H23.3"
"1986","IQCK"
"1987","ACD"
"1988","BAHD1"
"1989","NEPNP"
"1990","LINC00992"
"1991","RP1-69D17.4"
"1992","MUM1"
"1993","ARL13B"
"1994","AC083843.1"
"1995","FUOM"
"1996","RP11-661O13.1"
"1997","TIAL1"
"1998","CENPO"
"1999","CTD-2538G9.5"
"2000","SYS1"
"2001","MTCO3P12"
"2002","METTL21EP"
"2003","AD000864.6"
"2004","CLK1"
"2005","ZNF740"
"2006","RP11-119F19.5"
"2007","SLC38A6"
"2008","RP11-1C8.7"
"2009","AC005154.8"
"2010","TMEM238"
"2011","RP11-696F12.1"
"2012","AC078917.1"
"2013","GPBP1L1"
"2014","SLC25A20"
"2015","RP11-33B1.1"
"2016","CCDC171"
"2017","RP11-459F6.3"
"2018","LANCL1-AS1"
"2019","AC114765.2"
"2020","PRDM7"
"2021","NPIPB3"
"2022","EIF5"
"2023","RP11-303E16.5"
"2024","STBD1"
"2025","PRPS1P2"
"2026","PRMT9"
"2027","RP11-187C18.3"
"2028","BTN2A3P"
"2029","LA16c-313F4.1"
"2030","ATG4B"
"2031","POP4"
"2032","PPOX"
"2033","CMYA5"
"2034","RP11-119F7.5"
"2035","RUFY3"
"2036","YPEL4"
"2037","IGSF9B"
"2038","D2HGDH"
"2039","LYG1"
"2040","ACTR1B"
"2041","MAP2K5"
"2042","VCPKMT"
"2043","ZBTB8B"
"2044","FAM199X"
"2045","ANKRD42"
"2046","GRASP"
"2047","RP11-6B19.1"
"2048","LINC01096"
"2049","GDPD3"
"2050","RP11-726G1.1"
"2051","CTD-2331H12.5"
"2052","STK16"
"2053","RPAP1"
"2054","BRD8"
"2055","RNU6-610P"
"2056","LCN15"
"2057","MEF2B"
"2058","ARL13A"
"2059","BAALC-AS1"
"2060","CCNT2"
"2061","WDR37"
"2062","C1orf53"
"2063","RP1-239B22.5"
"2064","CTD-2013N17.6"
"2065","RP11-757O6.1"
"2066","PKD1P6"
"2067","RP11-66N24.3"
"2068","RP11-120M18.5"
"2069","RP11-787I22.3"
"2070","ADD3-AS1"
"2071","RP3-512B11.3"
"2072","EHMT2-AS1"
"2073","PI4KAP2"
"2074","PTMS"
"2075","RP11-460N20.7"
"2076","CFAP221"
"2077","RP5-1069C8.2"
"2078","RP11-254A24.2"
"2079","ALX1"
"2080","RP11-66N24.7"
"2081","FADD"
"2082","ZNF395"
"2083","AC002064.4"
"2084","TRMT2B"
"2085","CTD-2270L9.2"
"2086","DNAJB12"
"2087","PITRM1-AS1"
"2088","RP11-50D16.4"
"2089","SNORD93"
"2090","MYOM1"
"2091","AC005387.3"
"2092","LRIG2"
"2093","ANKRD18DP"
"2094","BMP2K"
"2095","VAC14"
"2096","TPRN"
"2097","GPATCH2L"
"2098","TNFSF13B"
"2099","ASGR1"
"2100","GPT"
"2101","YIPF2"
"2102","CTD-2008E3.1"
"2103","MAPK15"
"2104","RP11-434B12.1"
"2105","RP11-379B18.5"
"2106","ZC3HC1"
"2107","CTD-2256P15.4"
"2108","POM121L9P"
"2109","KCNJ1"
"2110","FAM13B"
"2111","CREB3L4"
"2112","RP11-320N21.2"
"2113","IMPA2"
"2114","VARS2"
"2115","PIH1D1"
"2116","STRADA"
"2117","HMGA1P8"
"2118","HSP90B1"
"2119","CYP2A6"
"2120","AC087491.2"
"2121","BACH1-IT2"
"2122","AC093110.3"
"2123","RP11-296O14.3"
"2124","ZXDC"
"2125","MTRNR2L12"
"2126","CEP85L"
"2127","RP11-1060J15.9"
"2128","RP11-367N14.3"
"2129","ASXL1"
"2130","TSR3"
"2131","AC068196.1"
"2132","ITGAX"
"2133","LINC00693"
"2134","AC097724.3"
"2135","CTB-191K22.6"
"2136","SCGB1B2P"
"2137","UBE2L3"
"2138","AC005306.3"
"2139","HSD17B14"
"2140","TCTEX1D4"
"2141","RP11-461M2.2"
"2142","TRIM4"
"2143","C4A"
"2144","MARVELD3"
"2145","STK25"
"2146","RP11-148K1.12"
"2147","RP11-214O1.3"
"2148","TBXAS1"
"2149","SLC35D3"
"2150","RRP36"
"2151","SEC22C"
"2152","LDHAP3"
"2153","RP11-707M3.3"
"2154","RP11-472M19.2"
"2155","CTNNBL1"
"2156","AC139100.3"
"2157","RP3-467L1.6"
"2158","MAPK8"
"2159","C15orf57"
"2160","AC004057.1"
"2161","GPCPD1"
"2162","C16orf86"
"2163","RP11-44F14.7"
"2164","XKR8"
"2165","TMEM254-AS1"
"2166","ZMYM3"
"2167","RP5-1024G6.2"
"2168","AQP7P1"
"2169","TMEM179B"
"2170","RP11-159F24.5"
"2171","PBLD"
"2172","MAGEB2"
"2173","FZD6"
"2174","SPIN1"
"2175","CTD-2199O4.6"
"2176","CPB2-AS1"
"2177","PDZD2"
"2178","CENPB"
"2179","RP11-295I5.3"
"2180","GSTA4"
"2181","TOB1"
"2182","RP11-536C12.1"
"2183","PRKRA"
"2184","SMIM20"
"2185","PDCL3"
"2186","FRMPD3"
"2187","CRNDE"
"2188","MIR6859-3"
"2189","RPS19P3"
"2190","PFKFB1"
"2191","SULT4A1"
"2192","KLHL20"
"2193","NAIF1"
"2194","DPH3"
"2195","C5orf30"
"2196","FCGR2A"
"2197","PRAME"
"2198","RP11-113C12.4"
"2199","YBX2P1"
"2200","R3HDM2"
"2201","OAZ3"
"2202","GOLGA8K"
"2203","ANP32AP1"
"2204","MED16"
"2205","OR5K2"
"2206","RP11-227G15.8"
"2207","DMRTA1"
"2208","SLC25A25"
"2209","CHADL"
"2210","HHLA3"
"2211","RPL41P2"
"2212","MTND4LP30"
"2213","PON2"
"2214","CFAP46"
"2215","ERICH6-AS1"
"2216","FAM196A"
"2217","RP11-546B8.3"
"2218","SLC39A1"
"2219","RP11-680G24.6"
"2220","LMLN-AS1"
"2221","MANBAL"
"2222","TIGAR"
"2223","TBC1D10C"
"2224","RPL21P119"
"2225","RP11-843P14.1"
"2226","BAIAP2L1"
"2227","TAS2R20"
"2228","RP11-360F5.1"
"2229","TNNI3"
"2230","RP11-227G15.9"
"2231","BRAT1"
"2232","KLHL17"
"2233","PHF8"
"2234","MCOLN1"
"2235","RP11-477N3.1"
"2236","SPEF1"
"2237","RN7SL481P"
"2238","SNORA51"
"2239","PROSER3"
"2240","ILF2"
"2241","MTND4P12"
"2242","MCCC1-AS1"
"2243","DBNL"
"2244","NDUFA4L2"
"2245","FAM69B"
"2246","CENPQ"
"2247","RPS27"
"2248","AC005197.2"
"2249","MSTO2P"
"2250","PPIP5K1"
"2251","RP11-356C4.5"
"2252","ZSCAN26"
"2253","CTC1"
"2254","ECHDC1"
"2255","RP11-526D8.7"
"2256","NPIPB7"
"2257","TMEM181"
"2258","RP11-333E1.2"
"2259","RP4-669P10.20"
"2260","RP11-425M5.7"
"2261","LY75"
"2262","UBAP1"
"2263","KIAA2013"
"2264","SLC6A6"
"2265","DPH7"
"2266","AC027612.1"
"2267","IL18BP"
"2268","ZNF32-AS2"
"2269","CCDC81"
"2270","RRAD"
"2271","FAM53A"
"2272","TIE1"
"2273","AGAP13P"
"2274","AL022476.2"
"2275","RP11-406D1.2"
"2276","SNX17"
"2277","RP11-689B22.2"
"2278","MSS51"
"2279","RP11-513M16.7"
"2280","GTF2H4"
"2281","CDKN2B-AS1"
"2282","FUNDC2"
"2283","RP11-94I2.4"
"2284","BUD13"
"2285","AIFM3"
"2286","GTF2IP14"
"2287","FAM21A"
"2288","KLRK1"
"2289","MFAP1P1"
"2290","MT-TT"
"2291","AC109333.10"
"2292","RP11-226M10.3"
"2293","HIST1H2AH"
"2294","RP11-295K2.3"
"2295","EIF1B"
"2296","FAM117A"
"2297","CEP70"
"2298","C11orf24"
"2299","CTD-2600O9.2"
"2300","MIR3186"
"2301","FAM86B3P"
"2302","DNAH1"
"2303","RP11-734K23.9"
"2304","RP11-121C6.5"
"2305","TNRC6B"
"2306","KRT8P11"
"2307","CCDC91"
"2308","RP11-47I22.1"
"2309","ARRB1"
"2310","AXDND1"
"2311","ANKEF1"
"2312","XBP1P1"
"2313","CDKAL1"
"2314","JAK2"
"2315","LINC01589"
"2316","SH3BGRL"
"2317","RP1-310O13.7"
"2318","AC138969.4"
"2319","RP11-231C14.4"
"2320","P3H3"
"2321","BAALC"
"2322","HHATL"
"2323","PMF1"
"2324","GFI1"
"2325","RP11-958N24.1"
"2326","MORC4"
"2327","EPX"
"2328","RP11-3B12.4"
"2329","POU5F1B"
"2330","EDEM1"
"2331","SH2D6"
"2332","VPS25"
"2333","RP11-54O7.2"
"2334","WASH5P"
"2335","MED19"
"2336","DBIL5P"
"2337","AC090954.1"
"2338","GLI1"
"2339","RP11-302F12.10"
"2340","AKR7A3"
"2341","PRSS35"
"2342","MID1IP1"
"2343","KYNU"
"2344","ARHGAP9"
"2345","FUCA2"
"2346","BCAS2"
"2347","CTB-39G8.3"
"2348","FOXH1"
"2349","AC005154.7"
"2350","RP11-137N23.1"
"2351","RP11-251G23.5"
"2352","RP11-981P6.1"
"2353","RP11-195F19.30"
"2354","C12orf57"
"2355","HM13-IT1"
"2356","SULT1A3"
"2357","RP11-109L13.1"
"2358","MED21"
"2359","AL360176.1"
"2360","RCBTB2"
"2361","SOCS6"
"2362","FAM157C"
"2363","CTD-2517M22.14"
"2364","USP28"
"2365","RP11-103B5.4"
"2366","DYNC2H1"
"2367","RASAL1"
"2368","PPP1R16A"
"2369","CSNK2B"
"2370","RP11-488L18.4"
"2371","CWC15"
"2372","LINC01125"
"2373","FSIP2-AS1"
"2374","LINC01239"
"2375","LRRC37A17P"
"2376","RP13-714J12.1"
"2377","S100A1"
"2378","SYNM"
"2379","FAM21C"
"2380","U47924.6"
"2381","RP11-523H24.3"
"2382","RP11-894P9.1"
"2383","GGN"
"2384","RP11-522B15.3"
"2385","HIST1H2AJ"
"2386","GNG3"
"2387","RP11-830F9.5"
"2388","HCCS"
"2389","LAMTOR2"
"2390","TBC1D3"
"2391","DRC7"
"2392","TRDMT1"
"2393","LHB"
"2394","C2CD2L"
"2395","EEF1A1P30"
"2396","RNU1-122P"
"2397","UBOX5"
"2398","ZC3H11A"
"2399","FBXO34"
"2400","GPANK1"
"2401","TPT1-AS1"
"2402","ARHGEF7"
"2403","VN1R81P"
"2404","CYP2E1"
"2405","GPATCH3"
"2406","LRRC6"
"2407","CTC-512J14.5"
"2408","AC010642.2"
"2409","SERPINA10"
"2410","FARS2"
"2411","SPATA6L"
"2412","DDX42"
"2413","RNA5SP82"
"2414","RNF220"
"2415","SRP14"
"2416","ZNF175"
"2417","COL5A2"
"2418","ENTPD2"
"2419","RP11-131L12.4"
"2420","FAR2P2"
"2421","IGBP1"
"2422","GAREM1"
"2423","RP11-632K20.7"
"2424","TAS2R19"
"2425","RP11-167P11.2"
"2426","ZDHHC23"
"2427","SORBS2"
"2428","RGPD3"
"2429","PTGER4P2"
"2430","PCBD2"
"2431","EIF4ENIF1"
"2432","CCDC189"
"2433","SAFB2"
"2434","SLC13A4"
"2435","ONECUT1"
"2436","ZAP70"
"2437","RP11-57A1.1"
"2438","PEF1"
"2439","ZNF454"
"2440","RN7SKP23"
"2441","RP11-848P1.2"
"2442","AC011290.5"
"2443","CHCHD5"
"2444","SLC39A5"
"2445","RPL5P30"
"2446","RNU6-833P"
"2447","H2AFY"
"2448","AL138706.2"
"2449","PARN"
"2450","C17orf49"
"2451","ZNF684"
"2452","ZNF384"
"2453","ZFYVE9"
"2454","C1orf54"
