"","x"
"2455","CEBPG"
"2456","OVOS2"
"2457","XKRX"
"2458","DOLK"
"2459","IL15RA"
"2460","AC007966.1"
"2461","ZNF300P1"
"2462","GLI4"
"2463","RPL12P14"
"2464","LINC01337"
"2465","PIGU"
"2466","MIR4697HG"
"2467","AC005517.3"
"2468","RNF167"
"2469","INO80E"
"2470","RGPD8"
"2471","ARPC5L"
"2472","RNF214"
"2473","FBRSL1"
"2474","HSD17B4"
"2475","CPSF1"
"2476","TACR3"
"2477","MED26"
"2478","CTD-2537I9.12"
"2479","PIP5K1A"
"2480","CTD-2126E3.4"
"2481","RP11-17G12.3"
"2482","TIAM1"
"2483","SCAI"
"2484","EML6"
"2485","AGAP10P"
"2486","NUPR1"
"2487","GOLGA1"
"2488","FAM32A"
"2489","RP11-278C7.4"
"2490","ENDOG"
"2491","RP11-388C12.5"
"2492","SNX16"
"2493","BACE1-AS"
"2494","LOXL1-AS1"
"2495","ATG9A"
"2496","DENND3"
"2497","PDHA1P1"
"2498","CASC1"
"2499","HIST1H3J"
"2500","RP11-712B9.2"
"2501","NIT2"
"2502","MYSM1"
"2503","SIGLEC10"
"2504","CFAP69"
"2505","RP5-1115A15.1"
"2506","CDC26"
"2507","RHOQ"
"2508","HOMER2"
"2509","RP11-51F16.1"
"2510","IQSEC2"
"2511","FBXL6"
"2512","RP11-290H9.5"
"2513","BTN1A1"
"2514","ORM1"
"2515","AC005042.4"
"2516","DNAAF3"
"2517","RP11-434H6.6"
"2518","LINC01473"
"2519","RNU6-341P"
"2520","RP11-552F3.12"
"2521","POLE4"
"2522","HNRNPDL"
"2523","SLC26A7"
"2524","RP13-128O4.3"
"2525","LRRC7"
"2526","RBM34"
"2527","C19orf57"
"2528","SMURF2P1"
"2529","CACNA1H"
"2530","ABHD13"
"2531","RP11-1096G20.5"
"2532","RP11-98D18.17"
"2533","RP11-843P14.2"
"2534","RP4-782L23.2"
"2535","ANKRD35"
"2536","RP11-89K21.2"
"2537","ENPP7P2"
"2538","MB21D1"
"2539","RP3-393E18.2"
"2540","RP11-316J7.4"
"2541","RP11-207C16.4"
"2542","RP11-863H1.1"
"2543","RP11-7F17.5"
"2544","RP11-235E17.2"
