"Name"	"Score"	"freq_up"
"COLGALT2"	"COLGALT2"	0.0343108429826566	4
"LINC01612"	"LINC01612"	0.0345395156566084	4
"FOXQ1"	"FOXQ1"	0.0345395156566084	3
"STEAP4"	"STEAP4"	0.0351634681988659	3
"RP13-463N16.6"	"RP13-463N16.6"	0.0352656455139275	5
"hsa-mir-3675"	"hsa-mir-3675"	0.0354780635216234	3
"HAS2-AS1"	"HAS2-AS1"	0.0354780635216234	4
"PARP10"	"PARP10"	0.0356527519906056	4
"RP1-34B20.21"	"RP1-34B20.21"	0.0366335914441854	4
"RHBDL2"	"RHBDL2"	0.0366335914441854	4
"KB-1440D3.13"	"KB-1440D3.13"	0.0366335914441854	4
"MIR31"	"MIR31"	0.0367661403200376	2
"RCAN2"	"RCAN2"	0.0370773678250032	4
"RP11-496B10.3"	"RP11-496B10.3"	0.0374025180488188	3
"ROR1"	"ROR1"	0.0377294392821885	3
"GJB1"	"GJB1"	0.0391076424938624	3
"RP11-214O1.3"	"RP11-214O1.3"	0.0399032515475836	4
"LINC00112"	"LINC00112"	0.040067756828346	3
"PCDHB13"	"PCDHB13"	0.0411756471906674	4
"AKNAD1"	"AKNAD1"	0.0416072156473976	5
"NIPSNAP3B"	"NIPSNAP3B"	0.0418851138764695	5
"PLGLB1"	"PLGLB1"	0.0420419472313941	4
"CXCR4"	"CXCR4"	0.0420419472313941	5
"RP1-90K10.4"	"RP1-90K10.4"	0.042494152440245	5
"CTD-2521M24.5"	"CTD-2521M24.5"	0.0426976740332589	2
"SSC4D"	"SSC4D"	0.0427000027297045	5
"ADAMTS14"	"ADAMTS14"	0.0427000027297045	5
"ROBO4"	"ROBO4"	0.0428480354461905	4
"NAT1"	"NAT1"	0.0428480354461905	3
"RP11-440D17.4"	"RP11-440D17.4"	0.0429209496228673	5
"BARX2"	"BARX2"	0.0432037418352451	3
"MAMDC2"	"MAMDC2"	0.0432037418352451	3
"PTGER2"	"PTGER2"	0.0439206374636103	3
"LRRN4"	"LRRN4"	0.0440377170593635	5
"UBA7"	"UBA7"	0.0442634880259012	4
"PTH1R"	"PTH1R"	0.0442818330255701	4
"BTBD16"	"BTBD16"	0.0442818330255701	3
"KRT13"	"KRT13"	0.04449006844542	4
"RP11-353N14.4"	"RP11-353N14.4"	0.0447174598713736	4
"SAMD3"	"SAMD3"	0.0449456638568116	4
"HRAT92"	"HRAT92"	0.0449456638568116	4
"CTD-2047H16.5"	"CTD-2047H16.5"	0.0450097353683706	3
"RP1-137D17.2"	"RP1-137D17.2"	0.0463380070966927	5
"BCL2L10"	"BCL2L10"	0.0464876722821726	3
"AC007743.1"	"AC007743.1"	0.0472377563712672	5
"PDE7B"	"PDE7B"	0.0475099803746176	5
"SEC14L6"	"SEC14L6"	0.047615588069163	3
"PARD3-AS1"	"PARD3-AS1"	0.047748056057547	4
"GSTA2"	"GSTA2"	0.0479869644504744	5
"RP5-991G20.6"	"RP5-991G20.6"	0.0479952836000927	4
"RP11-214K3.23"	"RP11-214K3.23"	0.0484280069771897	5
"LINC01152"	"LINC01152"	0.0487087013553353	4
"ITGB2"	"ITGB2"	0.0487602782876706	5
"SCX"	"SCX"	0.0491940511878913	5
"MAGI1-IT1"	"MAGI1-IT1"	0.049532764577812	4
"RP11-638I2.4"	"RP11-638I2.4"	0.0503127664395595	3
"CD7"	"CD7"	0.0503127664395595	3
"HAR1B"	"HAR1B"	0.0504221874945225	5
"MIR200A"	"MIR200A"	0.0506703576811953	4
"KRT16P6"	"KRT16P6"	0.0507055931524322	3
"MIR4324"	"MIR4324"	0.050919379107205	4
"PDE3A"	"PDE3A"	0.0511692533132961	5
"TNFSF18"	"TNFSF18"	0.0512103659273741	2
"VIM"	"VIM"	0.0512103659273741	4
"AP000695.6"	"AP000695.6"	0.0514199818396715	4
"CTB-113P19.4"	"CTB-113P19.4"	0.0514969129323273	3
"RP11-707G18.1"	"RP11-707G18.1"	0.0514969129323273	3
"HIF3A"	"HIF3A"	0.0518954118828568	3
"RP5-891H21.5"	"RP5-891H21.5"	0.0522958074447261	3
"IL37"	"IL37"	0.0524314699328502	4
"CREB3L1"	"CREB3L1"	0.0531023000504625	3
"RP11-46F15.2"	"RP11-46F15.2"	0.0539643410835681	5
"XDH"	"XDH"	0.0550207460215034	4
"LRIG1"	"LRIG1"	0.0555180514453778	5
"RP11-176D17.3"	"RP11-176D17.3"	0.0559116868696209	5
"UPP2"	"UPP2"	0.0559851923791352	3
"ECEL1P2"	"ECEL1P2"	0.0560809365438815	4
"FLJ22447"	"FLJ22447"	0.0564345913101111	3
"AC005355.3"	"AC005355.3"	0.056826160872795	3
"SLC6A20"	"SLC6A20"	0.057249540038244	3
"LIMD1-AS1"	"LIMD1-AS1"	0.0585181973447806	4
"YPEL1"	"YPEL1"	0.0585181973447806	4
"AC073257.2"	"AC073257.2"	0.0589624210405282	3
"DLGAP1"	"DLGAP1"	0.0597568505268242	5
"RP1-283K11.3"	"RP1-283K11.3"	0.0599035621609754	5
"AF196972.9"	"AF196972.9"	0.0601833434770409	4
"MYO3B"	"MYO3B"	0.0611472982248241	3
"GAL3ST4"	"GAL3ST4"	0.0624543493206337	4
"ITGB8"	"ITGB8"	0.0629304322447231	3
"HMGN2P46"	"HMGN2P46"	0.0633811314129446	4
"RP11-373D23.3"	"RP11-373D23.3"	0.06448967166939	4
"NOVA1"	"NOVA1"	0.0652036698901981	5
"BIN2"	"BIN2"	0.065664253022046	3
"IL3RA"	"IL3RA"	0.0659713138849974	4
"BMS1P10"	"BMS1P10"	0.0665705161039533	4
"KRTAP5-AS1"	"KRTAP5-AS1"	0.066871525798202	4
"AOC1"	"AOC1"	0.067057920269842	4
"RP11-519G16.3"	"RP11-519G16.3"	0.0675264571883367	4
"LINC01468"	"LINC01468"	0.0682089693338403	1
"RASSF9"	"RASSF9"	0.0682089693338403	3
"PRR5L"	"PRR5L"	0.0683907201464243	4
"RNVU1-3"	"RNVU1-3"	0.0689592847109561	5
"RP11-276H19.2"	"RP11-276H19.2"	0.0709538549850373	6
"PINLYP"	"PINLYP"	0.0718166832488108	5
"CD300C"	"CD300C"	0.0718333589960172	3
"FST"	"FST"	0.0718333589960172	5
"FLJ43879"	"FLJ43879"	0.0721338944411268	5
"MAMDC2-AS1"	"MAMDC2-AS1"	0.0725093381072131	6
"RP11-612B6.2"	"RP11-612B6.2"	0.0733052148343877	4
"AC078917.1"	"AC078917.1"	0.0734517126798261	4
"NDUFAF4P3"	"NDUFAF4P3"	0.0737998793576645	4
"GRPR"	"GRPR"	0.0740575090777519	4
"KCNA7"	"KCNA7"	0.0740919552311779	6
"ANXA8"	"ANXA8"	0.0747952917553905	3
"OXGR1"	"OXGR1"	0.0747952917553905	3
"ITPR1-AS1"	"ITPR1-AS1"	0.0755886192335934	2
"C2CD4D"	"C2CD4D"	0.0757988312476605	3
"VTCN1"	"VTCN1"	0.0763036546011572	3
"TRIM29"	"TRIM29"	0.07640392991038	5
"CTD-3214K23.1"	"CTD-3214K23.1"	0.0766770035276544	4
"LDB2"	"LDB2"	0.076694896454291	1
"PI16"	"PI16"	0.077675561709533	5
"TCERG1L-AS1"	"TCERG1L-AS1"	0.0778303673938807	3
"SPNS3"	"SPNS3"	0.0778303673938807	3
"LINC00158"	"LINC00158"	0.0784189695124543	5
"CTB-176F20.3"	"CTB-176F20.3"	0.0796994906088954	4
"TDRD5"	"TDRD5"	0.0803821210876457	4
"KRT89P"	"KRT89P"	0.0804158376758637	3
"CPEB1"	"CPEB1"	0.0804158376758637	4
"RP11-455J20.3"	"RP11-455J20.3"	0.0807330499793009	5
"MYBPC2"	"MYBPC2"	0.0819917904570428	3
"CYP21A2"	"CYP21A2"	0.0821062809805642	4
"LRCOL1"	"LRCOL1"	0.082167004407319	2
"PSMB8-AS1"	"PSMB8-AS1"	0.0824541389901916	5
"COL9A2"	"COL9A2"	0.0824541389901916	5
"GBP2"	"GBP2"	0.0828030090790836	4
"PRRX1"	"PRRX1"	0.083052742871814	3
"RP3-329A5.8"	"RP3-329A5.8"	0.0838557063767579	4
"BX255923.3"	"BX255923.3"	0.0851719175825207	3
"RP11-434E6.4"	"RP11-434E6.4"	0.0851994894540309	4
"NRADDP"	"NRADDP"	0.0863305110387946	5
"AC009237.16"	"AC009237.16"	0.0873794757791578	4
"CTD-2104P17.2"	"CTD-2104P17.2"	0.087839498658578	2
"DMD"	"DMD"	0.088481977281057	5
"HIST1H3E"	"HIST1H3E"	0.0885237582295716	5
"HLA-DRA"	"HLA-DRA"	0.0890363626235356	3
"CALCRL"	"CALCRL"	0.0895928405272791	3
"LINC00222"	"LINC00222"	0.0916395221127512	5
"DNAH12"	"DNAH12"	0.0924066920778923	5
"TCF4"	"TCF4"	0.0929757693807168	3
"RP4-539M6.22"	"RP4-539M6.22"	0.0933670079251103	4
"C15orf56"	"C15orf56"	0.0941278741680533	4
"ZNF117"	"ZNF117"	0.0945098937891873	4
"RP11-395N3.2"	"RP11-395N3.2"	0.0945098937891873	5
"LST1"	"LST1"	0.0946956523455899	3
"DOCK10"	"DOCK10"	0.0958528038648257	3
"HGFAC"	"HGFAC"	0.0960485820805903	4
"MBL1P"	"MBL1P"	0.0960485820805903	5
"INHBA"	"INHBA"	0.0964345545353162	3
"HDC"	"HDC"	0.0964345545353162	3
"TBC1D26"	"TBC1D26"	0.0964359136954389	4
"RP11-435I10.3"	"RP11-435I10.3"	0.0968243119590885	4
"MYOZ1"	"MYOZ1"	0.0972712960306027	2
"CXCR3"	"CXCR3"	0.0981925301229519	3
"CTD-2201E18.5"	"CTD-2201E18.5"	0.099970066847016	4
"AC074212.5"	"AC074212.5"	0.100368128433665	5
"WNT6"	"WNT6"	0.100566259480375	3
"GUCY1B2"	"GUCY1B2"	0.100767270754574	4
"RAB4B"	"RAB4B"	0.10116749521163	5
"ZCCHC12"	"ZCCHC12"	0.101971196135602	4
"RP11-503P10.1"	"RP11-503P10.1"	0.101971196135602	4
"BST2"	"BST2"	0.102099273018486	1
"CTD-2526A2.2"	"CTD-2526A2.2"	0.102368945974989	3
"FAM66C"	"FAM66C"	0.102779242396093	4
"MEIS2"	"MEIS2"	0.10359164516381	4
"NAT2"	"NAT2"	0.104190880847261	3
"NLRP9"	"NLRP9"	0.104802478695534	3
"RP11-350N15.3"	"RP11-350N15.3"	0.104802478695534	3
"ZBTB7C"	"ZBTB7C"	0.105416222769741	4
"DMRTA2"	"DMRTA2"	0.107135035726759	4
"GAPDHP52"	"GAPDHP52"	0.107301667904037	4
"CADM1"	"CADM1"	0.108517201096963	4
"LINC01338"	"LINC01338"	0.108979221204309	4
"ECM1"	"ECM1"	0.109824651811269	6
"HMGB1P3"	"HMGB1P3"	0.110403660026049	4
"IFITM1"	"IFITM1"	0.110549622890678	1
"RP11-230C9.2"	"RP11-230C9.2"	0.110549622890678	2
"OLFM2"	"OLFM2"	0.110990340711766	5
"WFDC8"	"WFDC8"	0.111036802445574	4
"PRDM6"	"PRDM6"	0.111101146105398	4
"RP11-471B22.3"	"RP11-471B22.3"	0.111672109211086	3
"ZNF365"	"ZNF365"	0.114235014807948	3
"SULT1C2"	"SULT1C2"	0.114812226524336	2
"SLC16A2"	"SLC16A2"	0.114991082361195	4
"CTA-242H14.1"	"CTA-242H14.1"	0.116832689129883	3
"HEY2"	"HEY2"	0.118991097899567	1
"TCF21"	"TCF21"	0.118991097899567	2
"RNY3P16"	"RNY3P16"	0.119465241018585	4
"TLR3"	"TLR3"	0.119869742213829	4
"C21orf62"	"C21orf62"	0.121462607488303	3
"SHH"	"SHH"	0.121678022898305	4
"AC004540.5"	"AC004540.5"	0.122132776966814	4
"MMP19"	"MMP19"	0.122132962855352	5
"IGSF22"	"IGSF22"	0.123964241906546	5
"RP11-699L21.1"	"RP11-699L21.1"	0.12483540113133	3
"ASPN"	"ASPN"	0.12581401562063	4
"CLIC5"	"CLIC5"	0.126885457242953	3
"TNFSF4"	"TNFSF4"	0.127423705813764	2
"CTD-2650P22.2"	"CTD-2650P22.2"	0.12826317905821	4
"SLC2A5"	"SLC2A5"	0.12826317905821	3
"RP11-401P9.7"	"RP11-401P9.7"	0.128955349912743	4
"AC004854.4"	"AC004854.4"	0.129498825371273	2
"COL16A1"	"COL16A1"	0.130996948342773	4
"MACC1"	"MACC1"	0.131045120520464	3
"RP11-933H2.4"	"RP11-933H2.4"	0.131045120520464	4
"ACSM1"	"ACSM1"	0.131475152007016	4
"FILIP1L"	"FILIP1L"	0.131746135090171	3
"NR5A2"	"NR5A2"	0.135847454396441	1
"RP11-351D16.3"	"RP11-351D16.3"	0.135847454396441	2
"RP11-484K9.4"	"RP11-484K9.4"	0.138155102019463	3
"CAMP"	"CAMP"	0.138155102019463	4
"RFPL2"	"RFPL2"	0.139287367859685	4
"ANO1-AS2"	"ANO1-AS2"	0.139603784618702	4
"RP11-330O11.3"	"RP11-330O11.3"	0.139785757190426	4
"RP11-217E13.1"	"RP11-217E13.1"	0.141791317289252	4
"DAPL1"	"DAPL1"	0.141793540347668	3
"RP11-21L23.3"	"RP11-21L23.3"	0.141793540347668	3
"AC097523.1"	"AC097523.1"	0.142527926246788	5
"RP13-580F15.2"	"RP13-580F15.2"	0.143264548074084	4
"RAB6C-AS1"	"RAB6C-AS1"	0.144262351405331	2
"RP4-794I6.4"	"RP4-794I6.4"	0.146882833401218	5
"ENPP3"	"ENPP3"	0.146889682912807	4
"RP11-435O5.4"	"RP11-435O5.4"	0.146981242973593	4
"IL4"	"IL4"	0.147856146008424	2
"AC005740.6"	"AC005740.6"	0.148483618906494	3
"IFNE"	"IFNE"	0.148963028121782	5
"NR5A1"	"NR5A1"	0.148963028121782	4
"NCMAP"	"NCMAP"	0.14923817592151	4
"ATP10B"	"ATP10B"	0.149994980675409	3
"FAM189A1"	"FAM189A1"	0.150530861516453	5
"RP11-284F21.11"	"RP11-284F21.11"	0.150774872764995	2
"DBH-AS1"	"DBH-AS1"	0.152638469532115	4
"DOK6"	"DOK6"	0.156686976034969	3
"AC144831.1"	"AC144831.1"	0.156912830005031	4
"AC005071.4"	"AC005071.4"	0.158468540577562	3
"RP11-446H18.6"	"RP11-446H18.6"	0.160038552476538	3
"DPYSL3"	"DPYSL3"	0.160038552476538	3
"CA9"	"CA9"	0.161065621705505	1
"CTD-3001H11.2"	"CTD-3001H11.2"	0.161065621705505	2
"RP11-338E21.2"	"RP11-338E21.2"	0.162367489742942	4
"GPBAR1"	"GPBAR1"	0.16241055864884	3
"AC005324.6"	"AC005324.6"	0.162697936628774	2
"LINC01170"	"LINC01170"	0.164802978156663	4
"SLC12A7"	"SLC12A7"	0.165604992851996	3
"RP11-173M1.4"	"RP11-173M1.4"	0.167270546217256	2
"MIR4477B"	"MIR4477B"	0.168024676911086	3
"MYBPH"	"MYBPH"	0.170349425458941	2
"PLK5"	"PLK5"	0.171897969311637	2
"CTA-363E6.3"	"CTA-363E6.3"	0.172103014731497	3
"CSF2"	"CSF2"	0.172925521438829	4
"RP11-15A1.4"	"RP11-15A1.4"	0.172925521438829	3
"AC141930.2"	"AC141930.2"	0.175013202917579	2
"RP11-23P13.6"	"RP11-23P13.6"	0.175406738370657	3
"MIRLET7DHG"	"MIRLET7DHG"	0.175972018001837	4
"RP5-882C2.2"	"RP5-882C2.2"	0.176238379646132	3
"RP11-1029J19.5"	"RP11-1029J19.5"	0.17783357866749	2
"RNF19A"	"RNF19A"	0.177908521609031	5
"LINC00649"	"LINC00649"	0.178898638900531	4
"RAB15"	"RAB15"	0.179487819506834	4
"RP3-355L5.5"	"RP3-355L5.5"	0.182123935094428	5
"TMEM213"	"TMEM213"	0.182973892602458	3
"LRRC71"	"LRRC71"	0.183648217830776	4
"RN7SL403P"	"RN7SL403P"	0.184247736307623	5
"AGAP11"	"AGAP11"	0.18553753150508	3
"ICAM1"	"ICAM1"	0.186204333983294	1
"SFTPB"	"SFTPB"	0.186396669634414	4
"CTD-2132N18.4"	"CTD-2132N18.4"	0.186740258916725	5
"SHANK1"	"SHANK1"	0.187872132866617	4
"COL6A3"	"COL6A3"	0.189328693802438	2
"RP11-161M6.6"	"RP11-161M6.6"	0.189856205095237	3
"TOX"	"TOX"	0.190314467165759	4
"ZNF763"	"ZNF763"	0.191599774806093	4
"ARL4C"	"ARL4C"	0.191599774806093	3
"RP11-36B15.1"	"RP11-36B15.1"	0.193396841067146	4
"CTD-2331H12.7"	"CTD-2331H12.7"	0.194017254566348	4
"RP11-657O9.1"	"RP11-657O9.1"	0.194566284157662	3
"RP11-333I13.1"	"RP11-333I13.1"	0.195114552206495	4
"RP11-120M18.2"	"RP11-120M18.2"	0.195262029238933	4
"MT-TI"	"MT-TI"	0.196885773120484	3
"PALM3"	"PALM3"	0.19713907714908	4
"RP11-476H16.1"	"RP11-476H16.1"	0.198666224114911	3
"OAS1"	"OAS1"	0.199559912864473	3
"RP11-1109F11.3"	"RP11-1109F11.3"	0.199660307990075	4
"CTB-175E5.7"	"CTB-175E5.7"	0.199660307990075	5
"CTD-3224K15.3"	"CTD-3224K15.3"	0.200794731111109	2
"WNT7A"	"WNT7A"	0.201354220743646	3
"ZNF703"	"ZNF703"	0.201354220743646	3
"CTD-2540F13.2"	"CTD-2540F13.2"	0.201619478193487	5
"ADAMTS7"	"ADAMTS7"	0.202202746781888	4
"MIR5689HG"	"MIR5689HG"	0.20225484139979	4
"RP11-488L18.6"	"RP11-488L18.6"	0.202456154590099	2
"IFI44"	"IFI44"	0.20291943691034	2
"DPYSL2"	"DPYSL2"	0.20315777420491	3
"LGALS9"	"LGALS9"	0.20315777420491	3
"KB-1836B5.4"	"KB-1836B5.4"	0.204123535841423	5
"C12orf71"	"C12orf71"	0.20497057922886	3
"CSNK1A1L"	"CSNK1A1L"	0.207475282544983	4
"ZNF602P"	"ZNF602P"	0.207475282544983	2
"ITIH4"	"ITIH4"	0.208623967261626	3
"AC002064.4"	"AC002064.4"	0.209159903644388	2
"CTD-2240J17.2"	"CTD-2240J17.2"	0.209304378376553	4
"SPAG1"	"SPAG1"	0.209543105494515	5
"MAGEB17"	"MAGEB17"	0.210464561607179	4
"SERPINA3"	"SERPINA3"	0.211263799955656	2
"TARID"	"TARID"	0.211263799955656	1
"RP11-15E18.1"	"RP11-15E18.1"	0.211263799955656	2
"MAF"	"MAF"	0.211388336281001	3
"ARID5B"	"ARID5B"	0.213242843999023	3
"RP11-1007O24.2"	"RP11-1007O24.2"	0.213246335453085	4
"RP11-1055B8.1"	"RP11-1055B8.1"	0.215955955318	2
"MCF2"	"MCF2"	0.217236827529447	4
"DKK4"	"DKK4"	0.219599381002527	1
"RP11-214N9.1"	"RP11-214N9.1"	0.219599381002527	2
"RP11-401P9.5"	"RP11-401P9.5"	0.221703069890262	3
"RP11-107N15.1"	"RP11-107N15.1"	0.222843531702491	2
"CTD-2369P2.12"	"CTD-2369P2.12"	0.22456499388401	3
"RP11-326C3.11"	"RP11-326C3.11"	0.22456499388401	3
"MIR200C"	"MIR200C"	0.22792618775446	2
"RP11-431J24.2"	"RP11-431J24.2"	0.228413485113179	4
"FBXO43"	"FBXO43"	0.228413485113179	4
"UBQLNL"	"UBQLNL"	0.232987411517863	4
"RPS4XP16"	"RPS4XP16"	0.235095319657217	4
"MMP11"	"MMP11"	0.235238071401695	3
"BISPR"	"BISPR"	0.236244227909555	3
"RP4-753F5.1"	"RP4-753F5.1"	0.236244227909555	2
"RNU6-1136P"	"RNU6-1136P"	0.236890164725277	3
"TMEM139"	"TMEM139"	0.238197888114906	4
"C4orf26"	"C4orf26"	0.238197888114906	3
"PPP1R36"	"PPP1R36"	0.239348454408587	4
"NUTM2B"	"NUTM2B"	0.24006215937834	4
"STK31"	"STK31"	0.244180578622867	3
"MIA-RAB4B"	"MIA-RAB4B"	0.245097016382923	4
"RP11-246E12.2"	"RP11-246E12.2"	0.245850912741709	2
"RP11-130L8.2"	"RP11-130L8.2"	0.246193505216823	3
"SULF2"	"SULF2"	0.248215785543213	3
"RP11-30K9.6"	"RP11-30K9.6"	0.251266751110322	4
"RP5-937E21.8"	"RP5-937E21.8"	0.25240832253819	5
"RP11-143M1.3"	"RP11-143M1.3"	0.252854039194612	2
"CCR9"	"CCR9"	0.25311887298867	2
"LINC01219"	"LINC01219"	0.25331242923513	3
"RP11-734C14.2"	"RP11-734C14.2"	0.254949564314452	2
"HLA-DRB1"	"HLA-DRB1"	0.255367471561026	3
"RP11-799B12.4"	"RP11-799B12.4"	0.256116587225615	4
"TP53INP1"	"TP53INP1"	0.256862464298717	4
"SMIM23"	"SMIM23"	0.259505659621508	4
"BDKRB2"	"BDKRB2"	0.260546063388701	3
"HIST1H3PS1"	"HIST1H3PS1"	0.261145825693765	2
"FAM83C-AS1"	"FAM83C-AS1"	0.261145825693765	2
"RP11-307B6.3"	"RP11-307B6.3"	0.261367374581261	4
"CTD-2376I4.2"	"CTD-2376I4.2"	0.26418463714784	2
"ACY3"	"ACY3"	0.265783237735763	3
"DNAH10OS"	"DNAH10OS"	0.266837705669805	4
"RP11-452L6.6"	"RP11-452L6.6"	0.267453242653799	4
"RP11-103B5.4"	"RP11-103B5.4"	0.271079029648345	3
"PCDHB10"	"PCDHB10"	0.271079029648345	4
"LY6G6C"	"LY6G6C"	0.272853077912859	4
"RP3-449M8.6"	"RP3-449M8.6"	0.273554657479301	2
"TRPM8"	"TRPM8"	0.274284654145732	3
"RP11-1060J15.5"	"RP11-1060J15.5"	0.275357888545594	4
"RP11-327J17.9"	"RP11-327J17.9"	0.27597012726241	4
"HCP5B"	"HCP5B"	0.276433469739461	3
"RP3-333H23.8"	"RP3-333H23.8"	0.277703198787825	3
"TGM5"	"TGM5"	0.277703198787825	1
"RP1-283K11.2"	"RP1-283K11.2"	0.277703198787825	1
"CYP39A1"	"CYP39A1"	0.279674296007069	4
"RP11-568J23.8"	"RP11-568J23.8"	0.279674296007069	4
"AC005592.3"	"AC005592.3"	0.280759266264069	4
"RP11-45P15.4"	"RP11-45P15.4"	0.282936250047166	3
"THBS1"	"THBS1"	0.285122625893699	3
"MBNL1-AS1"	"MBNL1-AS1"	0.285968800719558	1
"RP11-43F13.3"	"RP11-43F13.3"	0.288419802265234	4
"ERMN"	"ERMN"	0.288419802265234	3
"RP11-430K21.2"	"RP11-430K21.2"	0.289523558261909	4
"DCDC1"	"DCDC1"	0.290281406732645	4
"TSPAN11"	"TSPAN11"	0.290629663055109	3
"LONRF2"	"LONRF2"	0.290756090064175	2
"CLCNKA"	"CLCNKA"	0.292712118460569	4
"RP11-102G14.1"	"RP11-102G14.1"	0.292712118460569	4
"C2orf73"	"C2orf73"	0.294636509112472	3
"OPN3"	"OPN3"	0.295077572206373	3
"ZMAT1"	"ZMAT1"	0.296584541675229	2
"SP5"	"SP5"	0.297123315626988	5
"RP11-476M19.2"	"RP11-476M19.2"	0.297612747676754	4
"ARHGEF26-AS1"	"ARHGEF26-AS1"	0.298438170935977	3
"TMPRSS7"	"TMPRSS7"	0.298537774215257	2
"RP11-551L14.4"	"RP11-551L14.4"	0.299563069336623	4
"RP11-254F7.1"	"RP11-254F7.1"	0.302459793162301	2
"CTD-2521M24.4"	"CTD-2521M24.4"	0.30247387365409	3
"ANXA8L1"	"ANXA8L1"	0.302951861730363	3
"RNU6-481P"	"RNU6-481P"	0.306402473958076	2
"RP3-449M8.9"	"RP3-449M8.9"	0.307503146262807	3
"FOXD4L6"	"FOXD4L6"	0.308381533859261	3
"RP11-280G9.1"	"RP11-280G9.1"	0.310365724821427	2
"CASC4P1"	"CASC4P1"	0.310713359961401	1
"RP11-190C22.8"	"RP11-190C22.8"	0.310713359961401	1
"IL12B"	"IL12B"	0.313245119364594	4
"TTLL13P"	"TTLL13P"	0.313478106677691	4
"RP11-329B9.3"	"RP11-329B9.3"	0.314349454185253	2
"SORBS1"	"SORBS1"	0.314400562870148	3
"MT-TK"	"MT-TK"	0.316718498521995	4
"CFAP99"	"CFAP99"	0.318353570696182	2
"RP11-1E4.1"	"RP11-1E4.1"	0.318353570696182	3
"VGF"	"VGF"	0.318944156356118	1
"CTB-40H15.4"	"CTB-40H15.4"	0.318944156356118	2
"LA16c-325D7.2"	"LA16c-325D7.2"	0.320363245642242	2
"RPLP1P6"	"RPLP1P6"	0.324905278223477	4
"PODXL2"	"PODXL2"	0.327166270477051	2
"HFM1"	"HFM1"	0.330487332776999	2
"GLS2"	"GLS2"	0.330823447699763	3
"SOX2"	"SOX2"	0.33252721335645	2
"CTD-2619J13.8"	"CTD-2619J13.8"	0.333207154955441	4
"RP1-111B22.3"	"RP1-111B22.3"	0.334402530804572	3
"MAATS1"	"MAATS1"	0.338676778009631	3
"CLIC2"	"CLIC2"	0.339207512184658	4
"SLCO3A1"	"SLCO3A1"	0.339207512184658	3
"MIR221"	"MIR221"	0.340506538098561	4
"AC009237.11"	"AC009237.11"	0.341624087367752	3
"HOTTIP"	"HOTTIP"	0.341624087367752	3
"RP11-17A1.3"	"RP11-17A1.3"	0.344870990580841	2
"RP11-650P15.1"	"RP11-650P15.1"	0.344870990580841	2
"ZEB2"	"ZEB2"	0.346485399454356	4
"RP4-730K3.3"	"RP4-730K3.3"	0.346807782733045	4
"GJA1"	"GJA1"	0.346945597442118	2
"VCAN"	"VCAN"	0.348621627678813	4
"AGGF1P2"	"AGGF1P2"	0.348930133146337	4
"CTD-3199J23.6"	"CTD-3199J23.6"	0.352267339961593	4
"NEDD9"	"NEDD9"	0.352614825837424	4
"RP11-394I13.2"	"RP11-394I13.2"	0.353198869234339	3
"BDNF"	"BDNF"	0.353847747039774	3
"ATP8A1"	"ATP8A1"	0.354099218428685	5
"RP11-651L5.3"	"RP11-651L5.3"	0.357781047569726	4
"RP11-213G2.5"	"RP11-213G2.5"	0.359496083324157	2
"NXPH1"	"NXPH1"	0.359496083324157	4
"OAS2"	"OAS2"	0.359968056811195	2
"SLC30A10"	"SLC30A10"	0.359968056811195	1
"PAN3-AS1"	"PAN3-AS1"	0.359968056811195	2
"RASGRP3"	"RASGRP3"	0.365049519545367	3
"RP11-261P9.4"	"RP11-261P9.4"	0.367091294605307	4
"AC069257.6"	"AC069257.6"	0.367960204004419	2
"CTD-2562G15.3"	"CTD-2562G15.3"	0.368146873957435	4
"RP11-12J10.4"	"RP11-12J10.4"	0.368825614371557	4
"IBA57-AS1"	"IBA57-AS1"	0.370088273640103	3
"PVRIG"	"PVRIG"	0.37135471786658	4
"IFNA1"	"IFNA1"	0.373893183836411	5
"RP11-40F6.1"	"RP11-40F6.1"	0.374358782833111	3
"AC002398.13"	"AC002398.13"	0.374358782833111	4
"LINC01239"	"LINC01239"	0.374358782833111	2
"HOXA-AS2"	"HOXA-AS2"	0.375165926893647	3
"FGD2"	"FGD2"	0.377718431387972	3
"LGI4"	"LGI4"	0.378998192100909	4
"RPL37P1"	"RPL37P1"	0.380800305980018	3
"KLK7"	"KLK7"	0.382851503630665	3
"LAMA4"	"LAMA4"	0.384478606190243	1
"RP11-572O17.1"	"RP11-572O17.1"	0.384478606190243	2
"FPR1"	"FPR1"	0.385432065295351	3
"CMTM2"	"CMTM2"	0.385964734067316	5
"AC005083.1"	"AC005083.1"	0.39062122377954	3
"ELAVL3"	"ELAVL3"	0.39062122377954	4
"LINC01252"	"LINC01252"	0.391630803249025	3
"DKK1"	"DKK1"	0.392631536473981	1
"TGFBI"	"TGFBI"	0.392631536473981	1
"RP11-28H5.2"	"RP11-28H5.2"	0.392631536473981	1
"GAB3"	"GAB3"	0.393229813938631	4
"OBP2B"	"OBP2B"	0.393810997883081	2
"CXCR1"	"CXCR1"	0.394537610243476	3
"CYP4X1"	"CYP4X1"	0.395995865417295	2
"GFAP"	"GFAP"	0.395995865417295	2
"PRSS22"	"PRSS22"	0.397160203088397	3
