"Name"	"Score"	"freq_up"
"KRTAP2-2"	"KRTAP2-2"	0.398185394951916	3
"CTD-3035K23.7"	"CTD-3035K23.7"	0.398185394951916	2
"NPIPA8"	"NPIPA8"	0.398474998724557	4
"BTG1"	"BTG1"	0.401111586120188	3
"PLA2G7"	"PLA2G7"	0.402433376940346	3
"RP11-513G19.1"	"RP11-513G19.1"	0.402433376940346	3
"RP11-456D7.1"	"RP11-456D7.1"	0.405853538766991	4
"RP11-1029J19.4"	"RP11-1029J19.4"	0.406989915552386	4
"EEF1A1P11"	"EEF1A1P11"	0.407743843137259	4
"MT-TD"	"MT-TD"	0.408859526882841	4
"RP11-48B3.5"	"RP11-48B3.5"	0.409077282950023	4
"TMEM51-AS1"	"TMEM51-AS1"	0.409077282950023	3
"TCTEX1D2"	"TCTEX1D2"	0.409202592045588	2
"CTRC"	"CTRC"	0.411751146958381	4
"KRT37"	"KRT37"	0.413091570121172	4
"HOXC-AS3"	"HOXC-AS3"	0.413091570121172	3
"FTH1P7"	"FTH1P7"	0.413641724843029	2
"RP11-319G9.3"	"RP11-319G9.3"	0.415868159541498	3
"RP11-398C13.6"	"RP11-398C13.6"	0.417038675065188	1
"IFI16"	"IFI16"	0.417126797925519	4
"HHIP-AS1"	"HHIP-AS1"	0.417960764672424	4
"DRAXIN"	"DRAXIN"	0.419828576344195	3
"CREG2"	"CREG2"	0.422539650872614	3
"RP11-778D9.13"	"RP11-778D9.13"	0.422574807471522	2
"PLB1"	"PLB1"	0.424819435533495	2
"FGF2"	"FGF2"	0.425157195775145	1
"KLRD1"	"KLRD1"	0.426623683002359	3
"CTB-55O6.8"	"CTB-55O6.8"	0.427068585073756	3
"RPL12P42"	"RPL12P42"	0.429322245372926	2
"RIBC1"	"RIBC1"	0.431580405724431	3
"SATB1"	"SATB1"	0.433267133027972	1
"SPINK1"	"SPINK1"	0.436110183822152	2
"KRT83"	"KRT83"	0.439001057971688	3
"RP11-455O6.9"	"RP11-455O6.9"	0.439001057971688	3
"PSMB9"	"PSMB9"	0.440387908554194	3
"LARGE"	"LARGE"	0.441368494387517	1
"LINC00693"	"LINC00693"	0.443168554189329	4
"MIR4635"	"MIR4635"	0.445223270976045	2
"LINC00304"	"LINC00304"	0.44875760510218	3
"ARHGAP29"	"ARHGAP29"	0.449461287412298	2
"TMEM74"	"TMEM74"	0.449461287412298	2
"RP5-905G11.3"	"RP5-905G11.3"	0.449461287412298	1
"RP11-677M14.5"	"RP11-677M14.5"	0.449806409851369	3
"CTC-559E9.1"	"CTC-559E9.1"	0.451337426350188	4
"PSORS1C1"	"PSORS1C1"	0.451565999758414	3
"ALPP"	"ALPP"	0.454383633319437	3
"AC005062.2"	"AC005062.2"	0.454383633319437	3
"SPOCK3"	"SPOCK3"	0.4575455196555	2
"RP11-408O19.5"	"RP11-408O19.5"	0.4575455196555	1
"RP11-312B8.1"	"RP11-312B8.1"	0.4575455196555	2
"TUSC3"	"TUSC3"	0.461341146819201	2
"RP11-350E12.4"	"RP11-350E12.4"	0.465621198664982	1
"RP11-806O11.1"	"RP11-806O11.1"	0.465621198664982	1
"BCL2L14"	"BCL2L14"	0.465746444669757	3
"RP11-80I15.1"	"RP11-80I15.1"	0.467177165426269	5
"AC079753.5"	"AC079753.5"	0.470045511745855	3
"AC006042.8"	"AC006042.8"	0.470647326902242	2
"RP11-104F15.9"	"RP11-104F15.9"	0.470813590650718	4
"DYSF"	"DYSF"	0.474365281932907	3
"HIST1H2BE"	"HIST1H2BE"	0.477256620275162	4
"RP11-525A16.4"	"RP11-525A16.4"	0.478705734585519	3
"RP13-714J12.1"	"RP13-714J12.1"	0.480022459450537	2
"RP11-1275H24.2"	"RP11-1275H24.2"	0.481746927147596	3
"FAM131B"	"FAM131B"	0.487448602544418	3
"ATE1-AS1"	"ATE1-AS1"	0.489796991689832	3
"RP11-247A12.2"	"RP11-247A12.2"	0.490381227607724	3
"TP63"	"TP63"	0.491837321347013	2
"RP11-127B20.3"	"RP11-127B20.3"	0.491850974405622	4
"CAPN8"	"CAPN8"	0.491850974405622	3
"RP4-635E18.8"	"RP4-635E18.8"	0.493323009604799	4
"WNT11"	"WNT11"	0.496592849212032	3
"GK-AS1"	"GK-AS1"	0.496592849212032	2
"FBXW12"	"FBXW12"	0.497752837196926	3
"DNASE2B"	"DNASE2B"	0.497838533136562	2
"FAM83E"	"FAM83E"	0.498708019317579	4
"LRRC2-AS1"	"LRRC2-AS1"	0.501365157449024	2
"RP4-777L9.2"	"RP4-777L9.2"	0.50554934777472	4
"ID4"	"ID4"	0.505871559009046	2
"BVES"	"BVES"	0.506154163493296	3
"SYT8"	"SYT8"	0.508169036578752	4
"CLDN1"	"CLDN1"	0.508554902446379	3
"TEX9"	"TEX9"	0.509666187695122	4
"AC092620.3"	"AC092620.3"	0.51095978498011	2
"WFDC6"	"WFDC6"	0.515781939744367	2
"RDH16"	"RDH16"	0.517186095109044	3
"SLIT2"	"SLIT2"	0.521912094089784	2
"GRIA4"	"GRIA4"	0.521912094089784	2
"PXDN"	"PXDN"	0.52324294836038	4
"SMIM11A"	"SMIM11A"	0.525475521441187	3
"RPSAP18"	"RPSAP18"	0.525475521441187	2
"LINC01312"	"LINC01312"	0.529919618314019	1
"STK24-AS1"	"STK24-AS1"	0.529919618314019	1
"RN7SL832P"	"RN7SL832P"	0.530865076046341	4
"FAM209B"	"FAM209B"	0.530865076046341	4
"RP13-638C3.5"	"RP13-638C3.5"	0.530865076046341	3
"MAN1A1"	"MAN1A1"	0.532396300208548	3
"CCDC38"	"CCDC38"	0.535853919951183	4
"PLA2G4D"	"PLA2G4D"	0.537918656995982	2
"RP5-832C2.5"	"RP5-832C2.5"	0.537918656995982	2
"RPL23AP87"	"RPL23AP87"	0.538543826609967	3
"PODNL1"	"PODNL1"	0.540086360730621	3
"RP11-160E2.6"	"RP11-160E2.6"	0.540137850884949	2
"RP11-1057B6.1"	"RP11-1057B6.1"	0.542595670431789	2
"TMPRSS13"	"TMPRSS13"	0.543178205042178	3
"RP11-115D19.1"	"RP11-115D19.1"	0.545909217630409	1
"TPH1"	"TPH1"	0.547832896599081	3
"RP11-158M2.5"	"RP11-158M2.5"	0.553825787218499	4
"RP11-705O1.8"	"RP11-705O1.8"	0.553891307706742	1
"SCN11A"	"SCN11A"	0.554944581671959	2
"MZB1"	"MZB1"	0.554944581671959	2
"DLEC1"	"DLEC1"	0.559911871291856	4
"RP11-613H2.2"	"RP11-613H2.2"	0.560344506257483	4
"IL20RA"	"IL20RA"	0.561864934709127	1
"RP11-472M19.2"	"RP11-472M19.2"	0.561864934709127	3
"TUBAL3"	"TUBAL3"	0.561918573856727	3
"ODF3L2"	"ODF3L2"	0.562401417057803	2
"RP11-274B21.9"	"RP11-274B21.9"	0.562401417057803	3
"KLRK1"	"KLRK1"	0.563494886024732	4
"C12orf80"	"C12orf80"	0.564894883450591	2
"MARCH10"	"MARCH10"	0.564894883450591	2
"MAP1B"	"MAP1B"	0.565073441692795	3
"TMEM229B"	"TMEM229B"	0.56665423978744	3
"MUC13"	"MUC13"	0.56823727923042	3
"IFIT2"	"IFIT2"	0.56983010611642	1
"SCN9A"	"SCN9A"	0.56983010611642	1
"RP5-1182A14.5"	"RP5-1182A14.5"	0.569893538158758	3
"MIOX"	"MIOX"	0.574591828754395	4
"GJB2"	"GJB2"	0.577782523223093	3
"AC069513.4"	"AC069513.4"	0.577786829402189	1
"MIR3189"	"MIR3189"	0.579937456245196	2
"RP11-108P20.2"	"RP11-108P20.2"	0.579937456245196	3
"RP11-16E12.2"	"RP11-16E12.2"	0.580982152358644	3
"PDE3B"	"PDE3B"	0.585735112034716	1
"MYH4"	"MYH4"	0.585735112034716	1
"CUBN"	"CUBN"	0.585735112034716	1
"LA16c-358B7.4"	"LA16c-358B7.4"	0.585735112034716	1
"LCN2"	"LCN2"	0.585798328969941	3
"RP11-154J22.1"	"RP11-154J22.1"	0.59257892601892	3
"PEG10"	"PEG10"	0.593674961477	1
"GSTA1"	"GSTA1"	0.597114002276722	4
"RPSAP9"	"RPSAP9"	0.597114002276722	4
"RP4-644L1.2"	"RP4-644L1.2"	0.597662193679293	2
"RP11-147L13.14"	"RP11-147L13.14"	0.600367048915337	3
"KCNQ3"	"KCNQ3"	0.601606385186761	1
"KRT87P"	"KRT87P"	0.605263248061438	3
"OASL"	"OASL"	0.609529390616443	1
"CTD-2619J13.13"	"CTD-2619J13.13"	0.609529390616443	1
"RNVU1-4"	"RNVU1-4"	0.610436373395807	3
"CTD-2006H14.2"	"CTD-2006H14.2"	0.611822504861037	3
"RP11-1038A11.1"	"RP11-1038A11.1"	0.611822504861037	3
"TNNI2"	"TNNI2"	0.613467845223544	4
"STAG3"	"STAG3"	0.613467845223544	4
"CETN4P"	"CETN4P"	0.615115393632873	3
"P2RY6"	"P2RY6"	0.615572243755746	2
"FGF3"	"FGF3"	0.615572243755746	3
"LINC01311"	"LINC01311"	0.617443985213213	1
"CRLF2"	"CRLF2"	0.621727643331651	3
"CTB-12A17.2"	"CTB-12A17.2"	0.625046984608042	4
"MB"	"MB"	0.625350176418968	1
"BZRAP1"	"BZRAP1"	0.625350176418968	2
"RP11-79P5.9"	"RP11-79P5.9"	0.625350176418968	2
"RP11-350D17.2"	"RP11-350D17.2"	0.630042489147377	3
"MEX3B"	"MEX3B"	0.630042489147377	4
"RP11-999E24.3"	"RP11-999E24.3"	0.631068663916684	2
"TAPT1-AS1"	"TAPT1-AS1"	0.633247971670339	2
"FAM27E3"	"FAM27E3"	0.633664249976436	3
"RP11-338N10.1"	"RP11-338N10.1"	0.633664249976436	3
"PRSS27"	"PRSS27"	0.635057754748157	3
"CTC-490E21.14"	"CTC-490E21.14"	0.636733895398688	3
"IL17C"	"IL17C"	0.638866348743271	2
"C10orf95"	"C10orf95"	0.640092747234501	3
"HIST1H2BD"	"HIST1H2BD"	0.640092747234501	4
"ADGRB1"	"ADGRB1"	0.640092747234501	4
"RP11-1275H24.3"	"RP11-1275H24.3"	0.641137378398686	1
"AC005071.3"	"AC005071.3"	0.641775455857623	4
"C10orf111"	"C10orf111"	0.64901840403011	3
"CTC-523E23.5"	"CTC-523E23.5"	0.651739987427677	4
"RP3-399L15.3"	"RP3-399L15.3"	0.653615572702335	3
"RP1-89D4.1"	"RP1-89D4.1"	0.655315738947644	3
"MT-TN"	"MT-TN"	0.655315738947644	3
"AC068831.16"	"AC068831.16"	0.656891055985452	1
"OVOL2"	"OVOL2"	0.658722599007647	4
"IL15"	"IL15"	0.66042929016545	3
"LMCD1"	"LMCD1"	0.662138153630109	3
"GPR35"	"GPR35"	0.662138153630109	3
"HES7"	"HES7"	0.66556239211952	4
"RP11-305L7.1"	"RP11-305L7.1"	0.66556239211952	4
"DIRC3"	"DIRC3"	0.672611268524958	1
"RP11-498C9.4"	"RP11-498C9.4"	0.672611268524958	1
"ITGB3"	"ITGB3"	0.675682870140804	2
"RP11-690G19.4"	"RP11-690G19.4"	0.678339123853481	2
"PRAM1"	"PRAM1"	0.678339123853481	3
"GGT5"	"GGT5"	0.680458843924526	2
"RP11-1055B8.9"	"RP11-1055B8.9"	0.680458843924526	1
"C6orf25"	"C6orf25"	0.681078638009553	3
"SLC6A16"	"SLC6A16"	0.684550443574805	3
"PLXNB1"	"PLXNB1"	0.686289576821576	3
"MICAL1"	"MICAL1"	0.686289576821576	3
"RP11-113C12.4"	"RP11-113C12.4"	0.686328744907646	2
"BHMG1"	"BHMG1"	0.688298075278823	1
"RP11-267A15.3"	"RP11-267A15.3"	0.688298075278823	2
"RP11-341N2.1"	"RP11-341N2.1"	0.688298075278823	2
"NECAB1"	"NECAB1"	0.691519881636495	4
"FMNL1"	"FMNL1"	0.693267613580752	3
"CFL1P1"	"CFL1P1"	0.694349457740099	3
"RP13-476E20.1"	"RP13-476E20.1"	0.695017491674978	4
"RP11-462B18.2"	"RP11-462B18.2"	0.696128969982429	2
"RP11-561B11.2"	"RP11-561B11.2"	0.696769514501255	3
"NPC2"	"NPC2"	0.696769514501255	3
"KIAA0556"	"KIAA0556"	0.698000424898479	4
"AC005009.1"	"AC005009.1"	0.702038437132332	3
"TBX15"	"TBX15"	0.702401008452462	3
"LINC00598"	"LINC00598"	0.703951535424681	1
"RN7SL521P"	"RN7SL521P"	0.703951535424681	1
"GRHL3"	"GRHL3"	0.710483144100022	2
"RP11-96O20.5"	"RP11-96O20.5"	0.710483144100022	3
"PFN1P1"	"PFN1P1"	0.71263399691976	4
"RP11-1299A16.3"	"RP11-1299A16.3"	0.713183942386378	2
"CTD-2134A5.4"	"CTD-2134A5.4"	0.714407388191713	3
"RP11-277P12.20"	"RP11-277P12.20"	0.715888101682165	3
"SLC9A9"	"SLC9A9"	0.716182908332435	3
"FAM129C"	"FAM129C"	0.717960555875837	4
"KRT18P17"	"KRT18P17"	0.71859561268946	2
"FOXL2NB"	"FOXL2NB"	0.721306466122038	2
"RP11-505E24.2"	"RP11-505E24.2"	0.724020652705364	2
"CTD-3126B10.4"	"CTD-3126B10.4"	0.725092390616119	5
"BASP1"	"BASP1"	0.726738163176583	2
"CTD-2378E12.1"	"CTD-2378E12.1"	0.726880653043359	3
"IFIT1"	"IFIT1"	0.72736932999809	1
"RP11-128A17.2"	"RP11-128A17.2"	0.728671033993933	3
"RP11-538D16.2"	"RP11-538D16.2"	0.730463531974226	5
"RP11-324I22.4"	"RP11-324I22.4"	0.734054873030042	3
"CTB-75G16.3"	"CTB-75G16.3"	0.735158652183525	1
"RP11-346C20.4"	"RP11-346C20.4"	0.735158652183525	1
"STX19"	"STX19"	0.737641259091596	2
"RP11-474G23.3"	"RP11-474G23.3"	0.740375250467628	2
"FLG-AS1"	"FLG-AS1"	0.743070168388676	4
"DBH"	"DBH"	0.750712426732661	3
"LINC01564"	"LINC01564"	0.750712426732661	1
"SRRM2-AS1"	"SRRM2-AS1"	0.753348959851888	4
"FOXCUT"	"FOXCUT"	0.756847517448729	2
"AC019186.1"	"AC019186.1"	0.756847517448729	2
"CTB-50L17.9"	"CTB-50L17.9"	0.757707581272431	4
"APOBEC3G"	"APOBEC3G"	0.759163659791964	4
"MT-TG"	"MT-TG"	0.762364079702743	4
"MIA"	"MIA"	0.763088781831984	3
"U47924.31"	"U47924.31"	0.76492121445838	3
"DTX3"	"DTX3"	0.76512715852366	2
"IFIT3"	"IFIT3"	0.766233090546265	2
"SERTAD4"	"SERTAD4"	0.766233090546265	1
"PDIA2"	"PDIA2"	0.766233090546265	2
"SPI1"	"SPI1"	0.766755733435195	3
"RP11-94H18.1"	"RP11-94H18.1"	0.770662866109496	2
"CASC10"	"CASC10"	0.772271792712966	4
"LRG1"	"LRG1"	0.773981024292707	2
"RASSF8-AS1"	"RASSF8-AS1"	0.773981024292707	1
"ARF4P2"	"ARF4P2"	0.773981024292707	2
"C9orf173"	"C9orf173"	0.774114641317712	4
"TMEM169"	"TMEM169"	0.774114641317712	4
"RP11-254F7.2"	"RP11-254F7.2"	0.7778065722701	5
"TMLHE-AS1"	"TMLHE-AS1"	0.7778065722701	3
"RP11-85A1.3"	"RP11-85A1.3"	0.778990166362599	2
"TMX4"	"TMX4"	0.778990166362599	3
"RP11-798G7.6"	"RP11-798G7.6"	0.781720702383389	1
"RP11-399K21.14"	"RP11-399K21.14"	0.781720702383389	3
"ETV6"	"ETV6"	0.783360029118329	3
"KRCC1"	"KRCC1"	0.785215324437304	3
"SYCP2"	"SYCP2"	0.785215324437304	4
"CYP2C8"	"CYP2C8"	0.787072688593328	3
"RP11-806H10.4"	"RP11-806H10.4"	0.787072688593328	3
"RP11-749I16.3"	"RP11-749I16.3"	0.787345736309217	3
"RP1-249I4.2"	"RP1-249I4.2"	0.787345736309217	2
"RP11-68I18.10"	"RP11-68I18.10"	0.788932119972303	3
"BNC2"	"BNC2"	0.789452132150151	1
"LPAR6"	"LPAR6"	0.789452132150151	1
"VWA3A"	"VWA3A"	0.79452280125164	3
"SMIM14"	"SMIM14"	0.79452280125164	3
"RP11-645C24.5"	"RP11-645C24.5"	0.802005885524392	3
"SOX4"	"SOX4"	0.802086256527318	4
"RP11-556N21.1"	"RP11-556N21.1"	0.803881796146184	3
"ACSL5"	"ACSL5"	0.804890276013248	1
"EYA4"	"EYA4"	0.804890276013248	1
"CIART"	"CIART"	0.805759759301908	4
"RP11-350N15.5"	"RP11-350N15.5"	0.806950639369627	2
"LYZ"	"LYZ"	0.809521836611702	4
"FMN1"	"FMN1"	0.80976361680565	2
"RP11-734K2.4"	"RP11-734K2.4"	0.812579636724011	2
"RP11-236L14.2"	"RP11-236L14.2"	0.813292104211497	3
"GCOM2"	"GCOM2"	0.815180305216503	3
"TDRD6"	"TDRD6"	0.818718879223818	4
"DENND2A"	"DENND2A"	0.81896283329871	3
"CTD-3131K8.3"	"CTD-3131K8.3"	0.820295514432589	3
"RP11-375N15.2"	"RP11-375N15.2"	0.820295514432589	2
"GPC2"	"GPC2"	0.820857157030207	3
"XXbac-BPG157A10.21"	"XXbac-BPG157A10.21"	0.820857157030207	3
"TUBB8"	"TUBB8"	0.824651915483579	3
"CREB5"	"CREB5"	0.827985812375151	1
"RP11-475I24.3"	"RP11-475I24.3"	0.829539151096926	4
"TMC5"	"TMC5"	0.830359305364223	3
"MIR503HG"	"MIR503HG"	0.832376219996998	3
"RP11-258F22.1"	"RP11-258F22.1"	0.835216260545692	3
"IFI27"	"IFI27"	0.835667905875538	1
"SLC24A4"	"SLC24A4"	0.83799755817944	3
"GATS"	"GATS"	0.839912181399475	3
"RP1-7G5.5"	"RP1-7G5.5"	0.840905221387389	3
"CTC-529P8.1"	"CTC-529P8.1"	0.840905221387389	2
"MTMR10"	"MTMR10"	0.841828825206161	3
"RP11-288L9.4"	"RP11-288L9.4"	0.843341802229181	1
"FAHD2A"	"FAHD2A"	0.843747487883632	4
"RP11-156K13.1"	"RP11-156K13.1"	0.843754124107864	2
"RP11-223A3.1"	"RP11-223A3.1"	0.847590862970528	3
"RP13-1032I1.7"	"RP13-1032I1.7"	0.851007508726321	1
"STX1B"	"STX1B"	0.855179012500961	2
"BEAN1"	"BEAN1"	0.855301763720689	4
"AC006277.3"	"AC006277.3"	0.85866503265201	1
"KRT9"	"KRT9"	0.864985528696238	3
"RP11-392O17.1"	"RP11-392O17.1"	0.866314381286114	1
"RP1-118J21.25"	"RP1-118J21.25"	0.866314381286114	1
"RP11-277B15.3"	"RP11-277B15.3"	0.87395556190332	2
"PTCH1"	"PTCH1"	0.87528394206415	3
"RP11-82L18.2"	"RP11-82L18.2"	0.876671961675795	3
"PIK3R3"	"PIK3R3"	0.878626666793416	3
"CTD-2591A1.1"	"CTD-2591A1.1"	0.881053904623315	2
"THSD7A"	"THSD7A"	0.881588581773131	1
"FCMR"	"FCMR"	0.88254203215232	3
"HCG23"	"HCG23"	0.883943125502109	3
"RP11-696F12.1"	"RP11-696F12.1"	0.883943125502109	2
"CTSO"	"CTSO"	0.886465325779708	3
"RP11-1277A3.2"	"RP11-1277A3.2"	0.886835161293589	2
"PRELID1P4"	"PRELID1P4"	0.889213448159877	1
"MYH13"	"MYH13"	0.889213448159877	1
"CTHRC1"	"CTHRC1"	0.889213448159877	2
"HDAC9"	"HDAC9"	0.890396533354891	3
"ASS1P10"	"ASS1P10"	0.894335640505978	3
"FOXN4"	"FOXN4"	0.895528072188317	2
"PHLDB2"	"PHLDB2"	0.904438749515621	1
"RP11-87G24.3"	"RP11-87G24.3"	0.90620021493313	4
"SH2D4B"	"SH2D4B"	0.90620021493313	3
"AC091849.1"	"AC091849.1"	0.907157508294833	3
"GAS6-AS2"	"GAS6-AS2"	0.908184516008653	4
"RP11-299G20.2"	"RP11-299G20.2"	0.912039198987416	2
"HNRNPA1P30"	"HNRNPA1P30"	0.912158992039192	3
"CTD-2199O4.6"	"CTD-2199O4.6"	0.914149163331968	3
"AC104655.3"	"AC104655.3"	0.916141287696425	3
"RP5-837J1.4"	"RP5-837J1.4"	0.919631523981748	1
"LL21NC02-1C16.1"	"LL21NC02-1C16.1"	0.920131388281866	4
"RP11-2B6.3"	"RP11-2B6.3"	0.920929851691684	4
"AP000255.6"	"AP000255.6"	0.921756034294105	2
"SLC24A2"	"SLC24A2"	0.924683885291421	2
"PRKG1-AS1"	"PRKG1-AS1"	0.927215731737102	1
"RP11-500G10.5"	"RP11-500G10.5"	0.927215731737102	3
"P3H2"	"P3H2"	0.927614431795707	2
"YPEL3"	"YPEL3"	0.934157990777607	3
"ABCA4"	"ABCA4"	0.934791829486804	2
"RP11-634H22.1"	"RP11-634H22.1"	0.934791829486804	1
"P2RX7"	"P2RX7"	0.942359824459023	1
"RP13-192B19.2"	"RP13-192B19.2"	0.944235065992204	3
"CTC-273B12.10"	"CTC-273B12.10"	0.949919723876773	1
"CD24"	"CD24"	0.950304428156272	3
"RP11-147L13.2"	"RP11-147L13.2"	0.950304428156272	3
"CD72"	"CD72"	0.952331390411416	3
"RP11-163E9.2"	"RP11-163E9.2"	0.954109258185287	2
"LL09NC01-251B2.3"	"LL09NC01-251B2.3"	0.957471534957914	2
"KRTAP5-9"	"KRTAP5-9"	0.958423775274674	4
"NOXA1"	"NOXA1"	0.964533367375322	3
"ARMC12"	"ARMC12"	0.971890373060805	2
"EXOC5P1"	"EXOC5P1"	0.971890373060805	2
"FAM186A"	"FAM186A"	0.972025499418597	4
"RP11-334C17.3"	"RP11-334C17.3"	0.972550920956078	1
"LGMN"	"LGMN"	0.976803967019615	3
"ESRRB"	"ESRRB"	0.98007851028309	2
"ADAM28"	"ADAM28"	0.98007851028309	1
"MTND3P25"	"MTND3P25"	0.980909344786353	3
"DLG5-AS1"	"DLG5-AS1"	0.982964870844564	3
"TMEM154"	"TMEM154"	0.985022285771739	3
"CCL24"	"CCL24"	0.989142774473248	3
"FLJ30679"	"FLJ30679"	0.995109517579381	2
"LINC01424"	"LINC01424"	0.995109517579381	1
"ZNF608"	"ZNF608"	0.995337625470616	3
"MIR4489"	"MIR4489"	0.995337625470616	4
"AC009120.11"	"AC009120.11"	0.995741674321476	2
"MAGI2"	"MAGI2"	0.99740633278943	3
"RP11-261C10.5"	"RP11-261C10.5"	0.998734404405456	2
"CD33"	"CD33"	1	1
"PGM5-AS1"	"PGM5-AS1"	1	2
"RP11-1008C21.2"	"RP11-1008C21.2"	1	1
"SSTR5-AS1"	"SSTR5-AS1"	1	1
"FBXO15"	"FBXO15"	1	2
"TBCAP3"	"TBCAP3"	1	1
"SCN2A"	"SCN2A"	1	1
"LGR4"	"LGR4"	1	1
"RP11-115D19.3"	"RP11-115D19.3"	1	2
"TSLP"	"TSLP"	1	2
"CYP24A1"	"CYP24A1"	1	1
"RN7SL468P"	"RN7SL468P"	1	1
"RP11-477H21.2"	"RP11-477H21.2"	1	1
"RP11-115D19.2"	"RP11-115D19.2"	1	1
"NFIA"	"NFIA"	1	1
"RP11-366L5.1"	"RP11-366L5.1"	1	3
"AC009299.4"	"AC009299.4"	1	1
"ANKRD29"	"ANKRD29"	1	1
"NCKAP5"	"NCKAP5"	1	1
"UOX"	"UOX"	1	1
"AC092614.2"	"AC092614.2"	1	2
"IFI6"	"IFI6"	1	1
"ESR1"	"ESR1"	1	1
"RGS2"	"RGS2"	1	1
"B3GALT1"	"B3GALT1"	1	2
"TMEM150B"	"TMEM150B"	1	1
"RP4-800J21.3"	"RP4-800J21.3"	1	1
"ETV7"	"ETV7"	1	1
"RP11-324O2.3"	"RP11-324O2.3"	1	1
"ILDR2"	"ILDR2"	1	1
"DHX58"	"DHX58"	1	3
"STPG2-AS1"	"STPG2-AS1"	1	1
"SH3BGRL2"	"SH3BGRL2"	1	2
"CAPN13"	"CAPN13"	1	1
"CR2"	"CR2"	1	1
"RP11-732A19.1"	"RP11-732A19.1"	1	2
"EXOC3L2"	"EXOC3L2"	1	1
"LRP1B"	"LRP1B"	1	1
"RP11-463O9.1"	"RP11-463O9.1"	1	2
"MGAM"	"MGAM"	1	1
"RP11-550H2.2"	"RP11-550H2.2"	1	1
"PLEKHG4"	"PLEKHG4"	1	2
"CACNB4"	"CACNB4"	1	2
"HAS3"	"HAS3"	1	1
"RP11-500G22.4"	"RP11-500G22.4"	1	3
"RP3-325F22.5"	"RP3-325F22.5"	1	1
"RP11-394O4.3"	"RP11-394O4.3"	1	1
"BAAT"	"BAAT"	1	2
"RINL"	"RINL"	1	1
"FOXD4L4"	"FOXD4L4"	1	1
"RP5-935K16.2"	"RP5-935K16.2"	1	2
"FMNL2"	"FMNL2"	1	1
"ANK1"	"ANK1"	1	2
"IGSF11"	"IGSF11"	1	1
"EFCC1"	"EFCC1"	1	1
"RP11-462G12.1"	"RP11-462G12.1"	1	1
"RP11-259N19.1"	"RP11-259N19.1"	1	1
"SCML2"	"SCML2"	1	1
"GUSBP2"	"GUSBP2"	1	2
"PATL2"	"PATL2"	1	1
"CCR10"	"CCR10"	1	3
"RP11-550H2.1"	"RP11-550H2.1"	1	1
"KLRG1"	"KLRG1"	1	2
"LINC00311"	"LINC00311"	1	1
"XXbac-BPG294E21.9"	"XXbac-BPG294E21.9"	1	3
"LINC00896"	"LINC00896"	1	2
"LINC00898"	"LINC00898"	1	2
"RP11-314A20.2"	"RP11-314A20.2"	1	2
"FOXD4L3"	"FOXD4L3"	1	3
"RP11-533E19.5"	"RP11-533E19.5"	1	1
"ACTA2"	"ACTA2"	1	1
"LAMP3"	"LAMP3"	1	2
"AP000442.4"	"AP000442.4"	1	3
"RP11-323I15.2"	"RP11-323I15.2"	1	1
"SLC15A3"	"SLC15A3"	1	1
"RP11-1100L3.8"	"RP11-1100L3.8"	1	1
"RP11-1072C15.6"	"RP11-1072C15.6"	1	1
"MAML3"	"MAML3"	1	1
"IGF2BP3"	"IGF2BP3"	1	1
"RP11-94C24.8"	"RP11-94C24.8"	1	2
"AC009950.2"	"AC009950.2"	1	1
"RUFY4"	"RUFY4"	1	2
"AC004221.2"	"AC004221.2"	1	2
"CTA-246H3.8"	"CTA-246H3.8"	1	1
"KCTD12"	"KCTD12"	1	1
"HMGA1P4"	"HMGA1P4"	1	2
"ANKRD31"	"ANKRD31"	1	1
"C5"	"C5"	1	3
"TRIM34"	"TRIM34"	1	1
"ZG16B"	"ZG16B"	1	2
"CTD-2014B16.3"	"CTD-2014B16.3"	1	1
"RP11-88H12.2"	"RP11-88H12.2"	1	2
"LRRC37A9P"	"LRRC37A9P"	1	1
"RP11-723O4.6"	"RP11-723O4.6"	1	1
"PAH"	"PAH"	1	1
"LTB"	"LTB"	1	2
"PRKCQ"	"PRKCQ"	1	1
"KCTD19"	"KCTD19"	1	1
"HRASLS2"	"HRASLS2"	1	2
"PKIB"	"PKIB"	1	1
"FOXD4L5"	"FOXD4L5"	1	2
"LHFPL5"	"LHFPL5"	1	3
"RP11-461A8.4"	"RP11-461A8.4"	1	2
"CMB9-94B1.2"	"CMB9-94B1.2"	1	3
"OAS3"	"OAS3"	1	1
"ABHD10"	"ABHD10"	1	1
"RP11-579D7.4"	"RP11-579D7.4"	1	1
"RP11-314C16.1"	"RP11-314C16.1"	1	2
"ANKRD24"	"ANKRD24"	1	1
"PARP9"	"PARP9"	1	1
"SAMD5"	"SAMD5"	1	1
"RP11-503N18.4"	"RP11-503N18.4"	1	1
"RP11-359B12.2"	"RP11-359B12.2"	1	1
"LINC01366"	"LINC01366"	1	1
"RP11-407N8.6"	"RP11-407N8.6"	1	2
"PBX1"	"PBX1"	1	1
"TSPAN5"	"TSPAN5"	1	1
"RP11-677M14.7"	"RP11-677M14.7"	1	2
"FAM198B"	"FAM198B"	1	1
"AC012442.5"	"AC012442.5"	1	2
"RP11-637A17.2"	"RP11-637A17.2"	1	3
"SSTR5"	"SSTR5"	1	1
"KCNF1"	"KCNF1"	1	1
