"","x"
"2262","FAM21EP"
"2263","RP11-486O12.2"
"2264","RP11-702L15.4"
"2265","RP11-146N23.1"
"2266","AC113189.5"
"2267","RP11-290D2.3"
"2268","PIK3CD-AS2"
"2269","RP5-997D16.2"
"2270","GS1-124K5.4"
"2271","RP11-57B24.1"
"2272","AC006116.17"
"2273","AFTPH"
"2274","RP9P"
"2275","RP11-295D4.1"
"2276","RP13-942N8.1"
"2277","SFXN5"
"2278","FRG1CP"
"2279","NAGLU"
"2280","TRIM80P"
"2281","DNM1"
"2282","RP11-503E24.2"
"2283","RP11-363J20.1"
"2284","RP11-81A1.6"
"2285","RP1-266L20.2"
"2286","RP11-83B20.1"
"2287","ZNF771"
"2288","RP11-649A18.12"
"2289","RP11-133K1.11"
"2290","CTD-2284J15.1"
"2291","AC002306.1"
"2292","SYCE1L"
"2293","PRR5"
"2294","RP11-68I3.10"
"2295","RP11-798M19.6"
"2296","AC010883.5"
"2297","CHURC1"
"2298","SEPT4-AS1"
"2299","KIAA0922"
"2300","PVRL3-AS1"
"2301","F8A1"
"2302","RP11-267M23.1"
"2303","RP11-93K22.13"
"2304","RP11-572O6.1"
"2305","RP11-932O9.7"
"2306","SPATA31A1"
"2307","NOTCH4"
"2308","AC253572.1"
"2309","RP11-83N9.5"
"2310","S100A3"
"2311","DNAJB13"
"2312","NDUFV2-AS1"
"2313","RIC8B"
"2314","RNU6-1201P"
"2315","TOPORS-AS1"
"2316","RP11-589N15.2"
"2317","RP11-21L23.2"
"2318","MTMR8"
"2319","AC011753.5"
"2320","RP11-539L10.3"
"2321","RP1-40E16.12"
"2322","RP11-298I3.4"
"2323","SCART1"
"2324","CDRT15P1"
"2325","FGF22"
"2326","AC007773.2"
"2327","NPM1P46"
"2328","RP11-1023L17.1"
"2329","URB1-AS1"
"2330","PHACTR2"
"2331","MNX1"
"2332","RP11-452G18.2"
"2333","LAMTOR4"
"2334","ALDOB"
"2335","CTB-129O4.1"
"2336","AC008697.1"
"2337","SNORA40"
"2338","CTC-205M6.1"
"2339","CTD-2012J19.3"
"2340","LINC01135"
"2341","FAM213B"
"2342","ZNF674-AS1"
"2343","DSTNP1"
"2344","RP11-16N11.2"
"2345","TXNDC16"
"2346","RP11-563J2.3"
"2347","RP3-402G11.26"
"2348","DNAJC19P5"
"2349","RP11-21K12.3"
"2350","C3orf20"
"2351","TOR1B"
"2352","PXMP4"
"2353","RP6-74O6.6"
"2354","AC068282.3"
"2355","CRHR2"
"2356","AC006077.3"
"2357","AADACL2-AS1"
"2358","CTB-179K24.3"
"2359","FAM20A"
"2360","KCNJ10"
"2361","MARCKSL1P1"
"2362","RP11-455F5.3"
"2363","RP11-363E6.4"
"2364","RP11-431K24.3"
"2365","PPP1R10"
"2366","RP11-572M11.4"
"2367","RP11-65J3.14"
"2368","RPL17P50"
"2369","CTA-204B4.2"
"2370","RP11-47I22.2"
"2371","MIR3180-1"
"2372","ZNF594"
"2373","RP3-426I6.6"
"2374","RP5-890E16.2"
"2375","CFAP100"
"2376","RP11-814H16.2"
"2377","HCG18"
"2378","ABCC11"
"2379","RP11-1094H24.4"
"2380","RP13-314C10.5"
"2381","CPB2"
"2382","RP11-629B11.5"
"2383","SCAMP1-AS1"
"2384","RP11-74E22.8"
"2385","RNF2P1"
"2386","RP11-347I19.8"
"2387","AC142528.1"
"2388","DUX4L50"
"2389","RP11-204L24.2"
"2390","RP11-334C17.6"
"2391","RP3-475N16.1"
"2392","SUZ12P1"
"2393","CECR5-AS1"
"2394","CTC-1337H24.4"
"2395","SPDYE5"
"2396","ARIH2OS"
"2397","RP11-466F5.8"
"2398","C11orf71"
"2399","COA3"
"2400","U47924.27"
"2401","ATP2A1-AS1"
"2402","RP11-466G12.2"
"2403","RP11-96C23.9"
"2404","SETP20"
"2405","RP11-415J8.7"
"2406","SLC41A3"
"2407","RAF1"
"2408","CTC-281F24.3"
"2409","RP11-97C16.1"
"2410","RP11-777F6.3"
"2411","RP11-474I11.8"
"2412","CTD-2514C3.1"
"2413","KIAA1147"
"2414","RAB33B"
"2415","RP11-770G2.2"
"2416","RP11-499O7.7"
"2417","IFNA20P"
"2418","RP5-827C21.4"
"2419","FAM200B"
"2420","RP11-358B23.6"
"2421","A2M-AS1"
"2422","HOTTIP"
"2423","EIF3J-AS1"
"2424","CELF5"
"2425","RP11-4B16.1"
"2426","AC008592.3"
"2427","RPL36AP43"
"2428","RP11-7F18.2"
"2429","LINC01006"
"2430","EPB41L4A-AS2"
"2431","RPL9P29"
"2432","RP11-320G10.1"
"2433","MT1X"
"2434","FAM81B"
"2435","RP11-582J16.5"
"2436","LANCL2"
"2437","PHKA2-AS1"
"2438","CTB-133G6.1"
"2439","AC005052.1"
"2440","BHLHB9"
"2441","ROCK1P1"
"2442","AC073063.10"
"2443","RPL32P3"
"2444","RP11-490M8.1"
"2445","MCCC1"
"2446","SPAG7"
"2447","RHBDD3"
"2448","MRPS36P2"
"2449","COMT"
"2450","RP11-398C13.6"
"2451","TSTD2"
"2452","TMUB1"
"2453","GJB1"
"2454","SMG7-AS1"
"2455","GUCY2D"
"2456","RP13-1032I1.7"
"2457","MTHFD2L"
"2458","RP11-229P13.25"
"2459","LRFN4"
"2460","RP11-104N10.1"
"2461","UFSP1"
"2462","CTD-2203K17.1"
"2463","SPACA6P-AS"
"2464","MIR103A2"
"2465","EZR-AS1"
"2466","RP11-486A14.1"
"2467","CTD-3014M21.1"
"2468","CTB-33G10.1"
"2469","KLHDC10"
"2470","AC145343.2"
"2471","POU3F2"
"2472","ACHE"
"2473","snoU13"
"2474","RP11-231N3.1"
"2475","B9D2"
"2476","AC016831.6"
"2477","RP11-677M14.3"
"2478","MRPL43"
"2479","RP11-574K11.24"
"2480","KHDC1"
"2481","RP11-11M20.4"
"2482","RP11-159H3.1"
"2483","MED22"
"2484","NUDT1"
"2485","CTD-2589M5.5"
"2486","RNU6-481P"
"2487","RP1-168L15.5"
"2488","CTB-40H15.4"
"2489","AC090810.1"
"2490","WDR5B"
"2491","RP11-707G18.1"
"2492","RBM23"
"2493","RP11-649E7.8"
"2494","C19orf45"
"2495","PCBP2-OT1"
"2496","GPR180"
"2497","ASCL5"
"2498","CTD-3113P16.11"
"2499","MTND5P28"
"2500","LINC00543"
"2501","MIF-AS1"
"2502","CDKL3"
"2503","RPS20P31"
"2504","AC019118.4"
"2505","SS18L2"
"2506","RP11-128N14.5"
"2507","RP11-127L20.3"
"2508","AC141586.5"
"2509","YAE1D1"
"2510","ZFPM2"
"2511","RP11-184A2.3"
"2512","KRT8P33"
"2513","AP000487.5"
"2514","TSTA3"
"2515","AP001619.2"
"2516","C2orf42"
"2517","C15orf40"
"2518","RP11-1055B8.9"
"2519","ARMCX5-GPRASP2"
"2520","RP11-111H13.1"
"2521","RP11-79O8.1"
"2522","FRG1JP"
"2523","RP11-481J2.4"
"2524","WDR11-AS1"
"2525","ALG1L6P"
"2526","RP11-326C3.11"
"2527","CTD-3074O7.5"
"2528","TRIM52"
"2529","CTD-2378E12.1"
"2530","RP1-309F20.3"
"2531","RP11-520H14.7"
"2532","EFCAB11"
"2533","WWOX"
"2534","RP1-224A6.9"
"2535","SMG5"
"2536","AP001462.6"
"2537","RP11-677M14.7"
"2538","CMIP"
"2539","ADPRHL2"
"2540","CHI3L2"
"2541","TTC9C"
"2542","CTDSP1"
"2543","TCERG1L-AS1"
"2544","KCNC3"
"2545","RP11-196G18.22"
"2546","MPP4"
"2547","FBXO46"
"2548","VWA3B"
"2549","KB-1732A1.1"
"2550","RNU6-50P"
"2551","RP11-893F2.18"
"2552","RP11-332H14.2"
"2553","STAG3L2"
"2554","SH2D7"
"2555","RPL7AP6"
"2556","C9orf147"
"2557","HEXA-AS1"
"2558","CUTA"
"2559","RP5-1056H1.2"
"2560","AGGF1P1"
"2561","RP11-568N6.1"
"2562","AC002117.1"
"2563","CCDC13-AS1"
"2564","FLT3"
"2565","RP5-905G11.3"
"2566","LL22NC01-81G9.3"
"2567","JADE2"
"2568","CTD-3051D23.4"
"2569","VKORC1"
"2570","RP11-513M16.8"
"2571","CHRNA7"
"2572","RNU6-856P"
"2573","METTL21B"
"2574","AC007038.7"
"2575","RP11-412D9.4"
"2576","CTD-2288F12.1"
"2577","RP11-1G11.2"
"2578","RP11-138H8.6"
"2579","MED11"
"2580","XXbac-BPG299F13.14"
"2581","ENO1-AS1"
"2582","CRYBB2P1"
"2583","NT5C2"
"2584","RP3-441A12.1"
"2585","RP11-17M16.2"
"2586","PTGES2-AS1"
"2587","CTF1"
"2588","RP11-261P13.6"
"2589","AL662800.1"
"2590","RP11-81A22.5"
"2591","C19orf71"
"2592","SPATA24"
"2593","CDAN1"
"2594","CECR7"
"2595","PCAT7"
"2596","SNORA15"
"2597","RP11-104L21.2"
"2598","CDADC1"
"2599","RP11-463O9.9"
"2600","STX11"
"2601","MED7"
"2602","TCTA"
"2603","MIAT"
"2604","ASB1"
"2605","VSTM2L"
"2606","N4BP2"
"2607","AP003774.4"
"2608","ID2-AS1"
"2609","CTD-2017D11.1"
"2610","RP11-185E8.2"
"2611","KRTAP2-4"
"2612","RP11-159D12.3"
"2613","NPIPB6"
"2614","RP11-817O13.8"
"2615","RP11-314A20.2"
"2616","LRTOMT"
"2617","MBLAC1"
"2618","RP11-55K13.1"
"2619","PTGR1"
"2620","RP1-80N2.4"
"2621","SMYD4"
"2622","MFSD14A"
"2623","LINC00467"
"2624","RP4-694B14.8"
"2625","PCDHGA11"
"2626","RNU6-834P"
"2627","MYLK-AS1"
"2628","PPP1R3E"
"2629","ACBD4"
"2630","PGS1"
"2631","RP4-777L9.2"
"2632","NFKBIA"
"2633","ZKSCAN7"
"2634","RP5-968P14.2"
"2635","RP11-417L19.4"
"2636","ZNF586"
"2637","PMS2P3"
"2638","RP11-596C23.2"
"2639","CTD-2529P6.4"
"2640","RP11-105N14.1"
"2641","HCG25"
"2642","RP11-6N17.4"
"2643","CTD-2262B20.1"
"2644","APC2"
"2645","C2orf48"
"2646","RP11-666A8.7"
"2647","ARRDC1-AS1"
"2648","TP53BP1"
"2649","NAT14"
"2650","RP11-14I17.1"
"2651","Six3os1_1"
"2652","PHACTR2P1"
"2653","TXLNA"
"2654","TSPAN10"
"2655","LINC00562"
"2656","FAM185BP"
"2657","AGBL5-IT1"
"2658","Six3os1_2"
"2659","THRB-AS1"
"2660","RNPC3"
"2661","RP4-760C5.3"
"2662","SNORD6"
"2663","RP11-152P23.2"
"2664","LAGE3P1"
"2665","TMPO-AS1"
"2666","PAN3-AS1"
"2667","RP11-432J22.2"
"2668","FAM107B"
"2669","RP11-133K1.9"
"2670","LA16c-306A4.2"
"2671","RNF25"
"2672","TTC39C-AS1"
"2673","RP11-484K9.4"
"2674","CSNK1G2"
"2675","TSSK6"
"2676","RP11-351I24.1"
"2677","SHD"
"2678","SNAI3-AS1"
"2679","MED15P9"
"2680","ZFC3H1"
"2681","AC090154.1"
"2682","STK38L"
"2683","YTHDF3-AS1"
"2684","LA16c-358B7.4"
"2685","RP11-1017G21.5"
"2686","CTD-2033A16.3"
"2687","RP5-827C21.2"
"2688","RP11-756P10.6"
"2689","RP11-599B13.8"
"2690","CTD-2366F13.1"
"2691","NLRP5"
"2692","RP11-83A24.2"
"2693","RP11-676J12.7"
"2694","ERCC3"
"2695","XXbac-B135H6.15"
"2696","RP11-888D10.4"
"2697","RP11-554A11.9"
"2698","PLPPR2"
"2699","COX5BP6"
"2700","HELQ"
"2701","ZBTB10"
"2702","RNU6-945P"
"2703","TCEB2"
"2704","RP4-655J12.4"
"2705","RAD17"
"2706","RP11-396C23.2"
"2707","EFCAB12"
"2708","PTK2"
"2709","AC009955.8"
"2710","SLC6A13"
"2711","C1orf195"
"2712","RP5-1157M23.2"
"2713","RP11-615I2.2"
"2714","NUP50-AS1"
"2715","LLNLR-246C6.1"
"2716","ARFGEF1"
"2717","MIR200B"
"2718","GABPB1"
"2719","RP11-368I7.6"
"2720","FOXJ1"
"2721","ZBED6CL"
"2722","RP3-508I15.20"
"2723","RP11-173B14.4"
"2724","JTB"
"2725","TNKS"
"2726","ADH5"
"2727","DNAJC13"
"2728","ST13P12"
"2729","CTD-3131K8.3"
"2730","AC109829.1"
"2731","RP11-425A23.1"
"2732","NRN1"
"2733","MIR3936"
"2734","DNAJB14"
"2735","CPNE9"
"2736","RAB30-AS1"
"2737","RP5-1092A3.4"
"2738","NRDC"
"2739","BLOC1S4"
"2740","RP11-177G23.2"
"2741","NBPF1"
"2742","CAPN10-AS1"
"2743","TLR9"
"2744","RP11-141B14.1"
"2745","RN7SL832P"
"2746","TMC3-AS1"
"2747","TUBBP5"
"2748","AC144652.1"
"2749","RP11-217E13.1"
"2750","RP11-119B16.2"
"2751","LINC00969"
"2752","GDF7"
"2753","RP5-1112D6.8"
"2754","RP11-490O6.2"
"2755","CSPG4P12"
"2756","KCNK7"
"2757","RP3-465N24.6"
"2758","EGFR-AS1"
"2759","SLC52A1"
"2760","AFF1"
"2761","CTD-2302E22.4"
"2762","GOLGA8H"
"2763","C9orf173-AS1"
"2764","RP11-110I1.5"
"2765","LL0XNC01-7P3.1"
"2766","ANKRD16"
"2767","TBC1D22B"
"2768","RIC8A"
"2769","RP11-399K21.14"
"2770","RP11-188D8.1"
"2771","AC068831.16"
"2772","NFKBID"
"2773","CTB-58E17.1"
"2774","RP11-206L10.8"
"2775","SCUBE3"
"2776","TMSB4XP4"
"2777","AC073043.1"
"2778","RP11-708J19.1"
"2779","ZNF212"
"2780","ZNF785"
"2781","AMDHD2"
"2782","PRKAB1"
"2783","RP11-203H19.2"
"2784","GABPB2"
"2785","RP11-12A20.7"
"2786","PLCXD1"
"2787","SLC8A2"
"2788","ZMYND10"
"2789","MTRNR2L8"
"2790","CTD-2145A24.5"
"2791","RP11-57G10.8"
"2792","LINC00863"
"2793","GDPGP1"
"2794","RNU6-45P"
"2795","CES2"
"2796","S1PR5"
"2797","RP11-112J3.16"
"2798","RP11-152N13.5"
"2799","RP11-254F7.4"
"2800","RNU6-880P"
"2801","ST3GAL2"
"2802","KIAA1468"
"2803","RP11-41O4.2"
"2804","RP1-170O19.14"
"2805","TEX22"
"2806","CTD-2270P14.1"
"2807","RP11-799D4.4"
"2808","RNY4P36"
"2809","RP11-388M20.1"
"2810","RP11-802D6.1"
"2811","TAOK1"
"2812","RP11-161M6.6"
"2813","RP11-390F4.6"
"2814","TRIM3"
"2815","ERCC6"
"2816","RPL3L"
"2817","ALG1L10P"
"2818","C2orf16"
"2819","RP11-214K3.20"
"2820","RP11-106D4.2"
"2821","SNORA2"
"2822","RP11-319G6.1"
"2823","LL09NC01-251B2.3"
"2824","TMEM161B-AS1"
"2825","CDK5R1"
"2826","RP11-160E2.6"
"2827","CH17-472G23.4"
"2828","PPP1R14BP3"
"2829","CHM"
"2830","SIDT2"
"2831","AC005786.6"
"2832","RP11-324E6.10"
"2833","RP11-387H17.4"
"2834","RP4-697K14.15"
"2835","RP11-66N11.8"
"2836","AC137932.4"
"2837","METTL5"
"2838","SDHAF4"
"2839","C1QTNF8"
"2840","RP13-516M14.4"
"2841","RP11-1024P17.1"
"2842","CDC42EP5"
"2843","CDC37L1-AS1"
"2844","ST3GAL1P1"
"2845","FAM83C-AS1"
"2846","RP11-353K11.1"
"2847","RP11-225H22.4"
"2848","CTC-453G23.7"
"2849","RP11-589P10.5"
"2850","RP11-626G11.1"
"2851","EBI3"
"2852","AC058791.1"
"2853","RP4-631H13.6"
"2854","DSTYK"
"2855","CH17-258A22.4"
"2856","RNY1P9"
"2857","MRPL23-AS1"
"2858","GPR61"
"2859","CTD-2186M15.3"
"2860","CTC-444N24.6"
"2861","RP11-448A19.1"
"2862","U1"
"2863","ADRA2B"
"2864","C7orf55"
"2865","RP13-122B23.8"
"2866","DEPDC4"
"2867","UBR5-AS1"
"2868","RSPH9"
"2869","SERPINE3"
"2870","AC062029.1"
"2871","FLJ38576"
"2872","VN1R84P"
"2873","PROC"
"2874","RP5-1065J22.8"
"2875","OSER1-AS1"
"2876","RP11-213G2.3"
"2877","RP11-120E11.2"
"2878","RP11-634H22.1"
"2879","DOCK9-AS2"
"2880","COX16"
"2881","AC074117.10"
"2882","AC027612.6"
"2883","C4orf27"
"2884","ZBTB3"
"2885","RP11-69M1.8"
"2886","ZNF660"
"2887","C1orf216"
"2888","SPPL3"
"2889","C2orf88"
"2890","THUMPD3-AS1"
"2891","HMGA1P5"
"2892","SDHAF2"
"2893","AL022341.3"
"2894","LINC00943"
"2895","HILPDA"
"2896","GATA2-AS1"
"2897","NAP1L4P1"
"2898","RP11-327P2.5"
"2899","PRR34-AS1"
"2900","RP11-126O1.5"
"2901","RP11-230F18.5"
"2902","CTD-2165H16.4"
"2903","SNHG9"
"2904","ARL17B"
"2905","PPM1J"
"2906","RP11-299J3.6"
"2907","CTA-313A17.2"
"2908","DUSP23"
"2909","RP1-199J3.7"
"2910","DNAJC12"
"2911","CTD-2561B21.10"
"2912","RP11-528I4.2"
"2913","CTD-3222D19.12"
"2914","SPATA33"
"2915","CEBPA-AS1"
"2916","C9orf41-AS1"
"2917","RP1-234P15.4"
"2918","LINC00235"
"2919","RP11-271K21.12"
"2920","STRIP1"
"2921","AC112497.1"
"2922","RP11-505K9.1"
"2923","RORA"
"2924","AC022007.5"
"2925","RP11-709A23.2"
"2926","RP4-756H11.3"
"2927","HIST1H4E"
"2928","RP11-34F20.7"
"2929","SLC16A6P1"
"2930","RP11-432I5.2"
"2931","ARFGEF2"
"2932","RP11-530N7.2"
"2933","RP11-1348G14.5"
"2934","SWSAP1"
"2935","NFKBIL1"
"2936","RP11-312B8.1"
"2937","AC004076.7"
"2938","RP11-326I11.3"
"2939","MIEN1"
"2940","BUD13P1"
"2941","ADCY5"
"2942","RP1-29C18.10"
"2943","RP11-347C12.3"
"2944","DNASE1L1"
"2945","RP11-276H7.2"
"2946","RP11-96O20.5"
"2947","RN7SL812P"
"2948","DLGAP1-AS2"
"2949","RP11-140K17.3"
"2950","ZNF782"
"2951","PIANP"
"2952","LINC01560"
"2953","ZNF607"
"2954","FBXL15"
"2955","MTSS1L"
"2956","RP11-57A19.2"
"2957","XIAP-AS1"
"2958","RP11-474P2.6"
"2959","RP11-304L19.11"
"2960","HIST1H4J"
"2961","HNRNPA1P48"
"2962","RP5-884G6.2"
"2963","SLC25A5P5"
"2964","RP5-855D21.3"
"2965","RNA5SP37"
"2966","TIGD1"
"2967","RP11-441O15.3"
"2968","TRIM52-AS1"
"2969","CTD-2527I21.15"
"2970","RP5-994D16.3"
"2971","RP11-85G18.6"
"2972","RP5-837J1.4"
"2973","LCNL1"
"2974","FGF11"
"2975","AP000255.6"
"2976","OPN1SW"
"2977","RP11-500C11.3"
"2978","RP11-288C18.1"
"2979","RP5-943J3.2"
"2980","RP11-118M9.3"
"2981","RP11-112L6.3"
"2982","C10orf111"
"2983","RP5-1028K7.2"
"2984","LINC00887"
"2985","NCOA7"
"2986","CCDC158"
"2987","AC002310.10"
"2988","ITGAV"
"2989","RP11-282K24.3"
"2990","RP11-687F6.5"
"2991","RP11-299H21.1"
"2992","CTB-133G6.2"
"2993","RP11-778D9.13"
"2994","SNORA11"
"2995","ATP6V1G2"
"2996","RUNDC1"
"2997","RNU6-722P"
"2998","AGBL5"
"2999","TMEM208"
"3000","KDM4A-AS1"
"3001","CRYBG3"
"3002","RP11-214J9.1"
"3003","AP003774.1"
"3004","AC098820.3"
"3005","RP11-2H3.6"
"3006","BSN"
"3007","RP11-50D9.3"
"3008","FAM110D"
"3009","RP11-342M1.3"
"3010","COX19"
"3011","PPP1R13B"
"3012","C9orf24"
"3013","ZNF197-AS1"
"3014","ZBTB20"
"3015","CTD-2248H3.1"
"3016","RP11-326C3.7"
"3017","CTB-129P6.4"
"3018","LINC01271"
"3019","SMC2-AS1"
"3020","RBMXP2"
"3021","FAM184B"
"3022","SNX29P1"
"3023","CAHM"
"3024","AP000640.10"
"3025","THAP6"
"3026","AP000251.3"
"3027","DDIT4L"
"3028","FBLL1"
"3029","C19orf52"
"3030","HNRNPA3P6"
"3031","RP11-616M22.11"
"3032","RP11-372B4.3"
"3033","DNLZ"
"3034","AC093388.3"
"3035","TMEM9B-AS1"
"3036","FLJ37453"
"3037","MIR4482"
"3038","RP11-394O4.5"
"3039","FLJ31356"
"3040","MORF4L2-AS1"
"3041","CFDP1"
"3042","RP11-395B7.2"
"3043","TMEM43"
"3044","TAB1"
"3045","RP11-456P18.2"
"3046","ZNF671"
"3047","FTLP12"
"3048","AC069513.4"
"3049","SPON2"
"3050","CYP51A1P2"
"3051","RP11-968A15.8"
"3052","CTD-2555K7.2"
"3053","RP1-221C16.8"
"3054","FRG1GP"
"3055","ANKRD54"
"3056","RP11-439C15.5"
"3057","CTD-2012J19.1"
"3058","CTD-2331H12.7"
"3059","CTD-2035E11.5"
"3060","RP11-977B10.2"
"3061","LINC00476"
"3062","MOAP1"
"3063","RP11-54D18.4"
"3064","HMSD"
"3065","MMP24-AS1"
"3066","AC241377.2"
"3067","POC1B-GALNT4"
"3068","CEBPB-AS1"
"3069","RP11-18H7.1"
"3070","C1orf229"
"3071","POLK"
"3072","RP11-73M7.6"
"3073","RP11-982M15.6"
"3074","FDX1"
"3075","AP006621.6"
"3076","RP3-426I6.2"
"3077","LINC01465"
"3078","CTD-2561B21.8"
"3079","C6orf183"
"3080","IFT52"
"3081","RP11-22A3.2"
"3082","HERC1"
"3083","GGCX"
"3084","RP11-631N16.4"
"3085","RP11-120K18.2"
"3086","ACYP1"
"3087","SLC26A3"
"3088","RP11-57H14.2"
"3089","RP11-131L12.2"
"3090","DNAH2"
"3091","RP11-705O1.8"
"3092","KLHDC3"
"3093","NARFL"
"3094","RP1-178F10.1"
"3095","R3HCC1L"
"3096","AC105760.2"
"3097","RP11-339B21.10"
"3098","RP11-690I21.2"
"3099","RP11-98D18.9"
"3100","RP11-305K5.1"
"3101","RP11-495P10.1"
"3102","AC062028.1"
"3103","RP11-110G21.1"
"3104","RP11-775C24.5"
"3105","ANKRD39"
"3106","MIR2052HG"
"3107","ZNF252P-AS1"
"3108","CTA-217C2.2"
"3109","ANKRD61"
"3110","PEX11B"
"3111","RP11-379F4.4"
"3112","B3GNT4"
"3113","CTD-2314G24.2"
"3114","SLC13A5"
"3115","ZNF217"
"3116","SYT3"
"3117","RP4-545C24.1"
"3118","RP11-421E14.2"
"3119","RP11-530A18.1"
"3120","TCEA1P4"
"3121","CTD-2083E4.4"
"3122","RP11-137H2.4"
"3123","CTD-2349P21.9"
"3124","RP1-102E24.8"
"3125","XXbac-B476C20.9"
"3126","TSHZ2"
"3127","RP11-18H21.1"
"3128","RP11-666A8.12"
"3129","RP11-425D10.10"
"3130","COG6"
"3131","HMGB2P1"
"3132","RP11-230B22.1"
"3133","CNNM4"
"3134","RP11-676J12.4"
"3135","AP000560.3"
"3136","KRTAP4-7"
"3137","AC115617.2"
"3138","CTD-2325M2.1"
"3139","CNOT3"
"3140","OPLAH"
"3141","GFPT2"
"3142","GBX2"
"3143","RP11-498P14.5"
"3144","LINC00539"
"3145","AP006621.5"
"3146","VSIG8"
"3147","DUSP12"
"3148","RP5-1147A1.2"
"3149","AL355480.1"
"3150","SMCO3"
"3151","HCG16"
"3152","VAC14-AS1"
"3153","CETN4P"
"3154","RAB40AL"
"3155","GAPDHP62"
"3156","CTA-29F11.1"
"3157","RP11-550I24.2"
"3158","KRTAP2-5P"
"3159","PP7080"
"3160","RP11-161H23.10"
"3161","RP11-304L19.1"
"3162","RP11-10A14.9"
"3163","KB-1980E6.2"
"3164","RP11-552F3.4"
"3165","CTB-60B18.12"
"3166","RP11-79P5.9"
"3167","RP3-323P24.3"
"3168","RP11-214K3.19"
"3169","RP4-563E14.1"
"3170","RPL36AL"
"3171","PTP4A2P1"
"3172","KIAA2026"
"3173","MAP2K7"
"3174","AP003068.23"
"3175","RP11-950C14.7"
"3176","RP13-270P17.2"
"3177","RP11-138H8.8"
"3178","RP11-504P24.3"
"3179","HIST3H2BB"
"3180","MFN1"
"3181","CDKL2"
"3182","AC145676.2"
"3183","STAG3L4"
"3184","CTA-228A9.4"
"3185","RP11-848P1.5"
"3186","RABGEF1"
"3187","PRKAA1"
"3188","RP11-163E9.2"
"3189","ACSM4"
"3190","RP11-214O1.2"
"3191","LENG8-AS1"
"3192","GLIS2"
"3193","RP11-428K3.1"
"3194","AC093627.9"
"3195","RP11-136K14.1"
"3196","Y_RNA"
"3197","AMZ1"
"3198","AC008746.5"
"3199","RP11-490B18.6"
"3200","AC115522.3"
"3201","RP11-93H24.3"
"3202","PHLPP2"
"3203","LA16c-329F2.1"
"3204","RPS3AP54"
"3205","AC009120.11"
"3206","FUT11"
"3207","CTB-129P6.11"
"3208","RP11-565F19.2"
"3209","RP11-73M18.10"
"3210","RP11-510M2.2"
"3211","SRSF12"
"3212","RP11-278C7.5"
"3213","RP11-815I9.4"
"3214","RP4-561L24.3"
"3215","WWTR1-AS1"
"3216","RP1-8B1.4"
"3217","CLUHP3"
"3218","RP11-133K1.12"
"3219","C5orf24"
"3220","SPIN3"
"3221","RP11-484D2.3"
"3222","AATK"
"3223","LYRM5"
"3224","CTB-25B13.12"
"3225","CTB-46B19.2"
"3226","LOX"
"3227","BPGM"
"3228","TTC23L"
"3229","AC009005.2"
"3230","AC004893.11"
"3231","IRF2BP1"
"3232","CTD-2010I16.1"
"3233","RP4-816N1.6"
"3234","KCNC1"
"3235","TIGD7"
"3236","RP11-932O9.10"
"3237","SMIM4"
"3238","FOXCUT"
"3239","PAX9"
"3240","LINC01219"
"3241","RP11-321F8.4"
"3242","RP11-104O19.4"
"3243","RWDD4P1"
"3244","AC006277.3"
"3245","ADGRD2"
"3246","CTC-534A2.2"
"3247","SEPT7P2"
"3248","LINC00482"
"3249","RP11-229D13.3"
"3250","FBXL22"
"3251","IGHMBP2"
"3252","LINC01351"
"3253","SP9"
"3254","SNX33"
"3255","RP3-388N13.5"
"3256","ZSCAN16-AS1"
"3257","YWHAB"
"3258","CTD-2278I10.4"
"3259","CTD-2134A5.4"
"3260","C1orf100"
"3261","RP11-728G15.1"
"3262","RP11-214K3.21"
"3263","ZNF546"
"3264","GLUD1P3"
"3265","RP11-511H23.2"
"3266","ADAMTS4"
"3267","VPS28"
"3268","AC013472.3"
"3269","TICAM2"
"3270","KANSL1-AS1"
"3271","MIR7111"
"3272","RP11-74J13.8"
"3273","ZNF436-AS1"
"3274","TMEM200B"
"3275","RP11-7O11.3"
"3276","CTC-241N9.1"
"3277","ZNF271P"
"3278","RP5-1116H23.5"
"3279","HIPK1-AS1"
"3280","PPM1M"
"3281","PHYHIP"
"3282","MIR23A"
"3283","RP11-276E15.4"
"3284","AC008746.12"
"3285","RP11-567F11.1"
"3286","UBE2Q2L"
"3287","ZNF602P"
"3288","CH507-145C22.1"
"3289","C14orf169"
"3290","RP11-108L7.14"
"3291","TMEM92-AS1"
"3292","RP11-286N22.8"
"3293","MYO16"
"3294","CTC-550B14.6"
"3295","NPIPA7"
"3296","ISY1"
"3297","RP11-266K4.9"
"3298","MPLKIP"
"3299","CTD-2530N21.4"
"3300","RP11-301O19.1"
"3301","RP11-218M22.1"
"3302","UBE2D1"
"3303","FAM27E3"
"3304","RP5-940J5.3"
"3305","DAXX"
"3306","ZNF576"
"3307","AP000697.6"
"3308","RP11-141C7.3"
"3309","EMC4"
"3310","SAXO2"
"3311","EXOC3-AS1"
"3312","JARID2-AS1"
"3313","CH17-260O16.1"
"3314","ARHGAP31-AS1"
"3315","M1AP"
"3316","SNAPIN"
"3317","CCL3L3"
"3318","AC138744.2"
"3319","RP11-473O4.5"
"3320","LOXL3"
"3321","PLD4"
"3322","PFKFB4"
"3323","SETD5"
"3324","RBBP8NL"
