"","x"
"1189","C19orf73"
"1190","RP11-343K8.3"
"1191","HNRNPA1P16"
"1192","RP11-345P4.9"
"1193","ZSCAN22"
"1194","SETX"
"1195","RP11-496H1.1"
"1196","CTD-2410N18.3"
"1197","CCDC15"
"1198","BCKDHA"
"1199","TMEM56"
"1200","VPS53"
"1201","RP11-29B2.6"
"1202","MMP23B"
"1203","RP11-10C24.3"
"1204","MAK"
"1205","NPM2"
"1206","ZNF319"
"1207","RP11-793H13.11"
"1208","RP11-199F11.2"
"1209","ISL1"
"1210","XXbac-BPG157A10.21"
"1211","NEK8"
"1212","CSTF3"
"1213","AC024937.4"
"1214","LINC01515"
"1215","RP11-839D17.3"
"1216","SCARNA13"
"1217","CATSPER2P1"
"1218","RP11-299G20.5"
"1219","DHRS11"
"1220","CTD-2256P15.2"
"1221","COBLL1"
"1222","TMEM138"
"1223","CCNI2"
"1224","RP11-638I2.4"
"1225","CTD-2227E11.1"
"1226","PCF11"
"1227","RP11-810P12.7"
"1228","DHRS13"
"1229","BORCS8"
"1230","C6orf48"
"1231","RP11-4K16.2"
"1232","LINC00271"
"1233","WDR63"
"1234","FLJ21408"
"1235","MED14"
"1236","LPIN2"
"1237","CTD-3001H11.2"
"1238","RP11-146F11.1"
"1239","KLHL7-AS1"
"1240","AC012146.7"
"1241","RP11-324I22.4"
"1242","CTD-3131K8.2"
"1243","LL22NC03-N14H11.1"
"1244","CTC-336P14.1"
"1245","CLDND2"
"1246","B4GAT1"
"1247","MIRLET7BHG"
"1248","TTC32"
"1249","CEBPZOS"
"1250","C17orf51"
"1251","AC055866.1"
"1252","NLGN1"
"1253","RP11-122G18.7"
"1254","RP11-206L10.9"
"1255","RP11-284M14.1"
"1256","C6orf141"
"1257","FAM127B"
"1258","RPL9P2"
"1259","SETDB2"
"1260","RP11-127B20.3"
"1261","CTD-2574D22.4"
"1262","AC004895.4"
"1263","RP11-539L10.2"
"1264","CXCL2"
"1265","RP11-154J22.1"
"1266","TNFSF13"
"1267","UPK1A-AS1"
"1268","ALG12"
"1269","RP11-14I17.3"
"1270","DUSP8P5"
"1271","KB-1980E6.3"
"1272","GLIS2-AS1"
"1273","ATXN2L"
"1274","ADAL"
"1275","AC012358.4"
"1276","LINC01534"
"1277","C15orf56"
"1278","AC099850.1"
"1279","RP11-861E21.1"
"1280","ZRANB2-AS1"
"1281","RP11-315O6.1"
"1282","TMEM129"
"1283","ZDHHC8P1"
"1284","RP11-478K15.6"
"1285","NDUFB4P8"
"1286","RNU2-51P"
"1287","FAM84B"
"1288","NCF1"
"1289","RP11-477I4.4"
"1290","RMI2"
"1291","CTA-223H9.9"
"1292","FSCN2"
"1293","RDM1"
"1294","RP11-379H18.1"
"1295","TNS3"
"1296","TMCO6"
"1297","PRR25"
"1298","SOX8"
"1299","DPM2"
"1300","RP11-403I13.8"
"1301","MAGEA8"
"1302","RP11-16E12.1"
"1303","PGPEP1"
"1304","AC005256.1"
"1305","COPS5"
"1306","MPZ"
"1307","RP11-431K24.1"
"1308","RP11-175D17.3"
"1309","TXNDC9"
"1310","SNAI3"
"1311","XXbac-BPG170G13.32"
"1312","TCP11L2"
"1313","MIB1"
"1314","TMEM222"
"1315","CTBP2P4"
"1316","MBIP"
"1317","RP11-13N13.5"
"1318","TTC9B"
"1319","GTF3C1"
"1320","RP11-239L20.6"
"1321","MKRN3"
"1322","RNF139-AS1"
"1323","NCK1-AS1"
"1324","RP6-109B7.2"
"1325","RP11-462B18.2"
"1326","RP11-872J21.5"
"1327","CEP72"
"1328","FAM200A"
"1329","PPFIA4"
"1330","METTL18"
"1331","DDX11L2"
"1332","AC079305.10"
"1333","ID1"
"1334","FRG1HP"
"1335","CTA-212D2.2"
"1336","CTD-2383M3.1"
"1337","VIPR2"
"1338","OLMALINC"
"1339","MIR181A2HG"
"1340","FAM21FP"
"1341","SPC25"
"1342","CPEB3"
"1343","HOXB2"
"1344","RP1-39G22.7"
"1345","AP4E1"
"1346","RP11-126K1.2"
"1347","STT3A-AS1"
"1348","CCDC122"
"1349","PCDHGA1"
"1350","RP11-564D11.3"
"1351","RP11-171I2.3"
"1352","NEBL-AS1"
"1353","CTD-3184A7.4"
"1354","OGFR-AS1"
"1355","ZBTB26"
"1356","RP3-333H23.8"
"1357","AC018641.7"
"1358","RPS27L"
"1359","NIPAL2"
"1360","RP11-156P1.3"
"1361","CMB9-55F22.1"
"1362","AC087294.2"
"1363","JKAMP"
"1364","RP1-111C20.4"
"1365","LRRC32"
"1366","RP5-882C2.2"
"1367","RP11-717A5.2"
"1368","C19orf25"
"1369","RP11-340E6.1"
"1370","CLGN"
"1371","FAM229B"
"1372","RP11-23J9.5"
"1373","C1orf204"
"1374","RP11-214K3.23"
"1375","RP11-69M1.4"
"1376","SLC35A5"
"1377","VWDE"
"1378","CTD-2012K14.7"
"1379","AC009948.7"
"1380","CTC-529I10.1"
"1381","RP11-837J7.3"
"1382","KAT8"
"1383","SPATA12"
"1384","ESYT1"
"1385","AL031587.1"
"1386","RP11-484D2.4"
"1387","STIM2"
"1388","RP11-248G5.9"
"1389","SOX12"
"1390","NID2"
"1391","AC004449.6"
"1392","ASH1L-AS1"
"1393","RP13-870H17.3"
"1394","YBEY"
"1395","RP11-876N24.3"
"1396","RP11-121A14.2"
"1397","RP11-139H15.5"
"1398","RP11-353N14.1"
"1399","RP11-476H16.1"
"1400","CRYZL1"
"1401","SUPT5H"
"1402","MSL3P1"
"1403","SLC35G2"
"1404","CCDC160"
"1405","ZWINT"
"1406","SYT15"
"1407","LINC01494"
"1408","SRP54-AS1"
"1409","ATP4A"
"1410","CD164L2"
"1411","RP11-697N18.4"
"1412","AC021218.2"
"1413","CTD-2007H13.3"
"1414","MTERF2"
"1415","RP11-1029J19.5"
"1416","USP9X"
"1417","RP11-758H9.2"
"1418","CTA-292E10.6"
"1419","AMPD2"
"1420","DENND6A"
"1421","RP11-321A17.6"
"1422","UBE2V1P1"
"1423","ACPT"
"1424","RP11-583F2.6"
"1425","RP11-299G20.2"
"1426","TOLLIP-AS1"
"1427","AC004383.3"
"1428","RP11-867G2.5"
"1429","AF196972.9"
"1430","KRT20"
"1431","AP1G1"
"1432","RP11-255E6.6"
"1433","H2AFX"
"1434","RP11-502I4.3"
"1435","RP11-1275H24.2"
"1436","UBE2R2-AS1"
"1437","KANK3"
"1438","RP11-575F12.1"
"1439","RP11-452L6.6"
"1440","CTD-2619J13.13"
"1441","U3"
"1442","ZBTB40"
"1443","TCTE3"
"1444","RP11-467L13.7"
"1445","RP11-251G23.2"
"1446","RP11-499E14.1"
"1447","RABIF"
"1448","LINC01003"
"1449","PMS2P2"
"1450","RP11-361M10.3"
"1451","INTS6-AS1"
"1452","AC093620.5"
"1453","CTA-292E10.8"
"1454","RP1-20B11.2"
"1455","AL109615.1"
"1456","GTF3C2"
"1457","SUGT1P"
"1458","SYP"
"1459","FRMD8"
"1460","RP11-304L19.13"
"1461","CTD-2561B21.11"
"1462","RP11-383C5.5"
"1463","BOLA3-AS1"
"1464","RP11-90H3.1"
"1465","OSCAR"
"1466","RP11-318E3.9"
"1467","NPC1L1"
"1468","RP11-347C12.10"
"1469","RP11-477D19.2"
"1470","C2orf44"
"1471","RP11-340I6.6"
"1472","RP11-758P17.3"
"1473","RP5-1086K13.1"
"1474","TTC31"
"1475","MIR200C"
"1476","REXO1"
"1477","RP1-315G1.3"
"1478","AP001469.9"
"1479","RP11-53O19.1"
"1480","RP11-571L19.8"
"1481","RP11-186B7.7"
"1482","OSBPL10-AS1"
"1483","HSD17B1P1"
"1484","LINC01273"
"1485","CTD-2583A14.11"
"1486","TRPC3"
"1487","GS1-124K5.11"
"1488","LINC01600"
"1489","KB-1440D3.14"
"1490","AC004076.5"
"1491","NFYA"
"1492","RP11-534L20.5"
"1493","LINC01397"
"1494","RP11-817I4.2"
"1495","SRR"
"1496","JAM2"
"1497","RP11-503P10.1"
"1498","RP11-649A18.4"
"1499","PRX"
"1500","SETD9"
"1501","ZNF524"
"1502","CTD-3065J16.9"
"1503","RP11-45P15.4"
"1504","TSC22D1-AS1"
"1505","RP3-412A9.17"
"1506","RP11-16E23.4"
"1507","ACVRL1"
"1508","DPF3"
"1509","ROM1"
"1510","TBC1D31"
"1511","CTB-60B18.18"
"1512","AC098820.4"
"1513","CTD-2270L9.4"
"1514","SDHAP1"
"1515","RP11-460N20.4"
"1516","C9orf163"
"1517","PLCB2"
"1518","FBXO18"
"1519","RP11-66B24.2"
"1520","TMC2"
"1521","CKB"
"1522","POMZP3"
"1523","SEPT1"
"1524","C21orf58"
"1525","UBR2"
"1526","RP1-151F17.1"
"1527","TRPS1"
"1528","GIT2"
"1529","DLGAP1-AS1"
"1530","MATN1-AS1"
"1531","RANBP3L"
"1532","LINC01186"
"1533","LL09NC01-139C3.1"
"1534","LENEP"
"1535","RP11-67L3.4"
"1536","BTD"
"1537","CTD-2666L21.1"
"1538","CTD-2049O4.1"
"1539","RP11-1277A3.3"
"1540","RP4-612B18.3"
"1541","RP11-22C11.2"
"1542","GPATCH2"
"1543","RP11-666A8.8"
"1544","LINC00115"
"1545","PCIF1"
"1546","CMC1"
"1547","RP1-92O14.3"
"1548","NYAP1"
"1549","FILIP1"
"1550","RP11-434D12.1"
"1551","DNAJC27-AS1"
"1552","RP11-467D6.1"
"1553","B3GNT8"
"1554","RPSAP9"
"1555","CBLC"
"1556","RP11-214K3.22"
"1557","GABPA"
"1558","SNAPC3"
"1559","RP11-121M22.1"
"1560","LINC00936"
"1561","ZNF691"
"1562","ATP6V1E2"
"1563","URM1"
"1564","FGGY"
"1565","RP11-8P13.5"
"1566","RP11-10C24.1"
"1567","GLTPD2"
"1568","SNHG12"
"1569","SGOL1-AS1"
"1570","CTC-273B12.10"
"1571","CTD-2012K14.5"
"1572","EXTL3-AS1"
"1573","RPL13AP25"
"1574","RP11-50I19.2"
"1575","RP5-965G21.3"
"1576","EFCAB10"
"1577","SLC16A11"
"1578","SPDYE12P"
"1579","RP11-792A8.4"
"1580","RP11-580I16.2"
"1581","RP11-395A13.2"
"1582","C3orf67"
"1583","PIGB"
"1584","SIL1"
"1585","RP11-629O1.2"
"1586","UPF3BP4"
"1587","RP11-351D16.3"
"1588","GNRHR2"
"1589","AC026202.3"
"1590","RP4-753P9.3"
"1591","RP11-381E24.4"
"1592","SPDYE19P"
"1593","RP11-6N17.3"
"1594","IBA57-AS1"
"1595","RNF32"
"1596","TAPT1"
"1597","SNHG7"
"1598","RP11-158I9.8"
"1599","EFCAB5"
"1600","TUBA8"
"1601","RP11-120K19.4"
"1602","RPL14P3"
"1603","RP1-86C11.7"
"1604","CDC37P1"
"1605","RP11-118F19.1"
"1606","HPCA"
"1607","GS1-124K5.12"
"1608","UBBP1"
"1609","ST7L"
"1610","RP13-638C3.5"
"1611","HAR1A"
"1612","RP11-74E22.3"
"1613","CTD-2319I12.2"
"1614","OVOL3"
"1615","ZNF552"
"1616","CTD-2547G23.4"
"1617","IFNAR2"
"1618","RP11-894J14.5"
"1619","RP3-486I3.7"
"1620","ENKUR"
"1621","RP3-461F17.3"
"1622","DNAJC3-AS1"
"1623","WNT10A"
"1624","ZNF414"
"1625","RAET1K"
"1626","CTD-2083E4.5"
"1627","SMPD2"
"1628","RP11-1348G14.8"
"1629","PRELID3A"
"1630","MED14OS"
"1631","CTD-2545G14.6"
"1632","ZNF668"
"1633","STARD7-AS1"
"1634","LINC00910"
"1635","CTD-2020K17.4"
"1636","AC005355.3"
"1637","LINC01138"
"1638","RP11-730B22.1"
"1639","RP11-393I2.4"
"1640","PRPH"
"1641","RP11-38L15.3"
"1642","PRORSD1P"
"1643","CHCHD1"
"1644","RAB18"
"1645","RPL31P52"
"1646","RP4-784A16.5"
"1647","RP11-489E7.4"
"1648","AC068831.10"
"1649","SLC24A2"
"1650","MIR210"
"1651","JMJD1C-AS1"
"1652","CASP16P"
"1653","RP4-539M6.21"
"1654","SIGLEC16"
"1655","STAG3L1"
"1656","RP11-411A19.5"
"1657","RP11-128N14.4"
"1658","PMS2P5"
"1659","ZBED5-AS1"
"1660","MAGEF1"
"1661","RP13-516M14.1"
"1662","TMEM249"
"1663","AC009302.2"
"1664","VAMP2"
"1665","UNKL"
"1666","RP11-632K20.6"
"1667","RP11-382D12.2"
"1668","VWA2"
"1669","SLC28A2"
"1670","CCDC127"
"1671","POU2F1"
"1672","RP11-619J20.1"
"1673","RP11-63G10.3"
"1674","SENP3-EIF4A1"
"1675","MORN1"
"1676","EPM2AIP1"
"1677","RP11-562A8.4"
"1678","RP11-230C9.2"
"1679","CTD-2630F21.1"
"1680","RP11-66N24.4"
"1681","LINC01372"
"1682","RP11-358N2.2"
"1683","HNRNPU-AS1"
"1684","FAM160B1"
"1685","RPL39P36"
"1686","ATP5S"
"1687","FAM86FP"
"1688","RP5-832C2.5"
"1689","RP4-758J18.2"
"1690","AC024560.3"
"1691","RP11-216N14.7"
"1692","RP11-135N5.3"
"1693","RP3-476K8.3"
"1694","SPDYE1"
"1695","NTF4"
"1696","RP11-875O11.1"
"1697","RP11-61K9.3"
"1698","ZBTB11-AS1"
"1699","RP11-216L13.19"
"1700","UPK1A"
"1701","LINC01063"
"1702","RP13-554M15.7"
"1703","CMPK1"
"1704","RP11-34P13.13"
"1705","TCAIM"
"1706","RP11-107N15.1"
"1707","RP11-455G16.1"
"1708","AC005740.6"
"1709","ANKUB1"
"1710","C11orf45"
"1711","AC100830.3"
"1712","PROB1"
"1713","RP11-182L21.6"
"1714","CAMKK2"
"1715","CTC-471F3.5"
"1716","MYL12AP1"
"1717","TMPRSS11CP"
"1718","AC005253.2"
"1719","BCL2L2"
"1720","RP11-467L13.5"
"1721","HCG20"
"1722","RP1-257A7.4"
"1723","AP000577.2"
"1724","KRT18P5"
"1725","RP11-114B7.6"
"1726","RP11-173M1.4"
"1727","AL591893.1"
"1728","RP11-203B9.4"
"1729","RP11-1000B6.8"
"1730","TRAIP"
"1731","RP11-206F17.2"
"1732","RP11-318A15.2"
"1733","ALOX12"
"1734","CTD-3222D19.8"
"1735","RP11-254F7.1"
"1736","RP11-764D10.2"
"1737","RP11-338O1.2"
"1738","RP4-758J18.13"
"1739","ARL14"
"1740","MPDU1"
"1741","CTB-134H23.3"
"1742","RAB11B-AS1"
"1743","TMEM99"
"1744","CTD-2583A14.8"
"1745","CTC-459F4.3"
"1746","AL592183.1"
"1747","RP11-179B2.2"
"1748","RP11-501C14.9"
"1749","LINC01424"
"1750","RP11-46C24.7"
"1751","DENND4C"
"1752","KIAA0141"
"1753","RP11-572O17.1"
"1754","RP11-817O13.9"
"1755","ZNF226"
"1756","RP11-352D13.6"
"1757","LINC00630"
"1758","CRYM-AS1"
"1759","HNRNPA3"
"1760","RP11-4K3__A.3"
"1761","RP11-1H8.5"
"1762","RP11-967K21.1"
"1763","RP11-307C12.12"
"1764","RP11-1348G14.1"
"1765","RP1-120G22.11"
"1766","IGF2BP2-AS1"
"1767","CCDC12"
"1768","CTD-2619J13.3"
"1769","PFN4"
"1770","CTD-2015H6.3"
"1771","DNPEP"
"1772","SNHG19"
"1773","PRR7-AS1"
"1774","RP3-388M5.9"
"1775","ABCB9"
"1776","DIO1"
"1777","RP11-855A2.3"
"1778","RP5-908M14.9"
"1779","RP11-651L5.3"
"1780","NSUN3"
"1781","FAM91A1"
"1782","SLC36A4"
"1783","FAM19A2"
"1784","RNA5SP18"
"1785","SLC25A5-AS1"
"1786","RP11-849H4.2"
"1787","RP11-727A23.5"
"1788","YAF2"
"1789","RP4-539M6.20"
"1790","RP11-334C17.3"
"1791","TRIOBP"
"1792","POLR2KP1"
"1793","RP11-259K5.2"
"1794","MIEF2"
"1795","RP11-341N2.1"
"1796","RP11-3K24.1"
"1797","MAPKAPK5-AS1"
"1798","IL9RP3"
"1799","B9D1"
"1800","RP11-231E4.5"
"1801","SEC24B-AS1"
"1802","SUDS3"
"1803","ZNF789"
"1804","KCTD21-AS1"
"1805","GRPEL2-AS1"
"1806","RP11-109N23.4"
"1807","ZNF462"
"1808","RP11-950C14.3"
"1809","NAT9"
"1810","CALY"
"1811","SEPT7-AS1"
"1812","LAMTOR5-AS1"
"1813","AHNAK2"
"1814","RP11-248M19.1"
"1815","FOXD4L3"
"1816","FAM179B"
"1817","TRIM17"
"1818","MAPK4"
"1819","RP4-753F5.1"
"1820","RP11-434P11.2"
"1821","KCTD11"
"1822","LINC00921"
"1823","AKAP10"
"1824","COX6CP2"
"1825","RP11-313P13.5"
"1826","CTB-113I20.2"
"1827","RP11-190C22.8"
"1828","GDPD2"
"1829","U91328.19"
"1830","PAQR4"
"1831","PUM1"
"1832","RP11-585P4.5"
"1833","RP11-445F12.1"
"1834","CTD-2555O16.2"
"1835","ZNF280A"
"1836","CTD-2537I9.15"
"1837","RP11-546B8.6"
"1838","PIPOX"
"1839","DPY19L2P3"
"1840","AC073130.1"
"1841","RP11-10N23.5"
"1842","RP11-16C1.1"
"1843","MTERF1"
"1844","SNORA65"
"1845","PARD3-AS1"
"1846","RP11-452K12.7"
"1847","GEMIN7"
"1848","TFP1"
"1849","POU5F1"
"1850","RNU6-1161P"
"1851","COPG2"
"1852","MIR4740"
"1853","PHACTR4"
"1854","RN7SL825P"
"1855","GALR3"
"1856","RP11-77K12.5"
"1857","BRAF"
"1858","RTCA-AS1"
"1859","C2CD4D"
"1860","CTC-338M12.5"
"1861","LINC00243"
"1862","GNB4"
"1863","PRCD"
"1864","RPL21P3"
"1865","RP11-960L18.1"
"1866","RP5-1057I20.6"
"1867","PARP16"
"1868","DERL1"
"1869","RP11-229P13.2"
"1870","PIGBOS1"
"1871","HIF1A-AS2"
"1872","RP11-672L10.6"
"1873","KLHL28"
"1874","RP11-388C12.8"
"1875","RP11-266L9.8"
"1876","OLFM5P"
"1877","DMC1"
"1878","RP11-195F19.5"
"1879","C20orf196"
"1880","YTHDF2"
"1881","AC092168.2"
"1882","RP11-304L19.12"
"1883","BORCS7"
"1884","TCAM1P"
"1885","RP4-612B15.3"
"1886","CTD-2349P21.10"
"1887","BX470102.3"
"1888","RP11-274A11.4"
"1889","SSSCA1-AS1"
"1890","CTD-2302E22.6"
"1891","ANKRD23"
"1892","RP11-166O4.6"
"1893","NAPRT"
"1894","RP11-385F7.1"
"1895","DDB2"
"1896","KMT2E-AS1"
"1897","RP11-416A14.1"
"1898","RPL5P34"
"1899","CAMK1"
"1900","S100A6"
"1901","DPAGT1"
"1902","RPL7L1P3"
"1903","LPGAT1"
"1904","GAREM2"
"1905","SIGLEC1"
"1906","AC006538.8"
"1907","RP11-178L8.7"
"1908","AC007950.2"
"1909","C20orf144"
"1910","CHSY1"
"1911","DUS4L"
"1912","CYP2W1"
"1913","LINC01398"
"1914","ECD"
"1915","ZNF969P"
"1916","RP11-363N22.3"
"1917","RP11-1197K16.2"
"1918","RPSAP18"
"1919","LINC01389"
"1920","RP1-179N16.6"
"1921","NME6"
"1922","CTC-550B14.7"
"1923","MFSD13B"
"1924","RP11-158H5.7"
"1925","RPL12P25"
"1926","RP1-159A19.3"
"1927","RP13-16H11.8"
"1928","CTD-3138B18.5"
"1929","RP11-806O11.1"
"1930","LINC01144"
"1931","CAGE1"
"1932","HM13-AS1"
"1933","PITPNA-AS1"
"1934","RP11-685M7.3"
"1935","C12orf76"
"1936","FUZ"
"1937","RP11-228M15.1"
"1938","RP11-326I11.5"
"1939","HMP19"
"1940","HIPK1"
"1941","RP11-157F20.3"
"1942","RP11-527J8.1"
"1943","LINC01011"
"1944","SDR42E2"
"1945","RP4-665N4.8"
"1946","LINC01137"
"1947","TMTC3"
"1948","MGRN1"
"1949","PANO1"
"1950","CTC-1337H24.3"
"1951","HEXIM2"
"1952","TMEM242"
"1953","CTD-2357A8.3"
"1954","ZNF658B"
"1955","ATOX1"
"1956","GDF9"
"1957","BOK"
"1958","RP11-368N21.5"
"1959","SOCS4"
"1960","RP4-580O19.2"
"1961","RP11-778D9.12"
"1962","TSC22D2"
"1963","DHRS4L1"
"1964","PSMC6"
"1965","CTC-499B15.5"
"1966","FXR2"
"1967","RP11-565A3.2"
"1968","FBXL2"
"1969","GNMT"
"1970","PRR34"
"1971","RP11-576I22.2"
"1972","RP1-197B17.7"
"1973","ROPN1L"
"1974","APTR"
"1975","RP11-386I23.1"
"1976","RP11-343H19.1"
"1977","RP11-818O24.3"
"1978","NKIRAS2"
"1979","RP11-93O14.2"
"1980","RP11-230F18.6"
"1981","AC062017.1"
"1982","UHRF2"
"1983","RP11-180C16.1"
"1984","WI2-89031B12.1"
"1985","RP5-1068E13.7"
"1986","RP11-195B17.1"
"1987","NIFK-AS1"
"1988","CTD-2235C13.3"
"1989","RP11-69M1.3"
"1990","RP11-131M11.3"
"1991","TMEM105"
"1992","AC004471.9"
"1993","RP11-180O5.2"
"1994","ITGAD"
"1995","HCG27"
"1996","RP11-872J21.3"
"1997","CLDN6"
"1998","MYO1F"
"1999","RP1-315G1.1"
"2000","AC245100.1"
"2001","RP13-188A5.1"
"2002","TBRG1"
"2003","RP11-326K13.4"
"2004","ZNF337-AS1"
"2005","CCT6P1"
"2006","FAM195A"
"2007","RP11-42I10.1"
"2008","TET2-AS1"
"2009","RP11-266L9.4"
"2010","SCAND1"
"2011","HNRNPA1P35"
"2012","AC093627.7"
"2013","AC024937.6"
"2014","IFT20"
"2015","TRG-AS1"
"2016","SLC5A2"
"2017","CYCSP24"
"2018","RP11-127I20.8"
"2019","RHD"
"2020","SLC35A4"
"2021","ARF4P2"
"2022","RP5-1182A14.7"
"2023","NEUROD2"
"2024","FBXO38"
"2025","C9orf173"
"2026","SFT2D2"
"2027","MIR5702"
"2028","CLPSL2"
"2029","TAF7L"
"2030","LINC01184"
"2031","RP11-513I15.6"
"2032","RP11-686G8.2"
"2033","NFYC-AS1"
"2034","CTD-2008P7.10"
"2035","UBR4"
"2036","RP5-908M14.10"
"2037","RP11-217B1.2"
"2038","ATPIF1"
"2039","RP3-324O17.8"
"2040","CSTF3-AS1"
"2041","PAXIP1-AS1"
"2042","EEF1E1P1"
"2043","RP11-28H5.2"
"2044","ROPN1B"
"2045","BCO2"
"2046","INPP5D"
"2047","POLG"
"2048","CTD-2651B20.3"
"2049","RP11-715J22.4"
"2050","ASPG"
"2051","GJC3"
"2052","CTA-445C9.14"
"2053","RP11-307C12.11"
"2054","RP11-371E8.4"
"2055","RPL23AP20"
"2056","MRPL13"
"2057","SNORD7"
"2058","RP11-279O9.4"
"2059","SPTY2D1-AS1"
"2060","C19orf33"
"2061","CTD-2287O16.5"
"2062","MCF2L-AS1"
"2063","RP4-616B8.5"
"2064","ZNF767P"
"2065","RP11-830F9.7"
"2066","HIST2H2BD"
"2067","AC007879.5"
"2068","ACAP1"
"2069","RP11-336K24.12"
"2070","C5orf34"
"2071","XPA"
"2072","CH17-189H20.1"
"2073","RP11-280G9.1"
"2074","AC142472.6"
"2075","RP5-836N17.4"
"2076","LINC00412"
"2077","OR7E126P"
"2078","KIAA1033"
"2079","ZNF101P2"
"2080","CTD-3138B18.6"
"2081","RP11-85A1.3"
"2082","NAA60"
"2083","LINC00242"
"2084","TNNT2"
"2085","KBTBD11-OT1"
"2086","ZNF321P"
"2087","CTD-2555A7.2"
"2088","SMPD3"
"2089","RNU6-1099P"
"2090","RP11-187A9.3"
"2091","RP11-304L19.3"
"2092","RP11-298I3.3"
"2093","PCOLCE-AS1"
"2094","RP11-972P1.10"
"2095","RALGAPB"
"2096","C16orf59"
"2097","RNU2-11P"
"2098","RP11-474G23.3"
"2099","SIRT1"
"2100","CTB-129P6.7"
"2101","RP11-545P7.9"
"2102","SOS1-IT1"
"2103","ABCF3"
"2104","RP11-359E3.4"
"2105","RP11-867G2.6"
"2106","RP11-442G21.2"
"2107","RP11-2C24.3"
"2108","B3GLCT"
"2109","MARCH10"
"2110","CTC-338M12.4"
"2111","INCA1"
"2112","RYK"
"2113","RP11-521C22.2"
"2114","RP11-37C7.3"
"2115","RP3-324O17.7"
"2116","C2orf68"
"2117","C3orf33"
"2118","SNORA77"
"2119","SLC11A1"
"2120","TTC30A"
"2121","PNRC2"
"2122","CTD-2562G15.3"
"2123","AC005786.3"
"2124","ZSWIM1"
"2125","RP5-884C9.2"
"2126","PDXDC1"
"2127","PI4KB"
"2128","CTB-171A8.1"
"2129","SAC3D1"
"2130","RP11-616K22.1"
"2131","RNF7"
"2132","HIST2H2BC"
"2133","RP11-850A17.1"
"2134","AC005775.2"
"2135","VPS13B"
"2136","RP11-45L9.1"
"2137","AGO1"
"2138","C15orf61"
"2139","RP5-907D15.4"
"2140","ZNF318"
"2141","RANGRF"
"2142","RP3-405J10.5"
"2143","KAT6B"
"2144","AP003068.18"
"2145","RP11-573D15.1"
"2146","XXbac-BPG299F13.17"
"2147","RP5-1180D12.1"
"2148","FAM110C"
"2149","RP11-883A18.3"
"2150","GYS2"
"2151","CTD-2017D11.2"
"2152","TMEM80"
"2153","RP11-17G12.2"
"2154","PXMP2"
"2155","RP5-858L17.1"
"2156","RP11-462D18.4"
"2157","RP11-353N14.3"
"2158","LRRC2-AS1"
"2159","NPHS1"
"2160","TOX4"
"2161","CTD-2571L23.8"
"2162","RP11-91P24.5"
"2163","ATP1A1-AS1"
"2164","RP11-504P24.9"
"2165","DCAF4"
"2166","RP1-267D11.6"
"2167","TMEM150A"
"2168","MANEA-AS1"
"2169","OSGEPL1-AS1"
"2170","RP11-96D1.10"
"2171","TTC34"
"2172","RNF103-CHMP3"
"2173","AC012442.5"
"2174","CTD-3252C9.4"
"2175","RP11-276H7.3"
"2176","SCRT1"
"2177","NPM1P9"
"2178","RP1-198K11.5"
"2179","SPATA41"
"2180","KCNK15-AS1"
"2181","DONSON"
"2182","SLC2A1-AS1"
"2183","SFT2D1"
"2184","RP11-573G6.4"
"2185","SPATA1"
"2186","DGAT1"
"2187","CACHD1"
"2188","TTC36"
"2189","RP1-292L20.3"
"2190","RP11-732A21.3"
"2191","RN7SL364P"
"2192","RP11-546J1.1"
"2193","FZD4"
"2194","ZNF764"
"2195","FABP3"
"2196","RP11-416N2.4"
"2197","RP11-156K13.1"
"2198","MFSD2B"
"2199","RP11-1C8.6"
"2200","SPC24"
"2201","RP11-686G8.1"
"2202","ZNF232"
"2203","TLE1"
"2204","ACTG1P24"
"2205","PCDHGB8P"
"2206","RP4-593H12.1"
"2207","THAP7-AS1"
"2208","AC072052.7"
"2209","RP13-895J2.6"
"2210","FLNB-AS1"
"2211","AC090616.2"
"2212","SIX3-AS1"
"2213","RP11-102L12.2"
"2214","RP5-965G21.4"
"2215","RP11-749I16.3"
"2216","STAP2"
"2217","RP11-223A3.1"
"2218","RP11-500M8.4"
"2219","ALOX12-AS1"
"2220","DIDO1"
"2221","GCSAM"
"2222","SGCA"
"2223","CTC-232P5.1"
"2224","FBXL16"
"2225","RMND5B"
"2226","LINC00896"
"2227","LINC01134"
"2228","FBXO36P1"
"2229","AC018816.3"
"2230","RP11-479O9.4"
"2231","AC009120.6"
"2232","CACNG8"
"2233","ZBED8"
"2234","CTD-2196E14.6"
"2235","RP11-739N20.2"
"2236","TMEM223"
"2237","PPP1R3B"
"2238","RP11-553A21.3"
"2239","RP11-219B4.5"
"2240","RP11-51J9.5"
"2241","GTSE1-AS1"
"2242","ADAT3"
"2243","RAB17"
"2244","ARID3C"
"2245","RP3-467K16.4"
"2246","MKL2"
"2247","RP11-124N19.3"
"2248","LL22NC03-80A10.6"
"2249","RP11-452L6.7"
"2250","ALG1L"
"2251","RP11-331F9.3"
"2252","TMEM116"
"2253","LCMT1-AS1"
"2254","CDH23"
"2255","RP11-373D23.2"
"2256","DNAJC18"
"2257","RP11-80H5.9"
"2258","EFHB"
"2259","Z97634.3"
"2260","RP11-91P24.7"
"2261","RP11-982M15.8"
