"Name"	"Score"	"freq_dw"
"RP11-178L8.3"	"RP11-178L8.3"	0.21054928828442	1
"BHLHE40"	"BHLHE40"	0.21054928828442	1
"AC008268.2"	"AC008268.2"	0.21054928828442	1
"RP11-272L14.2"	"RP11-272L14.2"	0.212537346098159	1
"PTGS1"	"PTGS1"	0.212537346098159	1
"DACT1"	"DACT1"	0.213458121888757	2
"RP11-536L3.4"	"RP11-536L3.4"	0.214827586175958	1
"EEF1A1"	"EEF1A1"	0.214827586175958	1
"LY6E"	"LY6E"	0.214827586175958	1
"CLDN9"	"CLDN9"	0.216224625563981	1
"ZNF852"	"ZNF852"	0.219101507292542	1
"PRELID1"	"PRELID1"	0.219101507292542	2
"DDX47"	"DDX47"	0.219101507292542	1
"CSNK2A3"	"CSNK2A3"	0.219939019083451	1
"CA12"	"CA12"	0.222430285062094	1
"BDNF"	"BDNF"	0.223371053874076	1
"LRRFIP1"	"LRRFIP1"	0.223371053874076	2
"RP3-416H24.1"	"RP3-416H24.1"	0.223371053874076	1
"OR51B2"	"OR51B2"	0.22618959988234	1
"RP5-1142A6.2"	"RP5-1142A6.2"	0.227448664463789	2
"CTC-444N24.7"	"CTC-444N24.7"	0.227636228160466	1
"MBNL3"	"MBNL3"	0.227636228160466	1
"CTD-2410N18.3"	"CTD-2410N18.3"	0.229975706209871	2
"BRCC3P1"	"BRCC3P1"	0.231897032391617	2
"FBL"	"FBL"	0.231897032391617	1
"AC073052.1"	"AC073052.1"	0.231897032391617	2
"IFITM1"	"IFITM1"	0.232515558720994	1
"RP4-530I15.9"	"RP4-530I15.9"	0.236153468807434	1
"SMG1P3"	"SMG1P3"	0.236153468807434	1
"PFN1P6"	"PFN1P6"	0.236153468807434	1
"SNORD17"	"SNORD17"	0.239111357084459	2
"ACBD7"	"ACBD7"	0.240405539647823	2
"CH507-9B2.1"	"CH507-9B2.1"	0.240405539647823	2
"MYRIP"	"MYRIP"	0.244139236671162	3
"SQLE"	"SQLE"	0.24465324715269	1
"VSNL1"	"VSNL1"	0.24465324715269	1
"PARK2"	"PARK2"	0.24538562749511	1
"RP1-253P7.4"	"RP1-253P7.4"	0.248896593561939	3
"MOB3B"	"MOB3B"	0.248896593561939	1
"SUDS3P1"	"SUDS3P1"	0.251930531850318	1
"RP11-215P8.3"	"RP11-215P8.3"	0.253135581115475	1
"BRD7P2"	"BRD7P2"	0.253135581115475	2
"MET"	"MET"	0.253135581115475	1
"AC011747.4"	"AC011747.4"	0.257218452496101	2
